generic_name,cases,rating,useful_count
mirtazapine,anxiety,7,16
levonorgestrel,birth control,10,5
bisacodyl,constipation,8,14
levonorgestrel,birth control,10,2
melatonin,insomnia,4,9
bisacodyl,constipation,1,2
naltrexone,opiate dependence,10,8
orlistat,obesity,7,13
propofol,anesthesia,9,21
alprazolam,anxiety,10,6
pregabalin,epilepsy,6,24
levonorgestrel,birth control,10,7
eluxadoline,irritable bowel syndrome,10,4
mirtazapine,depression,10,42
liraglutide,obesity,8,42
cefdinir,sinusitis,1,7
lamotrigine,bipolar disorde,6,13
levonorgestrel,emergency contraception,10,36
levonorgestrel,birth control,1,8
meloxicam,inflammatory conditions,9,41
ondansetron,nausea/vomiting,10,21
haloperidol,psychosis,7,3
gabapentin,postherpetic neuralgia,1,50
racepinephrine,"asthma, acute",9,5
nitrofurantoin,bladder infection,9,8
levonorgestrel,emergency contraception,9,13
spironolactone,acne,10,169
meloxicam,osteoarthritis,1,31
tioconazole,vaginal yeast infection,1,6
lamotrigine,bipolar disorde,10,76
aspirin,pain,10,10
nitrofurantoin,prevention of bladder infection,1,68
clonazepam,panic disorde,1,7
meloxicam,ibromyalgia,5,7
levonorgestrel,birth control,3,45
pregabalin,diabetic peripheral neuropathy,9,69
erlotinib,non-small cell lung cance,9,95
mefloquine,malaria prevention,6,0
denosumab,osteoporosis,3,114
nitrofurantoin,bladder infection,10,16
lamotrigine,bipolar disorde,1,8
metronidazole,bacterial vaginitis,10,72
nitrofurantoin,urinary tract infection,8,4
liraglutide,"diabetes, type 2",9,15
tioconazole,vaginal yeast infection,1,3
apremilast,plaque psoriasis,8,24
ezetimibe,high cholesterol,5,32
lacosamide,seizures,1,45
topiramate,migraine prevention,5,20
tadalafil,erectile dysfunction,10,34
pregabalin,generalized anxiety disorde,8,54
metronidazole,bacterial vaginitis,5,6
clindamycin,bacterial infection,9,72
sumatriptan,migraine,10,3
ropinirole,restless legs syndrome,10,14
gabapentin,pain,3,44
baclofen,migraine prevention,8,44
infliximab,uveitis,10,14
metronidazole,bacterial vaginitis,5,10
meloxicam,osteoarthritis,10,29
metronidazole,bacterial vaginitis,9,22
baclofen,muscle spasm,7,20
levonorgestrel,birth control,9,7
liraglutide,"diabetes, type 2",10,23
levonorgestrel,birth control,8,1
alprazolam,anxiety,10,401
sulfasalazine,inflammatory bowel disease,10,9
levonorgestrel,birth control,1,7
clonazepam,obsessive compulsive disorde,8,2
aripiprazole,major depressive disorde,10,23
lorazepam,anxiety,8,16
clindamycin,acne,3,11
gabapentin,restless legs syndrome,10,41
alprazolam,anxiety,7,1
adalimumab,psoriasis,10,29
oseltamivir,influenza,9,8
teriparatide,osteoporosis,9,66
levonorgestrel,birth control,9,6
liraglutide,"diabetes, type 2",8,13
levonorgestrel,abnormal uterine bleeding,9,14
minoxidil,alopecia,4,15
ciprofloxacin,urinary tract infection,6,10
repaglinide,"diabetes, type 2",7,43
baclofen,periodic limb movement disorde,9,33
tioconazole,vaginal yeast infection,2,1
levetiracetam,epilepsy,8,8
tioconazole,vaginal yeast infection,1,2
valacyclovir,"herpes simplex, suppression",9,43
desvenlafaxine,depression,10,2
lisinopril,high blood pressure,8,112
liraglutide,obesity,10,2
tranexamic acid,menorrhagia,8,140
ciprofloxacin,prostatitis,2,26
levonorgestrel,emergency contraception,9,1
lorazepam,anxiety,10,43
letrozole,"breast cancer, metastatic",6,26
minoxidil,alopecia,8,300
pregabalin,ibromyalgia,5,44
atenolol,high blood pressure,7,19
metronidazole,bacterial vaginitis,10,4
apremilast,plaque psoriasis,9,12
zolmitriptan,migraine,9,4
betamethasone,dermatological disorders,9,38
levonorgestrel,birth control,9,49
lisinopril,high blood pressure,1,20
silodosin,benign prostatic hyperplasia,9,38
pregabalin,generalized anxiety disorde,10,9
meloxicam,rheumatoid arthritis,8,92
etodolac,osteoarthritis,10,38
atenolol,anxiety,9,82
ciprofloxacin,bronchitis,4,22
tadalafil,erectile dysfunction,10,105
lisinopril,high blood pressure,10,70
adalimumab,rheumatoid arthritis,2,48
zonisamide,seizures,10,69
levonorgestrel,birth control,10,12
ondansetron,nausea/vomiting,10,10
nortriptyline,pain,2,58
gabapentin,bipolar disorde,8,45
melatonin,insomnia,9,9
rifaximin,irritable bowel syndrome,2,6
levonorgestrel,birth control,8,1
metronidazole,bacterial vaginitis,5,12
levonorgestrel,emergency contraception,9,19
infliximab,crohn's disease,1,0
topiramate,borderline personality disorde,4,4
pregabalin,neuropathic pain,10,58
eluxadoline,irritable bowel syndrome,5,15
metronidazole,bacterial vaginitis,5,1
sumatriptan,migraine,10,8
clindamycin,bacterial infection,9,31
levonorgestrel,birth control,10,13
ropinirole,restless legs syndrome,1,15
clonazepam,anxiety,10,67
gabapentin,restless legs syndrome,9,25
mirabegron,overactive bladde,1,19
acetazolamide,mountain sickness / altitude sickness,10,9
levonorgestrel,abnormal uterine bleeding,3,14
cinacalcet,secondary hyperparathyroidism,8,21
levonorgestrel,emergency contraception,9,9
sitagliptin,"diabetes, type 2",3,30
estradiol,postmenopausal symptoms,6,64
teriparatide,osteoporosis,8,18
ibuprofen,headache,9,6
flurazepam,insomnia,10,52
mirtazapine,depression,7,23
gabapentin,anxiety,7,18
metronidazole,diverticulitis,8,49
alprazolam,anxiety,9,21
sumatriptan,migraine,9,8
suvorexant,insomnia,1,22
gabapentin,postherpetic neuralgia,6,123
baclofen,cervical dystonia,1,14
mirtazapine,depression,9,17
spironolactone,acne,6,20
bisacodyl,constipation,9,21
topiramate,migraine prevention,6,1
liraglutide,obesity,10,45
clozapine,schizophrenia,2,19
tioconazole,vaginal yeast infection,6,9
lamotrigine,borderline personality disorde,10,7
valsartan,high blood pressure,9,13
alprazolam,anxiety,10,88
liraglutide,"diabetes, type 2",10,8
methotrexate,ectopic pregnancy,7,12
fluconazole,vaginal yeast infection,9,40
pregabalin,neuropathic pain,9,4
alprazolam,tinnitus,10,133
hydroquinone,dermatological disorders,3,15
levonorgestrel,emergency contraception,1,12
lamotrigine,bipolar disorde,10,110
levonorgestrel,emergency contraception,10,29
aripiprazole,obsessive compulsive disorde,5,25
metronidazole,trichomoniasis,6,25
liraglutide,obesity,6,13
lamotrigine,depression,10,1
hylan g-f 20,osteoarthritis,1,27
bisacodyl,constipation,6,1
propofol,anesthesia,10,8
topiramate,migraine prevention,10,9
lamotrigine,seizure prevention,7,10
hydrochlorothiazide,high blood pressure,10,45
diazepam,anxiety,8,69
etanercept,psoriatic arthritis,8,30
lacosamide,seizures,6,70
gabapentin,pain,7,58
clonazepam,anxiety,9,252
gabapentin,hot flashes,10,24
silver sulfadiazine,"burns, external",10,19
adalimumab,rheumatoid arthritis,1,22
mirabegron,overactive bladde,9,18
clonazepam,seizure prevention,10,8
adalimumab,"crohn's disease, maintenance",8,35
levonorgestrel,emergency contraception,8,17
alprazolam,panic disorde,8,81
liraglutide,"diabetes, type 2",9,58
aripiprazole,not listed / othe,9,3
suvorexant,insomnia,1,29
levetiracetam,nan,10,9
desvenlafaxine,not listed / othe,10,1
lorazepam,anxiety,10,9
bevacizumab,non-small cell lung cance,8,155
lubiprostone,"constipation, chronic",4,16
alprazolam,tinnitus,7,4
metronidazole,bacterial vaginitis,10,23
metronidazole,bacterial vaginitis,8,4
propofol,anesthesia,10,7
alprazolam,anxiety,10,37
oxcarbazepine,bipolar disorde,9,58
nitrofurantoin,urinary tract infection,1,8
levonorgestrel,emergency contraception,1,5
clarithromycin,"mycobacterium avium-intracellulare, treatment",1,2
cephalexin,pharyngitis,8,7
eluxadoline,irritable bowel syndrome,1,23
bisacodyl,constipation,8,1
levonorgestrel,birth control,8,8
silodosin,benign prostatic hyperplasia,8,24
aripiprazole,bipolar disorde,5,15
aspirin,pain,9,19
levonorgestrel,emergency contraception,1,0
cephalexin,skin or soft tissue infection,5,8
bisacodyl,constipation,9,2
orlistat,obesity,8,40
irbesartan,high blood pressure,2,0
metronidazole,bacterial vaginitis,10,6
rifaximin,irritable bowel syndrome,3,50
levonorgestrel,emergency contraception,2,2
mirtazapine,anxiety,9,37
ramelteon,insomnia,9,37
gabapentin,pain,4,64
cephalexin,bladder infection,10,24
lactulose,"constipation, chronic",10,53
suvorexant,insomnia,1,36
lamotrigine,bipolar disorde,9,61
methocarbamol,muscle spasm,9,33
adapalene,acne,2,8
diazepam,muscle spasm,9,68
tadalafil,benign prostatic hyperplasia,10,10
gabapentin,bipolar disorde,6,2
orlistat,obesity,9,22
mirtazapine,insomnia,9,16
metronidazole,bacterial vaginitis,4,10
acetazolamide,pseudotumor cerebri,8,0
suvorexant,insomnia,1,2
pregabalin,ibromyalgia,3,17
letrozole,breast cance,1,63
suvorexant,insomnia,10,5
lamotrigine,bipolar disorde,10,18
tioconazole,vaginal yeast infection,2,2
oxcarbazepine,bipolar disorde,9,57
pregabalin,neuropathic pain,1,0
liraglutide,weight loss,8,18
mirabegron,overactive bladde,2,7
gabapentin,anxiety,10,42
tioconazole,vaginal yeast infection,1,7
levonorgestrel,birth control,5,4
carisoprodol,muscle spasm,1,22
ropinirole,restless legs syndrome,5,14
metronidazole,bacterial infection,10,6
lubiprostone,"constipation, chronic",1,17
levonorgestrel,emergency contraception,10,8
pregabalin,generalized anxiety disorde,10,80
carbamazepine,epilepsy,1,10
lisinopril,high blood pressure,4,74
spironolactone,acne,10,31
liraglutide,"diabetes, type 2",9,18
metronidazole,bacterial infection,5,6
gemcitabine,"breast cancer, metastatic",7,4
armodafinil,obstructive sleep apnea/hypopnea syndrome,10,23
lamotrigine,depression,8,35
gabapentin,pain,9,54
desvenlafaxine,depression,1,16
levonorgestrel,birth control,9,1
levonorgestrel,emergency contraception,10,31
mirabegron,urinary incontinence,6,10
ibuprofen,sciatica,8,3
infliximab,"crohn's disease, maintenance",7,2
pregabalin,ibromyalgia,10,96
levonorgestrel,birth control,2,2
liraglutide,obesity,7,14
orlistat,obesity,1,23
aripiprazole,schizophrenia,10,5
tioconazole,vaginal yeast infection,1,7
liraglutide,weight loss,10,19
gabapentin,pain,9,184
dulaglutide,"diabetes, type 2",8,25
insulin degludec,"diabetes, type 1",7,13
omeprazole,gerd,1,34
alprazolam,anxiety,10,73
gabapentin,restless legs syndrome,9,58
metronidazole,bacterial vaginitis,8,14
aripiprazole,schizophrenia,10,3
acetazolamide,pseudotumor cerebri,10,0
mirtazapine,insomnia,1,37
nortriptyline,migraine prevention,9,7
tioconazole,vaginal yeast infection,8,1
levonorgestrel,birth control,5,4
levonorgestrel,birth control,1,2
pregabalin,generalized anxiety disorde,7,72
nortriptyline,depression,10,37
lamotrigine,bipolar disorde,8,38
levonorgestrel,birth control,1,8
aripiprazole,bipolar disorde,1,45
olanzapine,bipolar disorde,10,61
liraglutide,obesity,9,17
fluorouracil,basal cell carcinoma,9,8
eluxadoline,irritable bowel syndrome,10,27
desvenlafaxine,depression,10,0
tolnaftate,tinea cruris,10,25
orlistat,obesity,8,13
mirtazapine,depression,10,22
tadalafil,erectile dysfunction,9,76
nortriptyline,cyclic vomiting syndrome,10,9
tranexamic acid,menstrual disorders,9,8
imiquimod,human papilloma virus,9,15
mirtazapine,post traumatic stress disorde,10,56
liraglutide,"diabetes, type 2",10,9
lorazepam,panic disorde,9,31
mirtazapine,depression,8,36
pregabalin,neuropathic pain,10,55
levonorgestrel,birth control,10,4
adalimumab,"crohn's disease, maintenance",2,27
armodafinil,chronic fatigue syndrome,7,38
dulaglutide,"diabetes, type 2",3,22
clonazepam,panic disorde,10,13
metronidazole,bacterial vaginitis,10,6
levonorgestrel,emergency contraception,10,4
lifitegrast,dry eye disease,3,12
topiramate,ibromyalgia,5,5
armodafinil,ibromyalgia,10,96
bisacodyl,constipation,7,12
eszopiclone,insomnia,10,20
orlistat,obesity,7,48
topiramate,migraine prevention,10,28
etanercept,ankylosing spondylitis,10,24
clarithromycin,bronchitis,3,12
fluconazole,vaginal yeast infection,10,25
acetazolamide,glaucoma,8,29
levonorgestrel,birth control,6,0
nitrofurantoin,urinary tract infection,8,6
empagliflozin,"diabetes, type 2",1,33
nortriptyline,migraine prevention,10,16
clarithromycin,legionella pneumonia,1,2
oxcarbazepine,bipolar disorde,10,81
desvenlafaxine,anxiety,10,89
cabergoline,hyperprolactinemia,10,28
liraglutide,obesity,3,29
pregabalin,restless legs syndrome,10,5
bimatoprost,intraocular hypertension,2,0
temazepam,insomnia,4,18
lorazepam,insomnia,10,46
infliximab,rheumatoid arthritis,4,40
eszopiclone,insomnia,9,82
mirtazapine,depression,4,18
ondansetron,nausea/vomiting,10,11
levonorgestrel,emergency contraception,6,53
alprazolam,tinnitus,1,15
desvenlafaxine,depression,10,15
lamotrigine,migraine prevention,10,8
omalizumab,urticaria,10,3
lubiprostone,"constipation, chronic",1,58
almotriptan,migraine,10,11
metronidazole,clostridial infection,2,7
alprazolam,tinnitus,8,82
mirtazapine,anxiety,1,30
hydrochlorothiazide,high blood pressure,7,21
aripiprazole,depression,2,65
ziprasidone,schizophrenia,10,6
methotrexate,rheumatoid arthritis,10,146
aripiprazole,bipolar disorde,5,39
furosemide,edema,9,47
desvenlafaxine,depression,9,36
ziprasidone,bipolar disorde,8,17
levetiracetam,epilepsy,2,5
estradiol,oophorectomy,1,21
topiramate,migraine prevention,9,5
mefenamic acid,period pain,9,8
desvenlafaxine,depression,8,16
levonorgestrel,abnormal uterine bleeding,1,12
lamotrigine,seizure prevention,9,45
ciprofloxacin,urinary tract infection,1,7
crisaborole,atopic dermatitis,1,11
levonorgestrel,abnormal uterine bleeding,10,23
pregabalin,neuropathic pain,9,41
lamotrigine,post traumatic stress disorde,10,17
acetazolamide,hydrocephalus,9,3
lifitegrast,dry eye disease,2,4
mirtazapine,insomnia,10,110
tioconazole,vaginal yeast infection,1,2
lubiprostone,opioid-induced constipation,7,0
levonorgestrel,birth control,9,3
imiquimod,basal cell carcinoma,1,14
levonorgestrel,birth control,10,7
adalimumab,rheumatoid arthritis,10,54
levonorgestrel,birth control,7,0
valacyclovir,cold sores,10,9
metronidazole,bacterial infection,5,12
clonazepam,anxiety,10,14
ciprofloxacin,urinary tract infection,1,25
aripiprazole,schizophrenia,10,9
pregabalin,neuropathic pain,8,44
spironolactone,acne,10,10
gabapentin,hot flashes,4,17
levonorgestrel,birth control,10,2
levonorgestrel,birth control,6,8
alprazolam,anxiety,3,20
eluxadoline,irritable bowel syndrome,5,21
topiramate,bipolar disorde,10,156
levonorgestrel,emergency contraception,10,0
alprazolam,anxiety,10,14
esomeprazole,gerd,10,18
lamotrigine,bipolar disorde,9,23
pregabalin,generalized anxiety disorde,7,24
methotrexate,psoriasis,10,57
midazolam,light anesthesia,1,7
topiramate,migraine prevention,1,27
levonorgestrel,abnormal uterine bleeding,8,45
valacyclovir,cold sores,10,32
azelaic acid,rosacea,5,1
omalizumab,"asthma, maintenance",10,10
metronidazole,trichomoniasis,6,6
levonorgestrel,birth control,5,1
metronidazole,bacterial vaginitis,8,24
methylprednisolone,inflammatory conditions,1,17
metronidazole,bacterial infection,5,7
cyclosporine,keratoconjunctivitis sicca,9,34
rivaroxaban,deep vein thrombosis,1,16
avanafil,erectile dysfunction,8,32
sitagliptin,"diabetes, type 2",6,0
tadalafil,erectile dysfunction,9,39
adalimumab,"crohn's disease, acute",9,63
etodolac,osteoarthritis,1,7
cephalexin,skin or soft tissue infection,6,21
ciprofloxacin,bladder infection,10,44
liraglutide,weight loss,10,13
clonazepam,panic disorde,10,45
aripiprazole,bipolar disorde,1,10
liraglutide,weight loss,6,5
alprazolam,anxiety,7,7
clonazepam,anxiety,4,14
zafirlukast,"asthma, maintenance",10,19
bisacodyl,constipation,1,6
febuxostat,gout,10,3
aripiprazole,bipolar disorde,8,42
filgrastim,neutropenia associated with chemotherapy,10,36
alprazolam,panic disorde,10,84
hydrocortisone,eczema,7,17
lisinopril,high blood pressure,1,40
cephalexin,bladder infection,9,68
levonorgestrel,abnormal uterine bleeding,8,21
nitrofurantoin,bladder infection,5,1
tranexamic acid,menorrhagia,7,22
tadalafil,erectile dysfunction,10,124
tadalafil,erectile dysfunction,9,4
liraglutide,obesity,7,15
levonorgestrel,birth control,1,7
nitrofurantoin,prevention of bladder infection,1,8
liraglutide,obesity,10,8
gabapentin,peripheral neuropathy,8,39
lubiprostone,"constipation, chronic",10,59
gabapentin,ibromyalgia,4,26
melatonin,insomnia,6,26
esomeprazole,gerd,9,14
gabapentin,ibromyalgia,9,70
zolmitriptan,migraine,1,3
tadalafil,erectile dysfunction,10,1
salicylic acid,warts,6,2
silodosin,benign prostatic hyperplasia,1,58
spironolactone,hypokalemia,9,17
desvenlafaxine,depression,8,62
metronidazole,bacterial vaginitis,8,6
liraglutide,weight loss,6,15
clonazepam,panic disorde,8,1
orlistat,obesity,1,29
lamotrigine,bipolar disorde,9,59
armodafinil,narcolepsy,7,16
bevacizumab,glioblastoma multi,8,20
metronidazole,bacterial vaginitis,9,5
estradiol,postmenopausal symptoms,10,25
acetazolamide,pseudotumor cerebri,5,33
levonorgestrel,emergency contraception,10,1
meloxicam,osteoarthritis,10,13
ciprofloxacin,urinary tract infection,1,3
levonorgestrel,birth control,8,0
levonorgestrel,abnormal uterine bleeding,10,13
clarithromycin,strep throat,6,1
aripiprazole,depression,4,60
flurazepam,insomnia,9,5
oseltamivir,influenza,5,51
estradiol,postmenopausal symptoms,10,20
clonazepam,panic disorde,10,7
liraglutide,"diabetes, type 2",9,6
lorazepam,anxiety,3,5
nortriptyline,neuralgia,8,52
omeprazole,gerd,10,41
aripiprazole,depression,10,171
aripiprazole,bipolar disorde,1,12
furosemide,edema,7,87
mirtazapine,post traumatic stress disorde,9,5
clarithromycin,sinusitis,5,3
nabumetone,osteoarthritis,9,12
etanercept,plaque psoriasis,2,6
valacyclovir,cold sores,3,5
liraglutide,"diabetes, type 2",6,20
omalizumab,urticaria,10,18
diazepam,muscle spasm,10,8
levonorgestrel,birth control,1,0
ciprofloxacin,diverticulitis,2,4
gabapentin,anxiety,8,75
methotrexate,rheumatoid arthritis,8,29
clonazepam,restless legs syndrome,4,19
orlistat,obesity,8,9
clarithromycin,upper respiratory tract infection,9,14
lorazepam,anxiety,9,4
liraglutide,obesity,4,4
apremilast,plaque psoriasis,6,4
gabapentin,restless legs syndrome,8,92
clonazepam,anxiety,6,107
levonorgestrel,birth control,4,3
naltrexone,opiate dependence,7,29
nivolumab,non-small cell lung cance,10,0
diazepam,anxiety,10,68
levonorgestrel,birth control,10,22
desvenlafaxine,depression,6,12
topiramate,migraine prevention,7,1
olanzapine,bipolar disorde,10,52
levonorgestrel,birth control,10,0
vardenafil,erectile dysfunction,10,18
olanzapine,bipolar disorde,1,23
aripiprazole,obsessive compulsive disorde,10,3
omeprazole,gastritis/duodenitis,10,8
ciprofloxacin,urinary tract infection,9,13
lorazepam,anxiety,5,36
brexpiprazole,major depressive disorde,1,37
olanzapine,bipolar disorde,5,11
mirabegron,overactive bladde,1,24
gabapentin,anxiety,9,99
dapsone,acne,10,23
desvenlafaxine,depression,10,21
paliperidone,schizoaffective disorde,3,2
topiramate,obesity,9,123
ziprasidone,bipolar disorde,2,36
pentosan polysulfate sodium,interstitial cystitis,8,61
levonorgestrel,emergency contraception,10,1
itraconazole,vaginal yeast infection,10,3
methylprednisolone,"asthma, acute",10,9
sumatriptan,cluster headaches,10,8
levonorgestrel,birth control,2,1
ciprofloxacin,prostatitis,8,17
pregabalin,neuropathic pain,1,50
infliximab,rheumatoid arthritis,8,8
imiquimod,human papilloma virus,8,28
armodafinil,hypersomnia,8,17
aripiprazole,major depressive disorde,1,0
clonazepam,anxiety,10,44
eluxadoline,irritable bowel syndrome,9,14
lamotrigine,bipolar disorde,8,3
topiramate,migraine prevention,1,7
mirtazapine,insomnia,9,94
topiramate,seizures,7,10
nitrofurantoin,bladder infection,1,29
liraglutide,"diabetes, type 2",10,45
mirtazapine,depression,1,101
granisetron,"nausea/vomiting, postoperative",10,10
clindamycin,acne,8,69
tioconazole,vaginal yeast infection,8,6
carisoprodol,nocturnal leg cramps,10,86
chlorthalidone,high blood pressure,6,31
mercaptopurine,"crohn's disease, acute",10,14
insulin aspart,"diabetes, type 1",8,22
etanercept,rheumatoid arthritis,9,74
levonorgestrel,emergency contraception,10,26
ondansetron,nausea/vomiting,1,8
metronidazole,diverticulitis,7,17
tioconazole,vaginal yeast infection,10,2
levonorgestrel,birth control,7,4
levonorgestrel,birth control,1,6
levonorgestrel,birth control,10,31
methylprednisolone,inflammatory conditions,10,52
ciprofloxacin,urinary tract infection,5,14
levonorgestrel,birth control,9,20
carvedilol,high blood pressure,2,103
levonorgestrel,birth control,4,7
tadalafil,erectile dysfunction,10,92
olanzapine,bipolar disorde,10,17
ciprofloxacin,urinary tract infection,1,15
levonorgestrel,birth control,1,3
brexpiprazole,depression,9,24
pregabalin,neuropathic pain,7,24
adalimumab,ulcerative colitis,1,6
infliximab,ankylosing spondylitis,7,1
levonorgestrel,emergency contraception,6,8
pregabalin,neuropathic pain,5,27
clarithromycin,sinusitis,8,84
topiramate,ibromyalgia,9,20
lacosamide,seizures,7,4
lamotrigine,seizure prevention,10,10
pregabalin,pain,7,15
mirabegron,overactive bladde,1,36
bisacodyl,constipation,4,3
tioconazole,vaginal yeast infection,1,0
cephalexin,bone infection,7,44
ciprofloxacin,urinary tract infection,3,37
suvorexant,insomnia,1,13
clonazepam,panic disorde,10,83
zonisamide,migraine prevention,10,9
clindamycin,bacterial infection,8,31
iloperidone,bipolar disorde,10,6
sumatriptan,migraine,10,1
atenolol,anxiety,8,0
clonazepam,panic disorde,10,5
pregabalin,pain,9,21
gabapentin,ibromyalgia,7,36
adalimumab,psoriatic arthritis,10,36
carvedilol,heart failure,10,9
bendamustine,non-hodgkin's lymphoma,9,55
levonorgestrel,emergency contraception,10,7
esomeprazole,gerd,9,0
topiramate,ibromyalgia,10,30
levonorgestrel,emergency contraception,10,4
gabapentin,diabetic peripheral neuropathy,1,12
levonorgestrel,birth control,10,6
levonorgestrel,birth control,3,16
esomeprazole,gerd,10,23
liraglutide,weight loss,10,23
desonide,atopic dermatitis,10,10
anastrozole,breast cance,1,5
propofol,anesthesia,9,17
topiramate,obesity,2,32
levonorgestrel,emergency contraception,10,35
metronidazole,clostridial infection,5,5
pramipexole,periodic limb movement disorde,10,12
lamotrigine,bipolar disorde,8,41
oxcarbazepine,bipolar disorde,9,63
desvenlafaxine,depression,5,8
alprazolam,anxiety,10,11
lamotrigine,bipolar disorde,8,33
tioconazole,vaginal yeast infection,10,4
lamotrigine,bipolar disorde,9,72
metronidazole,bacterial vaginitis,10,12
mirtazapine,depression,10,136
alprazolam,anxiety,9,37
clonazepam,anxiety,8,31
nitrofurantoin,urinary tract infection,1,16
silodosin,benign prostatic hyperplasia,10,37
famotidine,nan,9,12
gabapentin,peripheral neuropathy,9,93
topiramate,ibromyalgia,1,21
ropinirole,restless legs syndrome,1,19
metronidazole,rosacea,8,28
gabapentin,neuropathic pain,2,5
metronidazole,pelvic inflammatory disease,4,2
febuxostat,gout,8,7
estradiol,postmenopausal symptoms,9,29
diazepam,muscle spasm,9,34
liraglutide,obesity,9,4
pregabalin,migraine prevention,10,41
oxcarbazepine,seizures,9,41
levonorgestrel,emergency contraception,9,13
pregabalin,generalized anxiety disorde,9,80
nitrofurantoin,bladder infection,1,40
bisacodyl,constipation,9,4
levonorgestrel,emergency contraception,8,0
levonorgestrel,birth control,4,4
mirtazapine,anxiety,8,88
mirabegron,overactive bladde,10,85
tranexamic acid,menorrhagia,10,39
pregabalin,generalized anxiety disorde,10,56
temazepam,insomnia,1,10
levonorgestrel,birth control,9,4
levonorgestrel,emergency contraception,9,4
topiramate,migraine prevention,9,30
dexlansoprazole,gerd,9,64
levonorgestrel,birth control,5,3
pregabalin,migraine prevention,10,32
minoxidil,alopecia,10,55
nortriptyline,pain,9,48
furosemide,edema,6,71
levonorgestrel,birth control,8,2
liraglutide,"diabetes, type 2",9,52
liraglutide,"diabetes, type 2",10,6
anastrozole,breast cance,10,94
gabapentin,migraine,8,13
tocilizumab,rheumatoid arthritis,10,64
topiramate,obesity,8,25
topiramate,bipolar disorde,10,80
valacyclovir,cold sores,10,46
levonorgestrel,birth control,8,3
aripiprazole,depression,2,47
infliximab,rheumatoid arthritis,10,5
lamotrigine,bipolar disorde,10,46
levonorgestrel,birth control,10,18
sumatriptan,migraine,4,4
cephalexin,skin or soft tissue infection,5,7
diazepam,anxiety,9,3
levonorgestrel,birth control,10,43
levonorgestrel,birth control,7,3
clindamycin,bacterial infection,8,56
melatonin,insomnia,5,9
tofacitinib,rheumatoid arthritis,1,22
bumetanide,edema,10,20
eszopiclone,insomnia,9,33
adalimumab,psoriasis,10,14
infliximab,rheumatoid arthritis,9,21
aripiprazole,bipolar disorde,6,36
levonorgestrel,birth control,5,3
olanzapine,bipolar disorde,9,49
sumatriptan,cluster headaches,9,9
zaleplon,insomnia,3,13
simvastatin,high cholesterol,1,3
hydrochlorothiazide,high blood pressure,5,69
imiquimod,basal cell carcinoma,10,17
levonorgestrel,birth control,10,47
methylprednisolone,allergic rhinitis,9,28
levonorgestrel,abnormal uterine bleeding,10,14
pregabalin,neuralgia,10,34
roflumilast,copd,10,78
propofol,anesthesia,10,15
levonorgestrel,birth control,9,5
alprazolam,anxiety,8,2
tioconazole,vaginal yeast infection,1,0
ibuprofen,period pain,10,15
lorazepam,anxiety,10,19
topiramate,obesity,6,32
lisinopril,high blood pressure,9,58
levonorgestrel,birth control,1,2
tioconazole,vaginal yeast infection,1,9
levonorgestrel,birth control,8,2
benzoyl peroxide,acne,9,28
pregabalin,ibromyalgia,10,53
orlistat,obesity,6,13
metronidazole,bacterial vaginitis,6,8
colchicine,"gout, acute",10,8
levonorgestrel,birth control,1,6
lifitegrast,dry eye disease,9,0
apremilast,psoriatic arthritis,10,31
pregabalin,diabetic peripheral neuropathy,5,15
nortriptyline,migraine prevention,9,39
mirtazapine,depression,9,19
liraglutide,"diabetes, type 2",7,16
sumatriptan,migraine,10,3
mirtazapine,anxiety,4,23
sulfacetamide sodium,conjunctivitis,10,3
haloperidol,aggressive behavi,1,6
lamotrigine,bipolar disorde,8,56
rosuvastatin,high cholesterol,9,75
estradiol,hypoestrogenism,9,102
naltrexone,alcohol dependence,10,34
clarithromycin,sinusitis,9,36
clindamycin,bacterial infection,9,91
alprazolam,tinnitus,8,33
valsartan,high blood pressure,10,26
bevacizumab,glioblastoma multi,10,74
spironolactone,acne,3,18
sitagliptin,"diabetes, type 2",1,2
sumatriptan,migraine,9,4
ranibizumab,macular degeneration,10,79
eszopiclone,insomnia,9,14
gabapentin,peripheral neuropathy,4,17
methotrexate,psoriasis,10,133
levonorgestrel,emergency contraception,8,7
gabapentin,pain,9,42
omeprazole,gerd,6,43
nalbuphine,pain,2,5
imiquimod,human papilloma virus,9,28
levonorgestrel,emergency contraception,4,1
levonorgestrel,birth control,10,0
eluxadoline,irritable bowel syndrome,10,21
pregabalin,neuropathic pain,10,113
clindamycin,skin or soft tissue infection,7,16
tioconazole,vaginal yeast infection,2,7
baclofen,muscle spasm,8,74
levonorgestrel,birth control,6,3
haloperidol,psychosis,2,6
lanthanum carbonate,hyperphosphatemia of renal failure,2,2
tranexamic acid,menstrual disorders,8,24
metronidazole,bacterial vaginitis,1,8
levonorgestrel,birth control,5,3
lisinopril,high blood pressure,3,8
meloxicam,tendonitis,10,70
levonorgestrel,emergency contraception,9,12
ziprasidone,bipolar disorde,8,39
levonorgestrel,birth control,10,2
teriparatide,osteoporosis,4,152
capsaicin,osteoarthritis,9,0
orlistat,obesity,5,48
silodosin,benign prostatic hyperplasia,10,46
methotrexate,psoriasis,10,70
levonorgestrel,birth control,9,58
suvorexant,insomnia,1,8
pramipexole,restless legs syndrome,9,28
insulin degludec,"diabetes, type 1",5,0
