Entity Group,Word,Score,Generic Name,Use Case
Medication,asthma,0.71070176,formoterol fumarate + glycopyrrolate + budesonide,asthma
Medication,formoterol fumarate,0.99925727,formoterol fumarate,may be clinically indicated in patients who do not have persistent asthma
Disease_disorder,persistent asthma,0.5146814,formoterol fumarate,may be clinically indicated in patients who do not have persistent asthma
Medication,fondaparinux sodium,0.99761266,fondaparinux sodium,conjunction with warfarin sodium
Medication,warfarin sodium,0.98092854,fondaparinux sodium,conjunction with warfarin sodium
Medication,alfa + lutropin,0.9938887,follitropin alfa + lutropin alfa,injection
Medication,alfa injection,0.98831844,follitropin alfa + lutropin alfa,injection
Medication,alfa,0.9962655,follitropin alfa,theanovulatoryinfertilepatient
Diagnostic_procedure,follicle stimulating hormone,0.9913026,follicle stimulating hormone [urofollitropin],hcg
Medication,folic acid,0.61601216,folic acid + zinc sulfate monohydrate,tablet
Diagnostic_procedure,zinc sulfate,0.6555718,folic acid + zinc sulfate monohydrate,tablet
Therapeutic_procedure,monohydrate tablet,0.98214704,folic acid + zinc sulfate monohydrate,tablet
History,"folic acid pregnancy, infancy, or childhood",0.95177054,folic acid,"pregnancy, infancy, or childhood"
Medication,fluvoxamine,0.99053204,fluvoxamine maleate,maprotiline hydrochloride
Medication,maleate,0.9714565,fluvoxamine maleate,maprotiline hydrochloride
Medication,maprotiline hydrochlor,0.8581009,fluvoxamine maleate,maprotiline hydrochloride
Medication,fluvastatin lipid - altering agents,0.9972153,fluvastatin,lipid-altering agents
Medication,propionate,0.9091089,fluticasone propionate + formoterol fumarate,adults only
Medication,formoterol fumarate,0.9985873,fluticasone propionate + formoterol fumarate,adults only
Detailed_description,adults,0.73324573,fluticasone propionate + formoterol fumarate,adults only
Medication,propionate,0.9894691,fluticasone propionate (topical),corticosteroid responsive eczema/dermatitis
Administration,topical,0.9992513,fluticasone propionate (topical),corticosteroid responsive eczema/dermatitis
Detailed_description,responsive,0.99869555,fluticasone propionate (topical),corticosteroid responsive eczema/dermatitis
Dosage,high dose,0.9304434,fluticasone propionate (nebuliser suspension),high dose inhaled or oral corticosteroid therapy
Administration,inhaled,0.79896206,fluticasone propionate (nebuliser suspension),high dose inhaled or oral corticosteroid therapy
Administration,oral,0.99949,fluticasone propionate (nebuliser suspension),high dose inhaled or oral corticosteroid therapy
Medication,corti,0.9910238,fluticasone propionate (nebuliser suspension),high dose inhaled or oral corticosteroid therapy
Medication,glibenclamide,0.9553411,glibenclamide,ineffective in completely pancreatectomized patients
Subject,patients,0.27835634,glibenclamide,ineffective in completely pancreatectomized patients
Medication,pibrentasvir,0.8465451,glecaprevir + pibrentasvir,not both
Lab_value,not both,0.79982805,glecaprevir + pibrentasvir,not both
Lab_value,violet,0.25651777,gentian violet,topical antiseptic
Administration,topical,0.99874073,gentian violet,topical antiseptic
Medication,antiseptic,0.99096847,gentian violet,topical antiseptic
Administration,topical,0.9946392,gentamicin sulfate (topical),minor surgical wounds
Detailed_description,minor,0.68889093,gentamicin sulfate (topical),minor surgical wounds
Therapeutic_procedure,surgical wounds,0.99756575,gentamicin sulfate (topical),minor surgical wounds
Therapeutic_procedure,mast,0.9998679,gentamicin sulfate (ophthalmic),mastoidectomy or tympanoplasty
Therapeutic_procedure,tympanoplasty,0.99461603,gentamicin sulfate (ophthalmic),mastoidectomy or tympanoplasty
Administration,injection,0.99408334,gentamicin sulfate (injection),"septicaemia, meningitis, respiratory tract infections"
Biological_structure,respiratory tract,0.885371,gentamicin sulfate (injection),"septicaemia, meningitis, respiratory tract infections"
Disease_disorder,infections,0.99947673,gentamicin sulfate (injection),"septicaemia, meningitis, respiratory tract infections"
Medication,acetate,0.9922149,gentamicin + hydrocortisone acetate,surgery to infected mastoid cavities
Therapeutic_procedure,surgery,0.99903274,gentamicin + hydrocortisone acetate,surgery to infected mastoid cavities
Biological_structure,mastoid cavities,0.99987775,gentamicin + hydrocortisone acetate,surgery to infected mastoid cavities
Medication,gemifloxacin,0.85379755,gemifloxacin,acute bacterial exacerbation of chronic bronchitis
Detailed_description,acute,0.9999734,gemifloxacin,acute bacterial exacerbation of chronic bronchitis
Detailed_description,bacterial exacerba,0.89399374,gemifloxacin,acute bacterial exacerbation of chronic bronchitis
Detailed_description,chronic,0.99997234,gemifloxacin,acute bacterial exacerbation of chronic bronchitis
Disease_disorder,bronchitis,0.9717343,gemifloxacin,acute bacterial exacerbation of chronic bronchitis
Sign_symptom,hyper,0.999938,gemfibrozil,hyperlipoproteinemia
Medication,5 - fu,0.9991412,gemcitabine,previously treated with 5-fu
Medication,dexamethasone,0.88658255,gatifloxacin + dexamethasone,sterile eye drops
Detailed_description,sterile,0.9959002,gatifloxacin + dexamethasone,sterile eye drops
Therapeutic_procedure,eye drops,0.8462423,gatifloxacin + dexamethasone,sterile eye drops
Administration,oral,0.995943,gatifloxacin (oral),infections
Disease_disorder,infections,0.99923205,gatifloxacin (oral),infections
Disease_disorder,conjunctivitis,0.9961766,gatifloxacin (ophthalmic),bacterial conjunctivitis
Medication,gancic,0.66812944,ganciclovir (ophthalmic),acute herpetic keratitis
Detailed_description,acute,0.9999547,ganciclovir (ophthalmic),acute herpetic keratitis
Administration,intra,0.999401,gadoversetamide,intravenous
Medication,gabapentin,0.9872197,gabapentin,partial seizure and secondary generalized seizure
Detailed_description,partial,0.8204398,gabapentin,partial seizure and secondary generalized seizure
Sign_symptom,seizure,0.99994075,gabapentin,partial seizure and secondary generalized seizure
Detailed_description,secondary,0.99972576,gabapentin,partial seizure and secondary generalized seizure
Detailed_description,generalized,0.99997044,gabapentin,partial seizure and secondary generalized seizure
Sign_symptom,seizure,0.9999342,gabapentin,partial seizure and secondary generalized seizure
Diagnostic_procedure,fusidic,0.6115102,fusidic acid + hydrocortisone,seborrhoeic dermatitis
Medication,acid,0.6596056,fusidic acid + hydrocortisone,seborrhoeic dermatitis
Medication,hydrocortisone,0.8002751,fusidic acid + hydrocortisone,seborrhoeic dermatitis
Disease_disorder,dermatitis,0.99913,fusidic acid + hydrocortisone,seborrhoeic dermatitis
Medication,fusi,0.56176686,fusidic acid + betamethasone,eczema and dermatitis with secondary infections
Medication,acid,0.743343,fusidic acid + betamethasone,eczema and dermatitis with secondary infections
Medication,beta,0.46097326,fusidic acid + betamethasone,eczema and dermatitis with secondary infections
Disease_disorder,eczema,0.7971875,fusidic acid + betamethasone,eczema and dermatitis with secondary infections
Detailed_description,secondary,0.99879223,fusidic acid + betamethasone,eczema and dermatitis with secondary infections
Disease_disorder,infections,0.9998548,fusidic acid + betamethasone,eczema and dermatitis with secondary infections
Administration,oral,0.99847835,glycopyrronium bromide (oral solution),3 to 16 years
Duration,3 to 16 years,0.98966897,glycopyrronium bromide (oral solution),3 to 16 years
Administration,injection,0.99847215,glycopyrronium bromide (injection),anesthesia
Medication,anesthesia,0.8156355,glycopyrronium bromide (injection),anesthesia
Detailed_description,maintenance,0.85714054,glycopyrronium bromide (inhalation capsule),maintenance bronchodilator
Therapeutic_procedure,bronchodilator,0.99921894,glycopyrronium bromide (inhalation capsule),maintenance bronchodilator
Medication,glycerol,0.8970569,glycerol + liquid sugar,glycerol &amp; liquid sugar
Medication,liquid,0.48464003,glycerol + liquid sugar,glycerol &amp; liquid sugar
Diagnostic_procedure,sugar,0.8132266,glycerol + liquid sugar,glycerol &amp; liquid sugar
Administration,liquid,0.45826766,glycerol + liquid sugar,glycerol &amp; liquid sugar
Diagnostic_procedure,sugar,0.3944616,glycerol + liquid sugar,glycerol &amp; liquid sugar
Detailed_description,polyethylene,0.946284,glycerol + hypromellose + polyethylene glycol 400,keratoconjunctivitis sicca
Diagnostic_procedure,glycol,0.9879225,glycerol + hypromellose + polyethylene glycol 400,keratoconjunctivitis sicca
Therapeutic_procedure,condoms,0.6898384,glycerol,latex condoms
Detailed_description,poly,0.8938773,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
Diagnostic_procedure,tetra,0.4490634,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
Diagnostic_procedure,zinc sulfate,0.8700148,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
Detailed_description,temporary,0.99968827,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
Sign_symptom,burning,0.99993324,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
Sign_symptom,irritation,0.99995565,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
Activity,exposure,0.98862225,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
Activity,wind,0.83645076,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
Detailed_description,occasional,0.99929047,glycerin,occasional constipation
Diagnostic_procedure,glucose,0.9992513,glucose 19% + vamin 18 novum + intralipid 20%,parenteral nutrition
Diagnostic_procedure,vamin,0.8912363,glucose 19% + vamin 18 novum + intralipid 20%,parenteral nutrition
Dosage,18 novum,0.9894269,glucose 19% + vamin 18 novum + intralipid 20%,parenteral nutrition
Administration,intra,0.8826422,glucose 19% + vamin 18 novum + intralipid 20%,parenteral nutrition
Therapeutic_procedure,parent,0.99508876,glucose 19% + vamin 18 novum + intralipid 20%,parenteral nutrition
Diagnostic_procedure,glucose,0.9991215,glucose 11% + vamin 18 novum + intralipid 20%,parenteral nutrition
Dosage,11 % +,0.75517875,glucose 11% + vamin 18 novum + intralipid 20%,parenteral nutrition
Dosage,18 novum,0.99432117,glucose 11% + vamin 18 novum + intralipid 20%,parenteral nutrition
Administration,intra,0.9225216,glucose 11% + vamin 18 novum + intralipid 20%,parenteral nutrition
Therapeutic_procedure,parent,0.99022794,glucose 11% + vamin 18 novum + intralipid 20%,parenteral nutrition
Diagnostic_procedure,sulfate + diacerein,0.95959604,glucosamine sulfate + diacerein,osteoarthritis rheumatoid arthritis
Disease_disorder,osteoarthritis,0.9934291,glucosamine sulfate + diacerein,osteoarthritis rheumatoid arthritis
Disease_disorder,rheumatoid arthritis,0.99603134,glucosamine sulfate + diacerein,osteoarthritis rheumatoid arthritis
Diagnostic_procedure,sulfate,0.74052024,glucosamine sulfate + chondroitin + camphor + peppermint oil,topically
Medication,chondroitin,0.8937259,glucosamine sulfate + chondroitin + camphor + peppermint oil,topically
Medication,camphor,0.8891659,glucosamine sulfate + chondroitin + camphor + peppermint oil,topically
Dosage,peppermint,0.37313023,glucosamine sulfate + chondroitin + camphor + peppermint oil,topically
Administration,topical,0.9981389,glucosamine sulfate + chondroitin + camphor + peppermint oil,topically
Medication,metformin,0.97251946,glipizide + metformin hydrochloride,amp; metformin
Diagnostic_procedure,hydrochloride,0.8422198,glipizide + metformin hydrochloride,amp; metformin
Medication,metformin,0.95828444,glipizide + metformin hydrochloride,amp; metformin
Medication,glipizide,0.98077095,glipizide,certain patients who are receiving insulin
Medication,insulin,0.9998105,glipizide,certain patients who are receiving insulin
Medication,metformin replacement,0.9935896,glimepiride + metformin,replacement
Medication,metformin,0.99434906,glimepiride,concomitantly with metformin
Medication,gliclazide,0.95706654,gliclazide,certain form of diabetes (type 2 diabetes mellitus) in adults
Detailed_description,certain form,0.8796875,gliclazide,certain form of diabetes (type 2 diabetes mellitus) in adults
Disease_disorder,of diabetes,0.93436325,gliclazide,certain form of diabetes (type 2 diabetes mellitus) in adults
Detailed_description,type,0.43465438,gliclazide,certain form of diabetes (type 2 diabetes mellitus) in adults
Disease_disorder,2 diabetes mellit,0.8631389,gliclazide,certain form of diabetes (type 2 diabetes mellitus) in adults
Age,adults,0.2187516,gliclazide,certain form of diabetes (type 2 diabetes mellitus) in adults
Detailed_description,hepatitis,0.5844099,hepatitis b vaccine [rdna],all known subtypes of hepatitis b virus
Disease_disorder,b vaccine,0.77301633,hepatitis b vaccine [rdna],all known subtypes of hepatitis b virus
Disease_disorder,hepatitis b virus,0.919915,hepatitis b vaccine [rdna],all known subtypes of hepatitis b virus
Diagnostic_procedure,hepatitis b,0.97893703,hepatitis b immune globulin,in case of accidental exposure in non-immunised subjects
Diagnostic_procedure,immune globulin,0.9984113,hepatitis b immune globulin,in case of accidental exposure in non-immunised subjects
Detailed_description,accidental,0.994802,hepatitis b immune globulin,in case of accidental exposure in non-immunised subjects
Activity,exposure,0.658828,hepatitis b immune globulin,in case of accidental exposure in non-immunised subjects
Detailed_description,non - immunised subjects,0.99866325,hepatitis b immune globulin,in case of accidental exposure in non-immunised subjects
Medication,hepatitis a vaccine,0.70136803,hepatitis a vaccine,12 months of age and older
Date,12 months of age and older,0.9986551,hepatitis a vaccine,12 months of age and older
Medication,sodium,0.6945015,heparin sodium,patients undergoing major abdomino-thoracicsurgery
Detailed_description,major,0.9922112,heparin sodium,patients undergoing major abdomino-thoracicsurgery
Medication,hartmann ' s solution,0.6543898,hartmann's solution,metabolic acidosis associated with dehydration
Sign_symptom,metabolic,0.9520511,hartmann's solution,metabolic acidosis associated with dehydration
Disease_disorder,acidosis,0.7240577,hartmann's solution,metabolic acidosis associated with dehydration
Sign_symptom,dehydration,0.99344987,hartmann's solution,metabolic acidosis associated with dehydration
Therapeutic_procedure,halothane,0.9056999,halothane,all types of surgery and in patients of all ages
Therapeutic_procedure,surgery,0.9476451,halothane,all types of surgery and in patients of all ages
Age,all ages,0.7902136,halothane,all types of surgery and in patients of all ages
Medication,haloperidol,0.9581826,haloperidol,"psychomotor agitation in mania, dementia, acute and chronic schizophrenia"
Sign_symptom,psychomotor agitation,0.99708927,haloperidol,"psychomotor agitation in mania, dementia, acute and chronic schizophrenia"
Detailed_description,acute,0.98654085,haloperidol,"psychomotor agitation in mania, dementia, acute and chronic schizophrenia"
Detailed_description,chronic,0.6448464,haloperidol,"psychomotor agitation in mania, dementia, acute and chronic schizophrenia"
Disease_disorder,schizophrenia,0.9878461,haloperidol,"psychomotor agitation in mania, dementia, acute and chronic schizophrenia"
Medication,halo,0.9998429,halobetasol propionate + tazarotene,plaque psoriasis in adults
Medication,prop,0.9853849,halobetasol propionate + tazarotene,plaque psoriasis in adults
Sign_symptom,plaque,0.99943465,halobetasol propionate + tazarotene,plaque psoriasis in adults
Sign_symptom,psoriasis,0.9997876,halobetasol propionate + tazarotene,plaque psoriasis in adults
Subject,adults,0.32605806,halobetasol propionate + tazarotene,plaque psoriasis in adults
Medication,halobetasol propionate,0.9970549,halobetasol propionate,"not recommended, and the total dosage should not exceed 50 gm/week"
Dosage,50 gm / week,0.9928396,halobetasol propionate,"not recommended, and the total dosage should not exceed 50 gm/week"
Therapeutic_procedure,dermatoses,0.6179367,halcinonide,corticosteroid-responsive dermatoses
Medication,halazone solution,0.955656,halazone,solution 4 mg
Dosage,4 mg,0.99960387,halazone,solution 4 mg
Detailed_description,type b,0.89032745,haemophilus influenzae type b vaccine [conjugated],2 months of age
Medication,vaccine,0.42646608,haemophilus influenzae type b vaccine [conjugated],2 months of age
Date,2 months of age,0.9998375,haemophilus influenzae type b vaccine [conjugated],2 months of age
Medication,levomenthol + diphenhydramine syrup,0.889319,guaifenesin + levomenthol + diphenhydramine,syrup
Medication,dextromethorphan,0.9890845,guaifenesin + dextromethorphan + menthol,fast &amp
Medication,menthol,0.74842197,guaifenesin + dextromethorphan + menthol,fast &amp
Therapeutic_procedure,fast,0.57666945,guaifenesin + dextromethorphan + menthol,fast &amp
Severity,minor,0.99004,griseofulvin [microsize],not justified in minor or trivial infections
Disease_disorder,infections,0.7223229,griseofulvin [microsize],not justified in minor or trivial infections
Coreference,gran,0.73378164,granisetron,the prevention and treatment of post operative nausea and vomiting
Detailed_description,post operative,0.98247135,granisetron,the prevention and treatment of post operative nausea and vomiting
Sign_symptom,nausea,0.9999591,granisetron,the prevention and treatment of post operative nausea and vomiting
Sign_symptom,vomiting,0.9999558,granisetron,the prevention and treatment of post operative nausea and vomiting
Diagnostic_procedure,gramacidin,0.9930655,gramacidin + neomycin + polymixin b,superficial infections of the external eye
Diagnostic_procedure,poly,0.48260853,gramacidin + neomycin + polymixin b,superficial infections of the external eye
Detailed_description,superficial,0.9998492,gramacidin + neomycin + polymixin b,superficial infections of the external eye
Sign_symptom,infections,0.8783803,gramacidin + neomycin + polymixin b,superficial infections of the external eye
Biological_structure,external eye,0.99990475,gramacidin + neomycin + polymixin b,superficial infections of the external eye
Severity,moderately,0.9567975,golimumab,moderately to severely active rheumatoid arthritis
Severity,severely,0.99538136,golimumab,moderately to severely active rheumatoid arthritis
Detailed_description,active,0.68522865,golimumab,moderately to severely active rheumatoid arthritis
Disease_disorder,rheumatoid arthritis,0.99527234,golimumab,moderately to severely active rheumatoid arthritis
Medication,formoterol fumarate,0.9992947,glycopyrronium bromide + formoterol fumarate,maintenance treatment of patients with chronic obstructive pulmonary
Detailed_description,chronic,0.9978987,glycopyrronium bromide + formoterol fumarate,maintenance treatment of patients with chronic obstructive pulmonary
Disease_disorder,obstructive,0.7372532,glycopyrronium bromide + formoterol fumarate,maintenance treatment of patients with chronic obstructive pulmonary
Biological_structure,pulmonary,0.9988575,glycopyrronium bromide + formoterol fumarate,maintenance treatment of patients with chronic obstructive pulmonary
Disease_disorder,chronic obstructive pulmonary disease,0.99758816,glycopyrronium bromide (respirator solution),long-term maintenance treatment for patients with chronic obstructive pulmonary disease
Medication,hydrogen peroxide,0.69129914,hydrogen peroxide,"theskinto prevent infection of minor cuts, scrapes, and burns."
Disease_disorder,infection,0.86446977,hydrogen peroxide,"theskinto prevent infection of minor cuts, scrapes, and burns."
Severity,minor,0.81683415,hydrogen peroxide,"theskinto prevent infection of minor cuts, scrapes, and burns."
Medication,hydrocortisone,0.9974526,hydrocortisone butyrate,no specific data available
Medication,butyrate,0.82739383,hydrocortisone butyrate,no specific data available
Medication,hydrocor,0.9263817,hydrocortisone acetate + neomycin sulphate,amp
Medication,neomycin,0.73633623,hydrocortisone acetate + neomycin sulphate,amp
Diagnostic_procedure,sulphate,0.8576604,hydrocortisone acetate + neomycin sulphate,amp
Medication,hydrocortisone acetate,0.96890455,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Medication,benzyl benzoate,0.84733963,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Medication,bismuth,0.61238885,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Diagnostic_procedure,oxide,0.7883379,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Diagnostic_procedure,balsam,0.7315531,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Medication,peru,0.68928987,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Diagnostic_procedure,zinc oxide,0.80515385,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Detailed_description,internal,0.9970976,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Detailed_description,external,0.8709388,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Sign_symptom,hemor,0.94969195,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
Medication,hydrocortisone acetate,0.99530524,hydrocortisone acetate,primary irritant dermatitis contact allergic dermatitis eczema
Detailed_description,primary irritant,0.82691693,hydrocortisone acetate,primary irritant dermatitis contact allergic dermatitis eczema
Disease_disorder,dermatitis,0.99905896,hydrocortisone acetate,primary irritant dermatitis contact allergic dermatitis eczema
Detailed_description,contact,0.9995034,hydrocortisone acetate,primary irritant dermatitis contact allergic dermatitis eczema
Disease_disorder,allergic dermatitis,0.9992637,hydrocortisone acetate,primary irritant dermatitis contact allergic dermatitis eczema
Disease_disorder,eczema,0.9976546,hydrocortisone acetate,primary irritant dermatitis contact allergic dermatitis eczema
Medication,hydrocortisone,0.68330795,hydrocortisone + neomycin sulphate + polymixin b,amp; polymixin b
Diagnostic_procedure,neomycin,0.7245333,hydrocortisone + neomycin sulphate + polymixin b,amp; polymixin b
Diagnostic_procedure,sulphate,0.94581854,hydrocortisone + neomycin sulphate + polymixin b,amp; polymixin b
Diagnostic_procedure,poly,0.9333128,hydrocortisone + neomycin sulphate + polymixin b,amp; polymixin b
Diagnostic_procedure,poly,0.60243404,hydrocortisone + neomycin sulphate + polymixin b,amp; polymixin b
Medication,hydrocor,0.9114672,hydrocortisone + lidocaine,anti-inflammatory
Lab_value,anti,0.43995625,hydrocortisone + lidocaine,anti-inflammatory
Diagnostic_procedure,inflammatory,0.42299494,hydrocortisone + lidocaine,anti-inflammatory
Medication,hydrocortisone,0.9967396,hydrocortisone,primary or secondary adrenocortical insufficiency
Detailed_description,primary,0.9984939,hydrocortisone,primary or secondary adrenocortical insufficiency
Disease_disorder,adrenocortical insufficiency,0.9601973,hydrocortisone,primary or secondary adrenocortical insufficiency
Medication,hydroch,0.96929693,hydrochlorothiazide + triamterene,potassiumlevels
Detailed_description,potassiumlevels,0.9489503,hydrochlorothiazide + triamterene,potassiumlevels
Medication,hydrochlorothiazide,0.96419907,hydrochlorothiazide,hypertension
Sign_symptom,hyper,0.9013345,hydrochlorothiazide,hypertension
Diagnostic_procedure,hyaluronic acid,0.9073881,hyaluronic acid,indicated in- relieve symptoms of knee osteoarthritis
Biological_structure,knee,0.9997321,hyaluronic acid,indicated in- relieve symptoms of knee osteoarthritis
Diagnostic_procedure,human tetanus immunoglobulin,0.99883497,human tetanus immunoglobulin,tetanus immunoglobulin should always be administered
Diagnostic_procedure,tetanus immunoglobulin,0.9193784,human tetanus immunoglobulin,tetanus immunoglobulin should always be administered
Clinical_event,administered,0.99668944,human tetanus immunoglobulin,tetanus immunoglobulin should always be administered
Detailed_description,human,0.9877253,"human papillomavirus quadrivalent (types 6, 11, 16, and 18)",genital warts
Disease_disorder,papillomavirus,0.9680951,"human papillomavirus quadrivalent (types 6, 11, 16, and 18)",genital warts
Detailed_description,quadrivalent,0.8229516,"human papillomavirus quadrivalent (types 6, 11, 16, and 18)",genital warts
Disease_disorder,human papillomavirus,0.93709797,human papillomavirus bivalent (types 16 & 18),oncogenic
Detailed_description,bivalent,0.8259512,human papillomavirus bivalent (types 16 & 18),oncogenic
Detailed_description,human milk based amino,0.9821187,human milk based amino acid,parenteral nutrition
Therapeutic_procedure,acid parenteral nutrition,0.9047873,human milk based amino acid,parenteral nutrition
Detailed_description,human,0.9997756,human menopausal gonadotrophin,hcg
Detailed_description,menopausa,0.8236296,human menopausal gonadotrophin,hcg
Diagnostic_procedure,gonadotrophin,0.98440486,human menopausal gonadotrophin,hcg
Diagnostic_procedure,immunoglobu,0.9695183,human immunoglobulin-g [igg],treatment of primary immunodeficiency for combined therapy with antibiotics
Detailed_description,primary immunodeficiency,0.7779105,human immunoglobulin-g [igg],treatment of primary immunodeficiency for combined therapy with antibiotics
Detailed_description,combined,0.94766986,human immunoglobulin-g [igg],treatment of primary immunodeficiency for combined therapy with antibiotics
Medication,therapy,0.90622866,human immunoglobulin-g [igg],treatment of primary immunodeficiency for combined therapy with antibiotics
Medication,antibiotics,0.9998696,human immunoglobulin-g [igg],treatment of primary immunodeficiency for combined therapy with antibiotics
Detailed_description,human,0.9976047,human chorionic gonadotrophin,cryptorchidism
Diagnostic_procedure,chorionic gonadotrophin cryptorchidism,0.9125586,human chorionic gonadotrophin,cryptorchidism
Diagnostic_procedure,human anti - d immunoglobulins,0.999753,human anti-d immunoglobulins,prevention of rhimmunizationin
Medication,hydrobromide,0.9990723,homatropine hydrobromide,sterile eye drops
Detailed_description,sterile eye,0.82092893,homatropine hydrobromide,sterile eye drops
Therapeutic_procedure,drops,0.99188423,homatropine hydrobromide,sterile eye drops
Disease_disorder,rheumatoid arthritis,0.98759633,ibuprofen,rheumatoid arthritis
Disease_disorder,mantle cell lymphoma,0.9747351,ibrutinib,mantle cell lymphoma
Medication,ibandronic acid,0.9697343,ibandronic acid + calcium carbonate + vitamin d3,kit
Medication,calcium carbonate,0.8523836,ibandronic acid + calcium carbonate + vitamin d3,kit
Diagnostic_procedure,vitamin d,0.5302987,ibandronic acid + calcium carbonate + vitamin d3,kit
Medication,ibandron,0.77535486,ibandronic acid & calcium orotate,women (especially after menopause) &amp; men
Diagnostic_procedure,calcium,0.9965359,ibandronic acid & calcium orotate,women (especially after menopause) &amp; men
Diagnostic_procedure,orotate,0.35926583,ibandronic acid & calcium orotate,women (especially after menopause) &amp; men
Sex,women,0.59283257,ibandronic acid & calcium orotate,women (especially after menopause) &amp; men
Diagnostic_procedure,ibandronic acid,0.8696971,ibandronic acid,postmenopausal osteoporosis
Detailed_description,post,0.99996054,ibandronic acid,postmenopausal osteoporosis
Sign_symptom,tear fluid,0.7033173,hypromellose + carbomer,substitute tear fluid
Disease_disorder,hypromellose,0.7499608,hypromellose,all patients with ocular discomfort
Sign_symptom,discomfort,0.99992716,hypromellose,all patients with ocular discomfort
Medication,hyoscine,0.9666032,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
Medication,hydrobromide,0.9637685,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
Sign_symptom,nausea,0.99995816,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
Sign_symptom,vomiting,0.99995077,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
Sign_symptom,motion sickness,0.99907815,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
Detailed_description,travel,0.50097996,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
Sign_symptom,sickness,0.9946062,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
Medication,butylbromide,0.9981953,hyoscine butylbromide,antispasmodic
Medication,anti,0.9441359,hyoscine butylbromide,antispasmodic
Diagnostic_procedure,hylan g - f,0.96966046,hylan g-f 20,pain in osteoarthritis (oa) of the knee
Sign_symptom,pain,0.9999701,hylan g-f 20,pain in osteoarthritis (oa) of the knee
Disease_disorder,osteoarth,0.9422977,hylan g-f 20,pain in osteoarthritis (oa) of the knee
Biological_structure,knee,0.9982168,hylan g-f 20,pain in osteoarthritis (oa) of the knee
Medication,hydroxyzine,0.9934943,hydroxyzine hydrochloride,4 months
Medication,hydrochloride,0.7954937,hydroxyzine hydrochloride,4 months
Duration,4 months,0.84810376,hydroxyzine hydrochloride,4 months
Disease_disorder,hydro,0.9651145,hydroxyurea,resistantchronic myeloid leukemia
Disease_disorder,resistantchron,0.7597818,hydroxyurea,resistantchronic myeloid leukemia
Disease_disorder,myeloid,0.896396,hydroxyurea,resistantchronic myeloid leukemia
Disease_disorder,leukemia,0.79680866,hydroxyurea,resistantchronic myeloid leukemia
