usp_category,usp_class,usp_drug,drug_example
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine salicylate
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine tannate
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine laurylsulfate
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine citrate
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,trihexyphenidyl
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,trihexyphenidyl hydrochloride
Antiparkinson Agents,Dopamine Agonists,apomorphine,apomorphine
Antiparkinson Agents,Dopamine Agonists,apomorphine,apomorphine hydrochloride
Antiparkinson Agents,Dopamine Agonists,bromocriptine,bromocriptine
Antiparkinson Agents,Dopamine Agonists,bromocriptine,bromocriptine mesylate
Antiparkinson Agents,Dopamine Agonists,pramipexole,pramipexole
Antiparkinson Agents,Dopamine Agonists,pramipexole,pramipexole hydrochloride
Antiparkinson Agents,Dopamine Agonists,ropinirole,ropinirole
Antiparkinson Agents,Dopamine Agonists,ropinirole,ropinirole hydrochloride
Antiparkinson Agents,Dopamine Agonists,rotigotine,rotigotine
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,carbidopa,carbidopa
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,carbidopa and levodopa,carbidopa hydrate - levodopa mixt
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,rasagiline
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,rasagiline mesylate
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,selegiline,selegiline
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,selegiline,selegiline hydrochloride
Antiparkinson Agents,"Antiparkinson Agents, Other",entacapone,entacapone
Antiparkinson Agents,"Antiparkinson Agents, Other",tolcapone,tolcapone
Antiparkinson Agents,"Antiparkinson Agents, Other",amantadine,amantadine
Antiparkinson Agents,"Antiparkinson Agents, Other",amantadine,amantadine hydrochloride
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine hydrochloride
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine hibenzate
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine phenolphthalinate
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine tannate
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine hydrochloride
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine enanthate
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine decanoate
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine maleate
Antipsychotics,1st Generation/Typical,haloperidol,haloperidol
Antipsychotics,1st Generation/Typical,haloperidol,haloperidol decanoate
Antipsychotics,1st Generation/Typical,haloperidol,haloperidol lactate
Antipsychotics,1st Generation/Typical,loxapine,loxapine
Antipsychotics,1st Generation/Typical,loxapine,loxapine succinate
Antipsychotics,1st Generation/Typical,loxapine,loxapine hydrochloride
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine maleate
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine fendizoate
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine hydrochloride
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine decanoate
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine enantate
Antipsychotics,1st Generation/Typical,pimozide,pimozide
Antipsychotics,1st Generation/Typical,prochlorperazine,prochlorperazine
Antipsychotics,1st Generation/Typical,prochlorperazine,prochlorperazine maleate
Antipsychotics,1st Generation/Typical,prochlorperazine,prochlorperazine mesilate
Antipsychotics,1st Generation/Typical,prochlorperazine,prochlorperazine edisylate
Antipsychotics,1st Generation/Typical,thioridazine,thioridazine
Antipsychotics,1st Generation/Typical,thioridazine,thioridazine hydrochloride
Antipsychotics,1st Generation/Typical,thiothixene,thiothixene
Antipsychotics,1st Generation/Typical,thiothixene,thiothixene hydrochloride
Antipsychotics,1st Generation/Typical,trifluoperazine,trifluoperazine
Antipsychotics,1st Generation/Typical,trifluoperazine,trifluoperazine hydrochloride
Antipsychotics,1st Generation/Typical,trifluoperazine,trifluoperazine maleate
Antipsychotics,2nd Generation/Atypical,aripiprazole,aripiprazole
Antipsychotics,2nd Generation/Atypical,aripiprazole,aripiprazole cavoxil
Antipsychotics,2nd Generation/Atypical,aripiprazole,aripiprazole lauroxil
Antipsychotics,2nd Generation/Atypical,aripiprazole,aripiprazole hydrate
Antipsychotics,2nd Generation/Atypical,asenapine,asenapine maleate
Antipsychotics,2nd Generation/Atypical,iloperidone,iloperidone
Antipsychotics,2nd Generation/Atypical,lurasidone,lurasidone hydrochloride
Antipsychotics,2nd Generation/Atypical,olanzapine,olanzapine
Antipsychotics,2nd Generation/Atypical,olanzapine,olanzapine pamoate
Antipsychotics,2nd Generation/Atypical,quetiapine,quetiapine
Antipsychotics,2nd Generation/Atypical,quetiapine,quetiapine fumarate
Antipsychotics,2nd Generation/Atypical,paliperidone,paliperidone
Antipsychotics,2nd Generation/Atypical,paliperidone,paliperidone palmitate
Antipsychotics,2nd Generation/Atypical,risperidone,risperidone
Antipsychotics,2nd Generation/Atypical,ziprasidone,ziprasidone
Antipsychotics,2nd Generation/Atypical,ziprasidone,ziprasidone hydrochloride
Antipsychotics,2nd Generation/Atypical,ziprasidone,ziprasidone mesylate
Antipsychotics,Treatment-Resistant,clozapine,clozapine
Antivirals,Anti-cytomegalovirus (CMV) Agents,cidofovir,cidofovir
Antivirals,Anti-cytomegalovirus (CMV) Agents,foscarnet,foscarnet sodium
Antivirals,Anti-cytomegalovirus (CMV) Agents,foscarnet,foscarnet sodium hydrate
Antivirals,Anti-cytomegalovirus (CMV) Agents,ganciclovir,ganciclovir
Antivirals,Anti-cytomegalovirus (CMV) Agents,ganciclovir,ganciclovir sodium
Antivirals,Anti-cytomegalovirus (CMV) Agents,valganciclovir,valganciclovir
Antivirals,Anti-cytomegalovirus (CMV) Agents,valganciclovir,valganciclovir hydrochloride
Antivirals,Anti-hepatitis B (HBV) Agents,adefovir,adefovir
Antivirals,Anti-hepatitis B (HBV) Agents,adefovir,adefovir dipivoxil
Antivirals,Anti-hepatitis B (HBV) Agents,entecavir,entecavir
Antivirals,Anti-hepatitis B (HBV) Agents,entecavir,entecavir
Antivirals,Anti-hepatitis B (HBV) Agents,lamivudine,lamivudine
Antivirals,Anti-hepatitis B (HBV) Agents,ribavirin,ribavirin
Antivirals,Anti-hepatitis B (HBV) Agents,telbivudine,telbivudine
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,tenofovir
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,tenofovir disoproxil fumarate
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,tenofovir alafenamide
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,tenofovir alafenamide fumarate
Antivirals,Anti-hepatitis B (HBV) Agents,"interferon alfa-2b, recombinant",interferon alfa-2b
Antivirals,Anti-hepatitis B (HBV) Agents,interferon alfa-n3,interferon alfa-n3
Antivirals,Anti-hepatitis B (HBV) Agents,peginterferon alfa-2a,peginterferon alfa-2a
Antivirals,Anti-hepatitis B (HBV) Agents,peginterferon alfa-2b,peginterferon alfa-2b
Antivirals,Anti-hepatitis C (HCV) Agents,ribavirin,ribavirin
Antivirals,Anti-hepatitis C (HCV) Agents,"interferon alfa-2b, recombinant",interferon alfa-2b
Antivirals,Anti-hepatitis C (HCV) Agents,interferon alfa-n3,interferon alfa-n3
Antivirals,Anti-hepatitis C (HCV) Agents,interferon alfacon-1,interferon alfacon-1
Antivirals,Anti-hepatitis C (HCV) Agents,peginterferon alfa-2a,peginterferon alfa-2a
Antivirals,Anti-hepatitis C (HCV) Agents,peginterferon alfa-2b,peginterferon alfa-2b
Antivirals,Anti-hepatitis C (HCV) Agents,boceprevir,boceprevir
Antivirals,Anti-hepatitis C (HCV) Agents,simeprevir,simeprevir
Antivirals,Anti-hepatitis C (HCV) Agents,simeprevir,simeprevir sodium
Antivirals,Anti-hepatitis C (HCV) Agents,telaprevir,telaprevir
Antivirals,Anti-hepatitis C (HCV) Agents,sofosbuvir,sofosbuvir
Antivirals,Antiherpetic Agents,acyclovir,acyclovir
Antivirals,Antiherpetic Agents,acyclovir,acyclovir sodium
Antivirals,Antiherpetic Agents,famciclovir,famciclovir
Antivirals,Antiherpetic Agents,foscarnet,foscarnet sodium
Antivirals,Antiherpetic Agents,foscarnet,foscarnet sodium hydrate
Antivirals,Antiherpetic Agents,idoxuridine,idoxuridine
Antivirals,Antiherpetic Agents,trifluridine,trifluridine
Antivirals,Antiherpetic Agents,penciclovir,penciclovir
Antivirals,Antiherpetic Agents,penciclovir,penciclovir sodium
Antivirals,Antiherpetic Agents,valacyclovir,valaciclovir
Antivirals,Antiherpetic Agents,valacyclovir,valacyclovir hydrochloride
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",delavirdine,delavirdine
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",delavirdine,delavirdine mesylate
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",efavirenz,efavirenz
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",etravirine,etravirine
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",nevirapine,nevirapine
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",rilpivirine,rilpivirine
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",rilpivirine,rilpivirine hydrochloride
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,abacavir
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,abacavir sulfate
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,abacavir succinate
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir and lamivudine,abacavir sulfate - lamivudine mixt
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",didanosine,didanosine
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",emtricitabine,emtricitabine
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",emtricitabine and tenofovir,emtricitabine - tenofovir disoproxil mixt
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",lamivudine,lamivudine
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",lamivudine and zidovudine,zidovudine - lamivudine mixt
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",stavudine,stavudine
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,tenofovir
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,tenofovir disoproxil fumarate
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,tenofovir alafenamide
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,tenofovir alafenamide fumarate
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",zidovudine,zidovudine
Antivirals,"Anti-HIV Agents, Protease Inhibitors",atazanavir,atazanavir
Antivirals,"Anti-HIV Agents, Protease Inhibitors",atazanavir,atazanavir sulfate
Antivirals,"Anti-HIV Agents, Protease Inhibitors",darunavir,darunavir
Antivirals,"Anti-HIV Agents, Protease Inhibitors",darunavir,darunavir ethanolate
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,fosamprenavir
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,fosamprenavir calcium hydrate
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,fosamprenavir calcium
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,fosamprenavir sodium
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,indinavir
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,indinavir sulfate
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,indinavir sulfate ethanolate
Antivirals,"Anti-HIV Agents, Protease Inhibitors",lopinavir and ritonavir,lopinavir mixture with ritonavir
Antivirals,"Anti-HIV Agents, Protease Inhibitors",nelfinavir,nelfinavir
Antivirals,"Anti-HIV Agents, Protease Inhibitors",nelfinavir,nelfinavir mesylate
Antivirals,"Anti-HIV Agents, Protease Inhibitors",ritonavir,ritonavir
Antivirals,"Anti-HIV Agents, Protease Inhibitors",saquinavir,saquinavir
Antivirals,"Anti-HIV Agents, Protease Inhibitors",saquinavir,saquinavir mesylate
Antivirals,"Anti-HIV Agents, Protease Inhibitors",tipranavir,tipranavir
Antivirals,"Anti-HIV Agents, Protease Inhibitors",tipranavir,tipranavir disodium
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",dolutegravir,dolutegravir
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",dolutegravir,dolutegravir sodium
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",raltegravir,raltegravir
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",raltegravir,raltegravir potassium
Antivirals,"Anti-HIV Agents, Other",enfuvirtide,enfuvirtide
Antivirals,"Anti-HIV Agents, Other",maraviroc,maraviroc
Antivirals,"Anti-HIV Agents, Other",raltegravir,raltegravir
Antivirals,"Anti-HIV Agents, Other",raltegravir,raltegravir potassium
Antivirals,Anti-influenza Agents,amantadine,amantadine
Antivirals,Anti-influenza Agents,amantadine,amantadine hydrochloride
Antivirals,Anti-influenza Agents,oseltamivir,oseltamivir
Antivirals,Anti-influenza Agents,oseltamivir,oseltamivir phosphate
Antivirals,Anti-influenza Agents,rimantadine,rimantadine
Antivirals,Anti-influenza Agents,rimantadine,rimantadine hydrochloride
Antivirals,Anti-influenza Agents,zanamivir,zanamivir
Antivirals,Anti-influenza Agents,zanamivir,zanamivir hydrate
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,duloxetine
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,duloxetine hydrochloride
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,escitalopram
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,escitalopram oxalate
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine hydrochloride hydrate
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine hydrochloride
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine mesylate
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,sertraline
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,sertraline hydrochloride
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,venlafaxine
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,venlafaxine hydrochloride
Anxiolytics,Benzodiazepines,alprazolam,alprazolam
Anxiolytics,Benzodiazepines,chlordiazepoxide,chlordiazepoxide
Anxiolytics,Benzodiazepines,chlordiazepoxide,chlordiazepoxide hydrochloride
Anxiolytics,Benzodiazepines,clonazepam,clonazepam
Anxiolytics,Benzodiazepines,clorazepate,clorazepate dipotassium
Anxiolytics,Benzodiazepines,clorazepate,clorazepate monopotassium
Anxiolytics,Benzodiazepines,diazepam,diazepam
Anxiolytics,Benzodiazepines,lorazepam,lorazepam
Anxiolytics,Benzodiazepines,oxazepam,oxazepam
Anxiolytics,"Anxiolytics, Other",buspirone,buspirone
Anxiolytics,"Anxiolytics, Other",buspirone,buspirone hydrochloride
Anxiolytics,"Anxiolytics, Other",doxepin,doxepin
Anxiolytics,"Anxiolytics, Other",doxepin,doxepin hydrochloride
Anxiolytics,"Anxiolytics, Other",hydroxyzine,hydroxyzine
Anxiolytics,"Anxiolytics, Other",hydroxyzine,hydroxyzine hydrochloride
Anxiolytics,"Anxiolytics, Other",hydroxyzine,hydroxyzine pamoate
Anxiolytics,"Anxiolytics, Other",meprobamate,meprobamate
Bipolar Agents,Mood Stabilizers,carbamazepine,carbamazepine
Bipolar Agents,Mood Stabilizers,divalproex,divalproex sodium
Bipolar Agents,Mood Stabilizers,lamotrigine,lamotrigine
Bipolar Agents,Mood Stabilizers,lithium,lithium
Bipolar Agents,Mood Stabilizers,lithium,lithium carbonate
Bipolar Agents,Mood Stabilizers,lithium,lithium citrate
Bipolar Agents,Mood Stabilizers,lithium,lithium hydroxide
Bipolar Agents,Mood Stabilizers,lithium,lithium acetate
Bipolar Agents,Mood Stabilizers,lithium,lithium bromide
Bipolar Agents,Mood Stabilizers,lithium,lithium gluconate
Bipolar Agents,Mood Stabilizers,lithium,lithium sulfate
Bipolar Agents,Mood Stabilizers,valproate,valproic acid
Bipolar Agents,Mood Stabilizers,valproate,divalproex sodium
Bipolar Agents,Mood Stabilizers,valproate,valproate sodium
Bipolar Agents,Mood Stabilizers,valproate,calcium valproate
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,aripiprazole
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,aripiprazole cavoxil
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,aripiprazole lauroxil
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,aripiprazole hydrate
Bipolar Agents,"Bipolar Agents, Other",asenapine,asenapine maleate
Bipolar Agents,"Bipolar Agents, Other",olanzapine,olanzapine
Bipolar Agents,"Bipolar Agents, Other",olanzapine,olanzapine pamoate
Bipolar Agents,"Bipolar Agents, Other",quetiapine,quetiapine
Bipolar Agents,"Bipolar Agents, Other",quetiapine,quetiapine fumarate
Bipolar Agents,"Bipolar Agents, Other",risperidone,risperidone
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,ziprasidone
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,ziprasidone hydrochloride
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,ziprasidone mesylate
Blood Glucose Regulators,Antidiabetic Agents,acarbose,acarbose
Blood Glucose Regulators,Antidiabetic Agents,miglitol,miglitol
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,pramlintide
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,pramlintide acetate
Blood Glucose Regulators,Antidiabetic Agents,metformin,metformin
Blood Glucose Regulators,Antidiabetic Agents,metformin,metformin hydrochloride
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,colesevelam
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,colesevelam hydrochloride
Blood Glucose Regulators,Antidiabetic Agents,alogliptin,alogliptin benzoate
Blood Glucose Regulators,Antidiabetic Agents,linagliptin,linagliptin
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,saxagliptin
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,saxagliptin hydrate
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,saxagliptin hydrochloride
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,sitagliptin
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,sitagliptin phosphate
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,bromocriptine
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,bromocriptine mesylate
Blood Glucose Regulators,Antidiabetic Agents,exenatide,exenatide
Blood Glucose Regulators,Antidiabetic Agents,liraglutide,liraglutide
Blood Glucose Regulators,Antidiabetic Agents,nateglinide,nateglinide
Blood Glucose Regulators,Antidiabetic Agents,repaglinide,repaglinide
Blood Glucose Regulators,Antidiabetic Agents,canagliflozin,canagliflozin
Blood Glucose Regulators,Antidiabetic Agents,chlorpropamide,chlorpropamide
Blood Glucose Regulators,Antidiabetic Agents,glimepiride,glimepiride
Blood Glucose Regulators,Antidiabetic Agents,glipizide,glipizide
Blood Glucose Regulators,Antidiabetic Agents,glyburide,glyburide
Blood Glucose Regulators,Antidiabetic Agents,tolazamide,tolazamide
Blood Glucose Regulators,Antidiabetic Agents,tolbutamide,tolbutamide
Blood Glucose Regulators,Antidiabetic Agents,tolbutamide,"tolbutamide sodium, sterile"
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,pioglitazone
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,pioglitazone hydrochloride
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,rosiglitazone
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,rosiglitazone maleate
Blood Glucose Regulators,Glycemic Agents,diazoxide,diazoxide
Blood Glucose Regulators,Glycemic Agents,glucagon,glucagon
Blood Glucose Regulators,Glycemic Agents,glucagon,glucagon hydrochloride
Blood Glucose Regulators,Insulins,insulin aspart,insulin aspart
Blood Glucose Regulators,Insulins,insulin glulisine,insulin glulisine
Blood Glucose Regulators,Insulins,insulin lispro,insulin lispro
Blood Glucose Regulators,Insulins,insulin human (regular),insulin human
Blood Glucose Regulators,Insulins,isophane insulin (human),"insulin human, isophane"
Blood Glucose Regulators,Insulins,isophane insulin (human),"insulin, isophane"
Blood Glucose Regulators,Insulins,insulin detemir,insulin detemir
Blood Glucose Regulators,Insulins,insulin glargine,insulin glargine
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,dabigatran
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,dabigatran etexilate
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,dabigatran etexilate mesylate
Blood Products/Modifiers/Volume Expanders,Anticoagulants,apixaban,apixaban
Blood Products/Modifiers/Volume Expanders,Anticoagulants,rivaroxaban,rivaroxaban
Blood Products/Modifiers/Volume Expanders,Anticoagulants,fondaparinux,fondaparinux sodium
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dalteparin,dalteparin sodium
Blood Products/Modifiers/Volume Expanders,Anticoagulants,enoxaparin,enoxaparin sodium
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,warfarin
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,warfarin sodium
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,warfarin potassium
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,filgrastim,filgrastim
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,pegfilgrastim,pegfilgrastim
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,sargramostim,sargramostim
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,darbepoetin alfa,darbepoetin alfa
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,epoetin alfa,epoetin alfa
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,anagrelide
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,anagrelide hydrochloride
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,anagrelide hydrochloride hydrate
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,eltrombopag olamine,eltrombopag olamine
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,romiplostim,romiplostim
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,plerixafor,plerixafor
Blood Products/Modifiers/Volume Expanders,Coagulants,tranexamic acid,tranexamic acid
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,clopidogrel
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,clopidogrel bisulfate
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,prasugrel,prasugrel hydrochloride
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,ticlopidine
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,ticlopidine hydrochloride
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticagrelor,ticagrelor
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,dipyridamole,dipyridamole
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,cilostazol,cilostazol
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,clonidine
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,clonidine hydrochloride
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,guanfacine
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,guanfacine hydrochloride
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,methyldopa
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,methyldopa
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopate,methyldopate hydrochloride
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,midodrine
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,midodrine hydrochloride
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,phenylephrine
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,phenylephrine hydrochloride
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,phenylephrine tartrate
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,phenylephrine bitartrate
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,doxazosin
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,doxazosin mesylate
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,phenoxybenzamine
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,phenoxybenzamine hydrochloride
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,prazosin
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,prazosin hydrochloride
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,terazosin
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,terazosin hydrochloride
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,benazepril
