group,indication,score,contraindications_description,generic_name,contraindication_result
medication,lamivudine,0.8633322,"this is contraindicated in patients with previously demonstrated clinically significant hypersensitivity to any of the components of the product. reduction of doses of lamivudine is recommended for patients with low body weight (less than 50 kg or 110 lb); therefore, patients with low body weight should not receive lamivudine &amp; zidovudine.",lamivudine + zidovudine,clinically significant hypersensitivity to any of the components of the product
medication,lamivudine,0.9949557,lamivudine is contraindicated in patients hypersensitive to any of the components of the product.,lamivudine [for chronic hepatitis b],hypersensitive to any of the components of the product
medication,labetalo,0.8435189,"labetalol is contraindicated for patients known to have hypersensitivity to the medicine. labetalol is contraindicated in second or third degree heart block, infranodal a-v block, uncontrolled heart failure, sick-sinus syndrome, cardiogenic shock and other conditions associated with severe and prolonged hypotension or severe bradycardia, and bronchial asthma or other obstructive lung disorders.",labetalol hydrochloride (injection),"second or third degree heart block, infranodal a-v block"
disease_disorder,sick - sinus,0.91967297,"labetalol is contraindicated for patients known to have hypersensitivity to the medicine. labetalol is contraindicated in second or third degree heart block, infranodal a-v block, uncontrolled heart failure, sick-sinus syndrome, cardiogenic shock and other conditions associated with severe and prolonged hypotension or severe bradycardia, and bronchial asthma or other obstructive lung disorders.",labetalol hydrochloride (injection),"second or third degree heart block, infranodal a-v block"
disease_disorder,cardiogenic shock,0.99629307,"labetalol is contraindicated for patients known to have hypersensitivity to the medicine. labetalol is contraindicated in second or third degree heart block, infranodal a-v block, uncontrolled heart failure, sick-sinus syndrome, cardiogenic shock and other conditions associated with severe and prolonged hypotension or severe bradycardia, and bronchial asthma or other obstructive lung disorders.",labetalol hydrochloride (injection),"second or third degree heart block, infranodal a-v block"
medication,aspar,0.801706,"hypersensitivity to l-ornithine-l-aspartate / pancreatin is a contraindication. in addition, l-ornithine-l-aspartate / pancreatin should not be used if you have the following conditions: gastrectomy hypersensitivity pancreatectomy pregnant",l-ornithine l-aspartate + pancreatin,hypersensitivity
medication,aspartate,0.7793035,"hypersensitivity to l-ornithine-l-aspartate / pancreatin is a contraindication. in addition, l-ornithine-l-aspartate / pancreatin should not be used if you have the following conditions: gastrectomy hypersensitivity pancreatectomy pregnant",l-ornithine l-aspartate + pancreatin,hypersensitivity
medication,levodopa,0.88856477,"this combination is contraindicated in: patients with known hypersensitivity to levodopa or benserazide or any of the excipients. patients receiving non-selective monoamine oxidase (mao) inhibitors due to the risk of hypertensive crisis. however, selective mao-b inhibitors, such as selegiline and rasagiline, or selective mao-a inhibitors, such as moclobemide, are not contraindicated. combination of mao-a and mao-b inhibitors is equivalent to non-selective mao inhibition, and hence this combination should not be given concomitantly with this combination. patients with decompensated endocrine, renal or hepatic function, cardiac disorders, psychiatric diseases with a psychotic component or closed angle glaucoma. because levodopa may activate a malignant melanoma, this combination should not be used in patients with suspicious, undiagnosed lesions or a history of melanoma. the management of patients with intention tremor and huntingtons chorea. patients less than 30 years old (skeletal development must be complete).",levodopa + benserazide,patients with known hypersensitivity to levodopa
medication,monoamine oxidase ( mao ) inhibitors,0.9896924,"this combination is contraindicated in: patients with known hypersensitivity to levodopa or benserazide or any of the excipients. patients receiving non-selective monoamine oxidase (mao) inhibitors due to the risk of hypertensive crisis. however, selective mao-b inhibitors, such as selegiline and rasagiline, or selective mao-a inhibitors, such as moclobemide, are not contraindicated. combination of mao-a and mao-b inhibitors is equivalent to non-selective mao inhibition, and hence this combination should not be given concomitantly with this combination. patients with decompensated endocrine, renal or hepatic function, cardiac disorders, psychiatric diseases with a psychotic component or closed angle glaucoma. because levodopa may activate a malignant melanoma, this combination should not be used in patients with suspicious, undiagnosed lesions or a history of melanoma. the management of patients with intention tremor and huntingtons chorea. patients less than 30 years old (skeletal development must be complete).",levodopa + benserazide,patients with known hypersensitivity to levodopa
medication,mao - b,0.9868093,"this combination is contraindicated in: patients with known hypersensitivity to levodopa or benserazide or any of the excipients. patients receiving non-selective monoamine oxidase (mao) inhibitors due to the risk of hypertensive crisis. however, selective mao-b inhibitors, such as selegiline and rasagiline, or selective mao-a inhibitors, such as moclobemide, are not contraindicated. combination of mao-a and mao-b inhibitors is equivalent to non-selective mao inhibition, and hence this combination should not be given concomitantly with this combination. patients with decompensated endocrine, renal or hepatic function, cardiac disorders, psychiatric diseases with a psychotic component or closed angle glaucoma. because levodopa may activate a malignant melanoma, this combination should not be used in patients with suspicious, undiagnosed lesions or a history of melanoma. the management of patients with intention tremor and huntingtons chorea. patients less than 30 years old (skeletal development must be complete).",levodopa + benserazide,patients with known hypersensitivity to levodopa
medication,mao - a,0.97915226,"this combination is contraindicated in: patients with known hypersensitivity to levodopa or benserazide or any of the excipients. patients receiving non-selective monoamine oxidase (mao) inhibitors due to the risk of hypertensive crisis. however, selective mao-b inhibitors, such as selegiline and rasagiline, or selective mao-a inhibitors, such as moclobemide, are not contraindicated. combination of mao-a and mao-b inhibitors is equivalent to non-selective mao inhibition, and hence this combination should not be given concomitantly with this combination. patients with decompensated endocrine, renal or hepatic function, cardiac disorders, psychiatric diseases with a psychotic component or closed angle glaucoma. because levodopa may activate a malignant melanoma, this combination should not be used in patients with suspicious, undiagnosed lesions or a history of melanoma. the management of patients with intention tremor and huntingtons chorea. patients less than 30 years old (skeletal development must be complete).",levodopa + benserazide,patients with known hypersensitivity to levodopa
medication,mocl,0.7623104,"this combination is contraindicated in: patients with known hypersensitivity to levodopa or benserazide or any of the excipients. patients receiving non-selective monoamine oxidase (mao) inhibitors due to the risk of hypertensive crisis. however, selective mao-b inhibitors, such as selegiline and rasagiline, or selective mao-a inhibitors, such as moclobemide, are not contraindicated. combination of mao-a and mao-b inhibitors is equivalent to non-selective mao inhibition, and hence this combination should not be given concomitantly with this combination. patients with decompensated endocrine, renal or hepatic function, cardiac disorders, psychiatric diseases with a psychotic component or closed angle glaucoma. because levodopa may activate a malignant melanoma, this combination should not be used in patients with suspicious, undiagnosed lesions or a history of melanoma. the management of patients with intention tremor and huntingtons chorea. patients less than 30 years old (skeletal development must be complete).",levodopa + benserazide,patients with known hypersensitivity to levodopa
medication,mao - b inhibitors,0.88380456,"this combination is contraindicated in: patients with known hypersensitivity to levodopa or benserazide or any of the excipients. patients receiving non-selective monoamine oxidase (mao) inhibitors due to the risk of hypertensive crisis. however, selective mao-b inhibitors, such as selegiline and rasagiline, or selective mao-a inhibitors, such as moclobemide, are not contraindicated. combination of mao-a and mao-b inhibitors is equivalent to non-selective mao inhibition, and hence this combination should not be given concomitantly with this combination. patients with decompensated endocrine, renal or hepatic function, cardiac disorders, psychiatric diseases with a psychotic component or closed angle glaucoma. because levodopa may activate a malignant melanoma, this combination should not be used in patients with suspicious, undiagnosed lesions or a history of melanoma. the management of patients with intention tremor and huntingtons chorea. patients less than 30 years old (skeletal development must be complete).",levodopa + benserazide,patients with known hypersensitivity to levodopa
disease_disorder,psychotic,0.8668003,"this combination is contraindicated in: patients with known hypersensitivity to levodopa or benserazide or any of the excipients. patients receiving non-selective monoamine oxidase (mao) inhibitors due to the risk of hypertensive crisis. however, selective mao-b inhibitors, such as selegiline and rasagiline, or selective mao-a inhibitors, such as moclobemide, are not contraindicated. combination of mao-a and mao-b inhibitors is equivalent to non-selective mao inhibition, and hence this combination should not be given concomitantly with this combination. patients with decompensated endocrine, renal or hepatic function, cardiac disorders, psychiatric diseases with a psychotic component or closed angle glaucoma. because levodopa may activate a malignant melanoma, this combination should not be used in patients with suspicious, undiagnosed lesions or a history of melanoma. the management of patients with intention tremor and huntingtons chorea. patients less than 30 years old (skeletal development must be complete).",levodopa + benserazide,patients with known hypersensitivity to levodopa
medication,hydro,0.99960583,"hypersensitivity to levocetirizine, cetirizine or its parent compound hydroxyzine. patients with severe renal impairment (creatinine clearance: &lt;10 ml/min) should not be administered levocetirizine.",levocetirizine dihydrochloride,patients with severe renal impairment
disease_disorder,renal impairment,0.99934435,"hypersensitivity to levocetirizine, cetirizine or its parent compound hydroxyzine. patients with severe renal impairment (creatinine clearance: &lt;10 ml/min) should not be administered levocetirizine.",levocetirizine dihydrochloride,patients with severe renal impairment
medication,solution,0.9958578,"not to be used in iv regional anesth (bier's block) and paracervical block in obstetrics. do not use 0.75% solution for epidural block in obstetrics. hypovolaemia, complete heart block.",levobupivacaine hydrochloride,do not use 0.75% solution
history,sinusbradycard,0.85843086,"levobunolol ophthalmicsolution is contraindicated in those individuals with bronchial asthma, or with a history of bronchial asthma, or severechronic obstructive pulmonary disease;sinusbradycardia; second and third degreeatrioventricularblock; overt cardiac failure; cardiogenicshock; or hypersensitivity to any component of these products.",levobunolol,bronchial asthma
medication,substance,0.8595279,hypersensitivity to the active substance or other pyrrolidone derivatives or to any of the excipients.,levetiracetam,hypersensitivity
medication,product,0.75658405,"pregnancy, lactation; hypersensitivity to gnrh, gnrh agonist analogs or product excipients; undiagnosed abnormal vaginal bleeding.",leuprorelin acetate,undiagnosed abnormal vaginal bleeding
medication,letrozo,0.8635432,"letrozole is contraindicated in known or suspected hypersensitivity to letrozole, other aromatase inhibitors, or to any of their ingredients. it is contraindicated during pregnancy, lactation and in pre-menopausal women. it is also contraindicated in severe hepatic dysfunction.",letrozole,"pregnancy, lactation and in pre-menopausal women"
medication,grape,0.8288076,"lercanidipine is contraindicated in patients with left ventricular outflow tract obstruction, untreated congestive cardiac failure, unstable angina pectoris, within 1 month of a myocardial infarction and known hypersensitivity to any dihydropyridine. lercanidipine should not be taken with grapefruit juice.",lercanidipine hydrochloride,known hypersensitivity to any dihydropyridine
medication,lenvati,0.88292193,it is contraindicated in patients with known hypersensitivity to lenvatinib or to any component of the formulation.,lenvatinib mesylate,patients with known hypersensitivity to lenvatinib
medication,lenalid,0.995893,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
disease_disorder,harm,0.95359594,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
subject,pregnant female,0.8719134,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
subject,offspring,0.9015369,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
subject,monkeys,0.7683051,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
medication,lenalidomide,0.9617879,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
medication,lenalid,0.98136294,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
medication,lenalidomide,0.93432987,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
subject,pregnant,0.6239062,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
subject,fetus,0.80602044,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
medication,lenalidomide,0.8651684,"pregnancy : lenalidomide can cause fetal harm when administered to a pregnant female. limb abnormalities were seen in the offspring of monkeys that were dosed with lenalidomide during organogenesis. this effect was seen at all doses tested. due to the results of this developmental monkey study, and lenalidomides structural similarities tothalidomide, a known humanteratogen, lenalidomide is contraindicated in females who are pregnant. if this drug is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential risk to a fetus severe hypersensitivity reactions : lenalidomide is contraindicated in patients who have demonstrated severe hypersensitivity",lenalidomide,in patients who have demonstrated severe hypersensitivity
medication,leflunomide,0.98700905,"leflunomide is contraindicated in patients with known hypersensitivity to leflunomide or any of the other components of leflunomide, hepatic impairment, severe uncontrolled infections and bone marrow dysplasia.",leflunomide,hypersensitivity to leflunomide or any of the other components
medication,lefluno,0.98894995,"leflunomide is contraindicated in patients with known hypersensitivity to leflunomide or any of the other components of leflunomide, hepatic impairment, severe uncontrolled infections and bone marrow dysplasia.",leflunomide,hypersensitivity to leflunomide or any of the other components
medication,lefl,0.85181284,"leflunomide is contraindicated in patients with known hypersensitivity to leflunomide or any of the other components of leflunomide, hepatic impairment, severe uncontrolled infections and bone marrow dysplasia.",leflunomide,hypersensitivity to leflunomide or any of the other components
disease_disorder,infections,0.9903228,"leflunomide is contraindicated in patients with known hypersensitivity to leflunomide or any of the other components of leflunomide, hepatic impairment, severe uncontrolled infections and bone marrow dysplasia.",leflunomide,hypersensitivity to leflunomide or any of the other components
medication,sofosbuvir,0.9798031,"this combination is contraindicated in patients with known hypersensitivity to ledipasvir, sofosbuvir or any other ingredient in the product.",ledipasvir + sofosbuvir,known hypersensitivity
medication,benzalkonium chloride,0.9747071,"this combination is contraindicated in patients with known hypersensitivity to latanoprost, timolol and benzalkonium chloride or any other ingredient in the product. this combination is also contraindicated for the following conditions such as reactive airway disease including bronchial asthma, history of bronchial asthma or severe chronic obstructive pulmonary disease, sinus bradycardia, second or third degree atrioventricular block, overt cardiac failure, or cardiogenic shock.",latanoprost + timolol,"latanoprost, timolol and benzalkonium chloride"
history,bronchial asthma,0.98362404,"this combination is contraindicated in patients with known hypersensitivity to latanoprost, timolol and benzalkonium chloride or any other ingredient in the product. this combination is also contraindicated for the following conditions such as reactive airway disease including bronchial asthma, history of bronchial asthma or severe chronic obstructive pulmonary disease, sinus bradycardia, second or third degree atrioventricular block, overt cardiac failure, or cardiogenic shock.",latanoprost + timolol,"latanoprost, timolol and benzalkonium chloride"
medication,benzalkonium chloride,0.98012125,"known hypersensitivity to latanoprost, benzalkonium chloride or any other ingredients in this product.",latanoprost,known hypersensitivity
disease_disorder,myast,0.75884736,"should not be given to patients with myasthenia gravis, epilepsy, impaired cardiac condition or liver damage.",lidocaine hydrochloride (spray),"epilepsy, impaired cardiac condition or liver damage"
medication,anaesthetic,0.9398823,known hypersensitivity to anaesthetics of the amide type.,lidocaine hydrochloride (injection),known hypersensitivity to anaesthetics of the amide type
medication,anaesthetic,0.9016268,hypersensitivity to local anaesthetics of the amide type or to any other component of the product.,lidocaine + prilocaine,hypersensitivity to local anaesthetics
medication,amid,0.45614046,hypersensitivity to local anaesthetics of the amide type or to any other component of the product.,lidocaine + prilocaine,hypersensitivity to local anaesthetics
medication,local anesthetics,0.9080144,this contraindicated in patients with a known history of hypersensitivity to local anesthetics of the amide type or to any components of the injectable formulations.,lidocaine + epinephrine,hypersensitivity to local anesthetics
medication,amide,0.94177526,this contraindicated in patients with a known history of hypersensitivity to local anesthetics of the amide type or to any components of the injectable formulations.,lidocaine + epinephrine,hypersensitivity to local anesthetics
history,hyper,0.8353327,"tachycardia, hypertension, cerebral arteriosclerosis, ischaemic heart disease, iv admin, anaesthetise digits or appendages, myasthenia gravis.",lidocaine + adrenaline,"tachycardia, hypertension, cerebral arteriosclerosis"
medication,levosalbutamo,0.9029624,levosalbutamol is contraindicated in patients with a history of hypersensitivity to levosalbutamol or any of its components.,levosalbutamol (oral),history of hypersensitivity to levosalbutamol
medication,levosalbutamo,0.9191332,levosalbutamol is contraindicated in patients with a history of hypersensitivity to levosalbutamol or any of its components.,levosalbutamol (oral),history of hypersensitivity to levosalbutamol
medication,levono,0.8522893,if you have hypersensitivity to levonorgestrel or any of the excipients of levonorgestrel.,levonorgestrel,if you have hypersensitivity to levonorgestrel
medication,milnacipran,0.8902224,"hypersensitivity to levomilnacipran, milnacipran hcl or to any excipient in the formulation. the use of maois intended to treat psychiatric disorders with levomilnacipran or within 7 days of stopping treatment with levomilnacipran is contraindicated because of an increased risk of serotonin syndrome. the use of levomilnacipran within 14 days of stopping an maoi intended to treat psychiatric disorders is also contraindicated. starting levomilnacipran in a patient who is being treated with maois such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome.",levomilnacipran hydrochloride,because of an increased risk of serotonin syndrome
disease_disorder,psychiatric disorders,0.8747845,"hypersensitivity to levomilnacipran, milnacipran hcl or to any excipient in the formulation. the use of maois intended to treat psychiatric disorders with levomilnacipran or within 7 days of stopping treatment with levomilnacipran is contraindicated because of an increased risk of serotonin syndrome. the use of levomilnacipran within 14 days of stopping an maoi intended to treat psychiatric disorders is also contraindicated. starting levomilnacipran in a patient who is being treated with maois such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome.",levomilnacipran hydrochloride,because of an increased risk of serotonin syndrome
medication,levomilnacipran,0.8550303,"hypersensitivity to levomilnacipran, milnacipran hcl or to any excipient in the formulation. the use of maois intended to treat psychiatric disorders with levomilnacipran or within 7 days of stopping treatment with levomilnacipran is contraindicated because of an increased risk of serotonin syndrome. the use of levomilnacipran within 14 days of stopping an maoi intended to treat psychiatric disorders is also contraindicated. starting levomilnacipran in a patient who is being treated with maois such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome.",levomilnacipran hydrochloride,because of an increased risk of serotonin syndrome
disease_disorder,psychiatric,0.9941766,"hypersensitivity to levomilnacipran, milnacipran hcl or to any excipient in the formulation. the use of maois intended to treat psychiatric disorders with levomilnacipran or within 7 days of stopping treatment with levomilnacipran is contraindicated because of an increased risk of serotonin syndrome. the use of levomilnacipran within 14 days of stopping an maoi intended to treat psychiatric disorders is also contraindicated. starting levomilnacipran in a patient who is being treated with maois such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome.",levomilnacipran hydrochloride,because of an increased risk of serotonin syndrome
medication,levomilnacipran,0.950315,"hypersensitivity to levomilnacipran, milnacipran hcl or to any excipient in the formulation. the use of maois intended to treat psychiatric disorders with levomilnacipran or within 7 days of stopping treatment with levomilnacipran is contraindicated because of an increased risk of serotonin syndrome. the use of levomilnacipran within 14 days of stopping an maoi intended to treat psychiatric disorders is also contraindicated. starting levomilnacipran in a patient who is being treated with maois such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome.",levomilnacipran hydrochloride,because of an increased risk of serotonin syndrome
disease_disorder,maois,0.9991497,"hypersensitivity to levomilnacipran, milnacipran hcl or to any excipient in the formulation. the use of maois intended to treat psychiatric disorders with levomilnacipran or within 7 days of stopping treatment with levomilnacipran is contraindicated because of an increased risk of serotonin syndrome. the use of levomilnacipran within 14 days of stopping an maoi intended to treat psychiatric disorders is also contraindicated. starting levomilnacipran in a patient who is being treated with maois such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome.",levomilnacipran hydrochloride,because of an increased risk of serotonin syndrome
medication,linezolid,0.99639034,"hypersensitivity to levomilnacipran, milnacipran hcl or to any excipient in the formulation. the use of maois intended to treat psychiatric disorders with levomilnacipran or within 7 days of stopping treatment with levomilnacipran is contraindicated because of an increased risk of serotonin syndrome. the use of levomilnacipran within 14 days of stopping an maoi intended to treat psychiatric disorders is also contraindicated. starting levomilnacipran in a patient who is being treated with maois such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome.",levomilnacipran hydrochloride,because of an increased risk of serotonin syndrome
medication,methylene blue,0.99902374,"hypersensitivity to levomilnacipran, milnacipran hcl or to any excipient in the formulation. the use of maois intended to treat psychiatric disorders with levomilnacipran or within 7 days of stopping treatment with levomilnacipran is contraindicated because of an increased risk of serotonin syndrome. the use of levomilnacipran within 14 days of stopping an maoi intended to treat psychiatric disorders is also contraindicated. starting levomilnacipran in a patient who is being treated with maois such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome.",levomilnacipran hydrochloride,because of an increased risk of serotonin syndrome
medication,levofloxacin,0.912072,"levofloxacin is contraindicated in patients with a history of hypersensitivity to levofloxacin, quinolone antimicrobial agents, or any other components of this product.",levofloxacin hemihydrate,hypersensitivity to levofloxacin
medication,levoflo,0.86511546,"levofloxacin is contraindicated in patients with a history of hypersensitivity to levofloxacin, quinolone antimicrobial agents, or any other components of this product.",levofloxacin hemihydrate,hypersensitivity to levofloxacin
medication,levoflo,0.7914222,"it is contraindicated in patients with a history of hypersensitivity to levofloxacin, to other quinolones or to any of the components of this medication",levofloxacin (ophthalmic),hypersensitivity to levofloxacin
medication,quinolones,0.9882151,"it is contraindicated in patients with a history of hypersensitivity to levofloxacin, to other quinolones or to any of the components of this medication",levofloxacin (ophthalmic),hypersensitivity to levofloxacin
medication,medication,0.99663615,"it is contraindicated in patients with a history of hypersensitivity to levofloxacin, to other quinolones or to any of the components of this medication",levofloxacin (ophthalmic),hypersensitivity to levofloxacin
history,narrow,0.9792478,"narrow-angle glaucoma, phaeochromocytoma, history of neuroleptic malignant syndrome (nms) and/ or non-traumatic rhabdomyolysis. severe hepatic impairment. concurrent use of or within 14 days of discontinuing non-selective maois.",levodopa + carbidopa + entacapone,severe hepatic impairment
history,angle glaucoma,0.9859375,"narrow-angle glaucoma, phaeochromocytoma, history of neuroleptic malignant syndrome (nms) and/ or non-traumatic rhabdomyolysis. severe hepatic impairment. concurrent use of or within 14 days of discontinuing non-selective maois.",levodopa + carbidopa + entacapone,severe hepatic impairment
history,phaeochromoc,0.9656153,"narrow-angle glaucoma, phaeochromocytoma, history of neuroleptic malignant syndrome (nms) and/ or non-traumatic rhabdomyolysis. severe hepatic impairment. concurrent use of or within 14 days of discontinuing non-selective maois.",levodopa + carbidopa + entacapone,severe hepatic impairment
history,history of neuroleptic malignant syndrome ( nms ),0.9914329,"narrow-angle glaucoma, phaeochromocytoma, history of neuroleptic malignant syndrome (nms) and/ or non-traumatic rhabdomyolysis. severe hepatic impairment. concurrent use of or within 14 days of discontinuing non-selective maois.",levodopa + carbidopa + entacapone,severe hepatic impairment
medication,levodopa,0.88417345,"levodopa-carbidopa prolonged-release tablet should not be given when administration of a sympathomimetic amine is contraindicated. non-selective monoamine oxidase (mao) inhibitors are contraindicated for use with levodopa-carbidopa prolonged release tablet. these inhibitors must be discontinued at least two weeks prior to initiating therapy with levodopa-carbidopa prolonged release tablet. levodopa-carbidopa prolonged release tablet may be administered concomitantly with the manufacturer's recommended dose of an mao inhibitor with selectivity for mao type b (e.g. selegiline hydrochloride). levodopa-carbidopa prolonged release tablet is contraindicated in patients with known hypersensitivity to any component of this medication, and in patients with narrow-angle glaucoma. because levodopa may activate a malignant melanoma, levodopa-carbidopa prolonged release tablet should not be used in patients with suspicious undiagnosed skin lesions or a history of melanoma.",levodopa + carbidopa (cr tablet),non-selective monoamine oxidase (mao) inhibitors
medication,carbidopa,0.9670989,"levodopa-carbidopa prolonged-release tablet should not be given when administration of a sympathomimetic amine is contraindicated. non-selective monoamine oxidase (mao) inhibitors are contraindicated for use with levodopa-carbidopa prolonged release tablet. these inhibitors must be discontinued at least two weeks prior to initiating therapy with levodopa-carbidopa prolonged release tablet. levodopa-carbidopa prolonged release tablet may be administered concomitantly with the manufacturer's recommended dose of an mao inhibitor with selectivity for mao type b (e.g. selegiline hydrochloride). levodopa-carbidopa prolonged release tablet is contraindicated in patients with known hypersensitivity to any component of this medication, and in patients with narrow-angle glaucoma. because levodopa may activate a malignant melanoma, levodopa-carbidopa prolonged release tablet should not be used in patients with suspicious undiagnosed skin lesions or a history of melanoma.",levodopa + carbidopa (cr tablet),non-selective monoamine oxidase (mao) inhibitors
