group,indication,Score,side_effects,generic_name
disease_disorder,metabolism,0.92971504,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
disease_disorder,nutrition disorders,0.9770355,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
disease_disorder,lactic acidosis,0.95659006,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
medication,vitamin b1,0.8286149,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
disease_disorder,nervous system disorder,0.9910113,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
disease_disorder,encephalopathy,0.9837079,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
medication,metformin,0.9544127,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
disease_disorder,hepatobiliary disorders,0.9401851,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
sign_symptom,abnormalities,0.92300487,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
disease_disorder,hepatitis,0.9998764,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
medication,metform,0.99734354,"  blood and lymphatic system disorders : not known: hemolytic anemia   metabolism and nutrition disorders : very rare: lactic acidosis. decrease of vitamin b12 absorption with a decrease of serum levels during long-term use of metformin. consideration of such etiology is recommended if a patient presents with megaloblastic anemia. cases of peripheral neuropathy in patients with vitamin b12 deficiency have been reported in post-marketing experience (frequency not known)   nervous system disorder s: common: taste disturbance. not known: encephalopathy   gastrointestinal disorders : very common: gastrointestinal disorders, such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. these undesirable effects occur most frequently during the initiation of therapy and resolve spontaneously in most cases. to prevent them, it is recommended that metformin be taken in 2 or 3 daily doses during or after meals. a slow increase of the dose may also improve gastrointestinal tolerability.   hepatobiliary disorders : very rare: isolated reports of liver function test abnormalities or hepatitis resolving upon metformin discontinuation.   skin and subcutaneous tissue disorders : very rare: skin reactions, such as erythema, pruritus, urticaria. ",metformin hydrochloride
sign_symptom,adverse events,0.9839405,"  the commonly reported adverse events are headache, nausea, dizziness, asthenia, dyspepsia, vomiting, pruritus etc.  ",mesalazine [5-aminosalicylic acid]
sign_symptom,dyspepsia,0.9945496,"  the commonly reported adverse events are headache, nausea, dizziness, asthenia, dyspepsia, vomiting, pruritus etc.  ",mesalazine [5-aminosalicylic acid]
sign_symptom,vomiting,0.99806803,"  the commonly reported adverse events are headache, nausea, dizziness, asthenia, dyspepsia, vomiting, pruritus etc.  ",mesalazine [5-aminosalicylic acid]
sign_symptom,pain,0.9997216," meropenem is generally well tolerated. side effects like inflammation, thrombophlebitis, pain at the site of injection, skin reactions like rash, pruritus, urticaria, abdominal pain, nausea, vomiting, diarrhea, headache may occur. ",meropenem trihydrate
sign_symptom,headache,0.99907047," meropenem is generally well tolerated. side effects like inflammation, thrombophlebitis, pain at the site of injection, skin reactions like rash, pruritus, urticaria, abdominal pain, nausea, vomiting, diarrhea, headache may occur. ",meropenem trihydrate
disease_disorder,hemolytic uremic syndrome,0.9445639," hemolytic uremic syndrome (&lt;15%), myelosuppression (64%), nausea/ vomiting (14%), fever (14%), stomatitis (4%), increased serum creatinine (2%), mucous membrane toxicity (4%) , fatigue, pulmonary toxicity, dyspnea, cystitis, interstitial fibrosis, nephrotoxicity, amenorrhea, alopecia,myelosuppression, haemolytic-uraemic syndrome. ",mitomycin c
sign_symptom,myelosuppression,0.9607322," hemolytic uremic syndrome (&lt;15%), myelosuppression (64%), nausea/ vomiting (14%), fever (14%), stomatitis (4%), increased serum creatinine (2%), mucous membrane toxicity (4%) , fatigue, pulmonary toxicity, dyspnea, cystitis, interstitial fibrosis, nephrotoxicity, amenorrhea, alopecia,myelosuppression, haemolytic-uraemic syndrome. ",mitomycin c
sign_symptom,nausea / vomiting,0.9896609," hemolytic uremic syndrome (&lt;15%), myelosuppression (64%), nausea/ vomiting (14%), fever (14%), stomatitis (4%), increased serum creatinine (2%), mucous membrane toxicity (4%) , fatigue, pulmonary toxicity, dyspnea, cystitis, interstitial fibrosis, nephrotoxicity, amenorrhea, alopecia,myelosuppression, haemolytic-uraemic syndrome. ",mitomycin c
sign_symptom,fever,0.99995077," hemolytic uremic syndrome (&lt;15%), myelosuppression (64%), nausea/ vomiting (14%), fever (14%), stomatitis (4%), increased serum creatinine (2%), mucous membrane toxicity (4%) , fatigue, pulmonary toxicity, dyspnea, cystitis, interstitial fibrosis, nephrotoxicity, amenorrhea, alopecia,myelosuppression, haemolytic-uraemic syndrome. ",mitomycin c
disease_disorder,alope,0.79360896," hemolytic uremic syndrome (&lt;15%), myelosuppression (64%), nausea/ vomiting (14%), fever (14%), stomatitis (4%), increased serum creatinine (2%), mucous membrane toxicity (4%) , fatigue, pulmonary toxicity, dyspnea, cystitis, interstitial fibrosis, nephrotoxicity, amenorrhea, alopecia,myelosuppression, haemolytic-uraemic syndrome. ",mitomycin c
sign_symptom,dyspeps,0.9312242," generally, misoprostol is well tolerated. the most frequent adverse effects associated with misoprostol therapy involve the gi tract such as diarrhea, abdominal pain, dyspepsia, flatulence, nausea, vomiting, rashes and dizziness. the incidence of diarrhea may be minimized by administering the drug after meal and at bedtime and by avoiding concomitant administration with a magnesium-containing or other laxative antacid. ",misoprostol
sign_symptom,flat,0.96374786," generally, misoprostol is well tolerated. the most frequent adverse effects associated with misoprostol therapy involve the gi tract such as diarrhea, abdominal pain, dyspepsia, flatulence, nausea, vomiting, rashes and dizziness. the incidence of diarrhea may be minimized by administering the drug after meal and at bedtime and by avoiding concomitant administration with a magnesium-containing or other laxative antacid. ",misoprostol
sign_symptom,rash,0.93917304," generally, misoprostol is well tolerated. the most frequent adverse effects associated with misoprostol therapy involve the gi tract such as diarrhea, abdominal pain, dyspepsia, flatulence, nausea, vomiting, rashes and dizziness. the incidence of diarrhea may be minimized by administering the drug after meal and at bedtime and by avoiding concomitant administration with a magnesium-containing or other laxative antacid. ",misoprostol
medication,magnesium - containing,0.9348032," generally, misoprostol is well tolerated. the most frequent adverse effects associated with misoprostol therapy involve the gi tract such as diarrhea, abdominal pain, dyspepsia, flatulence, nausea, vomiting, rashes and dizziness. the incidence of diarrhea may be minimized by administering the drug after meal and at bedtime and by avoiding concomitant administration with a magnesium-containing or other laxative antacid. ",misoprostol
medication,mirtazapine,0.96813065," the most common side effects of mirtazapine are dizziness, drowsiness, dry mouth, increased appetite, weight gain etc. ",mirtazapine
sign_symptom,dry mouth,0.9914863," the most common side effects of mirtazapine are dizziness, drowsiness, dry mouth, increased appetite, weight gain etc. ",mirtazapine
sign_symptom,increased appetite,0.992529," the most common side effects of mirtazapine are dizziness, drowsiness, dry mouth, increased appetite, weight gain etc. ",mirtazapine
sign_symptom,weight gain,0.9998863," the most common side effects of mirtazapine are dizziness, drowsiness, dry mouth, increased appetite, weight gain etc. ",mirtazapine
medication,mirabegron,0.99242425," the most common side effects reported for patients treated with mirabegron 50 mg during the three 12-week phase 3 double blind, placebo controlled studies are tachycardia and urinary tract infections. the frequency of tachycardia was 1.2% in patients receiving mirabegron 50 mg. tachycardia led to discontinuation in 0.1% patients receiving mirabegron 50 mg. the frequency of urinary tract infections was 2.9% in patients receiving mirabegron 50 mg. urinary tract infections led to discontinuation in none of the patients receiving mirabegron 50 mg. serious adverse reactions included atrial fibrillation (0.2%). ",mirabegron
disease_disorder,infections,0.8751922," the most common side effects reported for patients treated with mirabegron 50 mg during the three 12-week phase 3 double blind, placebo controlled studies are tachycardia and urinary tract infections. the frequency of tachycardia was 1.2% in patients receiving mirabegron 50 mg. tachycardia led to discontinuation in 0.1% patients receiving mirabegron 50 mg. the frequency of urinary tract infections was 2.9% in patients receiving mirabegron 50 mg. urinary tract infections led to discontinuation in none of the patients receiving mirabegron 50 mg. serious adverse reactions included atrial fibrillation (0.2%). ",mirabegron
sign_symptom,reactions,0.9240773," the most common side effects reported for patients treated with mirabegron 50 mg during the three 12-week phase 3 double blind, placebo controlled studies are tachycardia and urinary tract infections. the frequency of tachycardia was 1.2% in patients receiving mirabegron 50 mg. tachycardia led to discontinuation in 0.1% patients receiving mirabegron 50 mg. the frequency of urinary tract infections was 2.9% in patients receiving mirabegron 50 mg. urinary tract infections led to discontinuation in none of the patients receiving mirabegron 50 mg. serious adverse reactions included atrial fibrillation (0.2%). ",mirabegron
sign_symptom,atrial fibrillation,0.95066196," the most common side effects reported for patients treated with mirabegron 50 mg during the three 12-week phase 3 double blind, placebo controlled studies are tachycardia and urinary tract infections. the frequency of tachycardia was 1.2% in patients receiving mirabegron 50 mg. tachycardia led to discontinuation in 0.1% patients receiving mirabegron 50 mg. the frequency of urinary tract infections was 2.9% in patients receiving mirabegron 50 mg. urinary tract infections led to discontinuation in none of the patients receiving mirabegron 50 mg. serious adverse reactions included atrial fibrillation (0.2%). ",mirabegron
disease_disorder,hypertrichosis,0.99355674, commonly encountered side effects in clinical trials with minoxidil topical solution were minor dermatological reactions. dermatitis or hypertrichosis may occur. these incidences may occur in 0.15% of patients. ,minoxidil
sign_symptom,hyper,0.9135338," reported side effects are oral and anogenital candidiasis, vulvovaginitis, eosinophilia, leucopenia, neutropenia, thrombocytopenia, haemolytic anaemia, pancytopenia, agranulocytosis, anaphylaxis, anaphylactoid reaction, hypersensitivity, pulmonary infiltrates, anaphylactoid purpura, polyarthritisnodosa, abnormal thyroid function, brown-black discolouration of the thyroid, anorexia, dizziness, headache, hypaesthesia, paraesthesia, intracranial hypertension, vertigo, bulging fontanelle, convulsions, sedation, impaired hearing, tinnitus, myocarditis, pericarditis, cough, dyspnoea, bronchospasm, exacerbation of asthma, pulmonary eosinophilia, pneumonitis, diarrhoea, nausea, stomatitis, discolouration of teeth, vomiting, dyspepsia, dysphagia, enamel hypoplasia, enterocolitis, oesophagitis, oesophageal ulceration, glossitis, pancreatitis, pseudomembranous colitis, increased liver enzymes, hepatitis, autoimmune hepatotoxicity, hepatic cholestatis, hepatic failure, hyperbilirubinemia, jaundice, autoimmune hepatitis, alopecia, erythema multiforme, erythema nodosum, fixed drug eruption, hyperpigmentation of the skin, photosensitivity, pruritis, rash, urticaria, vasculitis, angioedema, exfoliative dermatitis, hyperpigmentation of nails, stevens-johnson syndrome, toxic epidermal necrolysis, drug reaction with eosinophilia and systemic symptoms (dress), arthralgia, lupus-like syndrome, myalgia, arthritis, bone discolouration, cases of systemic lupus erythematous (sle), joint stiffness, joint swelling, increased serum urea, acute renal failure, interstitial nephritis, balanitis, fever, etc. in some cases involving these syndromes, death has been reported.  hyperpigmentation of various body sites including the skin, nails, teeth, oral mucosa, bones, thyroid, eyes (including sclera and conjunctiva), breast milk, lacrimal secretions and perspiration has been reported. this blue/black/grey or muddy-brown discolouration may be localised or diffuse. the most frequently reported site is in the skin. pigmentation is often reversible on discontinuation of the drug, although it may take several months or may persist in some cases. the generalised muddy-brown skin pigmentation may persist, particularly in areas exposed to the sun. ",minocycline hydrochloride
sign_symptom,adverse reactions,0.9993733," adverse reactions occurring in 2% of patients include nausea, vomiting, diarrhea, headache, decreased appetite, dizziness, abdominal pain, pruritus, somnolence, elevated transaminases, and elevated creatinine. ",miltefosine
sign_symptom,mydr,0.7061765," increased heart rate, htn, increased liver enzymes, severe liver injury, hyponatraemia, abnormal bleeding, dysuria, mydriasis, nausea, vomiting, constipation, headache, insomnia, dizziness, hot flushes, hyperhidrosis, palpitations, dry mouth, migraine. ",milnacipran hydrochloride
sign_symptom,pain,0.9999491," abdominal pain or discomfort, diarrhoea, flatulence, skin rash. ",miglitol
sign_symptom,flat,0.98820657," abdominal pain or discomfort, diarrhoea, flatulence, skin rash. ",miglitol
sign_symptom,bleeding,0.98837155," mifepristone: the treatment procedure is designed to induce vaginal bleeding and uterine cramping necessary for menstrual regulation (mr). commonly reported side effects were nausea, vomiting and diarrhoea. pelvic pain, fainting, headache, dizziness, and asthenia occurred rarely.  misoprostol: gastro-intestinal side-effects like diarrhoea, abdominal pain, nausea, flatulence, dyspepsia, headache, vomiting and constipation, shivering, hyperthermia, dizziness, pain due to uterine contractions, severe vaginal bleeding, shock, pelvic pain, uterine rupture (requiring surgical repair, hysterectomy and/or salpingo-oophorectomy). ",mifepristone + misoprostol
sign_symptom,vomiting,0.999772," mifepristone: the treatment procedure is designed to induce vaginal bleeding and uterine cramping necessary for menstrual regulation (mr). commonly reported side effects were nausea, vomiting and diarrhoea. pelvic pain, fainting, headache, dizziness, and asthenia occurred rarely.  misoprostol: gastro-intestinal side-effects like diarrhoea, abdominal pain, nausea, flatulence, dyspepsia, headache, vomiting and constipation, shivering, hyperthermia, dizziness, pain due to uterine contractions, severe vaginal bleeding, shock, pelvic pain, uterine rupture (requiring surgical repair, hysterectomy and/or salpingo-oophorectomy). ",mifepristone + misoprostol
sign_symptom,faint,0.95296544," mifepristone: the treatment procedure is designed to induce vaginal bleeding and uterine cramping necessary for menstrual regulation (mr). commonly reported side effects were nausea, vomiting and diarrhoea. pelvic pain, fainting, headache, dizziness, and asthenia occurred rarely.  misoprostol: gastro-intestinal side-effects like diarrhoea, abdominal pain, nausea, flatulence, dyspepsia, headache, vomiting and constipation, shivering, hyperthermia, dizziness, pain due to uterine contractions, severe vaginal bleeding, shock, pelvic pain, uterine rupture (requiring surgical repair, hysterectomy and/or salpingo-oophorectomy). ",mifepristone + misoprostol
sign_symptom,asthenia,0.7523904," mifepristone: the treatment procedure is designed to induce vaginal bleeding and uterine cramping necessary for menstrual regulation (mr). commonly reported side effects were nausea, vomiting and diarrhoea. pelvic pain, fainting, headache, dizziness, and asthenia occurred rarely.  misoprostol: gastro-intestinal side-effects like diarrhoea, abdominal pain, nausea, flatulence, dyspepsia, headache, vomiting and constipation, shivering, hyperthermia, dizziness, pain due to uterine contractions, severe vaginal bleeding, shock, pelvic pain, uterine rupture (requiring surgical repair, hysterectomy and/or salpingo-oophorectomy). ",mifepristone + misoprostol
sign_symptom,flat,0.94469446," mifepristone: the treatment procedure is designed to induce vaginal bleeding and uterine cramping necessary for menstrual regulation (mr). commonly reported side effects were nausea, vomiting and diarrhoea. pelvic pain, fainting, headache, dizziness, and asthenia occurred rarely.  misoprostol: gastro-intestinal side-effects like diarrhoea, abdominal pain, nausea, flatulence, dyspepsia, headache, vomiting and constipation, shivering, hyperthermia, dizziness, pain due to uterine contractions, severe vaginal bleeding, shock, pelvic pain, uterine rupture (requiring surgical repair, hysterectomy and/or salpingo-oophorectomy). ",mifepristone + misoprostol
sign_symptom,hyperthermia,0.89339274," mifepristone: the treatment procedure is designed to induce vaginal bleeding and uterine cramping necessary for menstrual regulation (mr). commonly reported side effects were nausea, vomiting and diarrhoea. pelvic pain, fainting, headache, dizziness, and asthenia occurred rarely.  misoprostol: gastro-intestinal side-effects like diarrhoea, abdominal pain, nausea, flatulence, dyspepsia, headache, vomiting and constipation, shivering, hyperthermia, dizziness, pain due to uterine contractions, severe vaginal bleeding, shock, pelvic pain, uterine rupture (requiring surgical repair, hysterectomy and/or salpingo-oophorectomy). ",mifepristone + misoprostol
sign_symptom,pain,0.99991524," mifepristone: the treatment procedure is designed to induce vaginal bleeding and uterine cramping necessary for menstrual regulation (mr). commonly reported side effects were nausea, vomiting and diarrhoea. pelvic pain, fainting, headache, dizziness, and asthenia occurred rarely.  misoprostol: gastro-intestinal side-effects like diarrhoea, abdominal pain, nausea, flatulence, dyspepsia, headache, vomiting and constipation, shivering, hyperthermia, dizziness, pain due to uterine contractions, severe vaginal bleeding, shock, pelvic pain, uterine rupture (requiring surgical repair, hysterectomy and/or salpingo-oophorectomy). ",mifepristone + misoprostol
medication,prosta,0.9722533," it is very common for women to experience uterine contractions or cramping (10-45%) in the hours following prostaglandin intake. bleeding increases with gestational age. heavy bleeding occurs in about 5% of cases and from 0-1.4% may require haemostatic curettage. uterine rupture, hypotension, skin rashes, urticaria, hot flashes and dizziness have been uncommonly reported. ",mifepristone
sign_symptom,bleeding,0.9999404," it is very common for women to experience uterine contractions or cramping (10-45%) in the hours following prostaglandin intake. bleeding increases with gestational age. heavy bleeding occurs in about 5% of cases and from 0-1.4% may require haemostatic curettage. uterine rupture, hypotension, skin rashes, urticaria, hot flashes and dizziness have been uncommonly reported. ",mifepristone
sign_symptom,rash,0.9981627," it is very common for women to experience uterine contractions or cramping (10-45%) in the hours following prostaglandin intake. bleeding increases with gestational age. heavy bleeding occurs in about 5% of cases and from 0-1.4% may require haemostatic curettage. uterine rupture, hypotension, skin rashes, urticaria, hot flashes and dizziness have been uncommonly reported. ",mifepristone
sign_symptom,urticaria,0.84726286," it is very common for women to experience uterine contractions or cramping (10-45%) in the hours following prostaglandin intake. bleeding increases with gestational age. heavy bleeding occurs in about 5% of cases and from 0-1.4% may require haemostatic curettage. uterine rupture, hypotension, skin rashes, urticaria, hot flashes and dizziness have been uncommonly reported. ",mifepristone
sign_symptom,hot flashes,0.9997826," it is very common for women to experience uterine contractions or cramping (10-45%) in the hours following prostaglandin intake. bleeding increases with gestational age. heavy bleeding occurs in about 5% of cases and from 0-1.4% may require haemostatic curettage. uterine rupture, hypotension, skin rashes, urticaria, hot flashes and dizziness have been uncommonly reported. ",mifepristone
sign_symptom,confusion,0.9940195," at the start of therapy, drowsiness during daytime, confusion, fatigue, headache and muscle weakness may occur which usually disappear with repeated administration. following parenteral (iv or im) administration of midazolam, fluctuations in vital signs have been noted including respiratory depression, apnea, variations in blood pressure and pulse rate. ",midazolam
sign_symptom,fatigue,0.9984224," at the start of therapy, drowsiness during daytime, confusion, fatigue, headache and muscle weakness may occur which usually disappear with repeated administration. following parenteral (iv or im) administration of midazolam, fluctuations in vital signs have been noted including respiratory depression, apnea, variations in blood pressure and pulse rate. ",midazolam
sign_symptom,headache,0.99976236," at the start of therapy, drowsiness during daytime, confusion, fatigue, headache and muscle weakness may occur which usually disappear with repeated administration. following parenteral (iv or im) administration of midazolam, fluctuations in vital signs have been noted including respiratory depression, apnea, variations in blood pressure and pulse rate. ",midazolam
sign_symptom,muscle weakness,0.9910618," at the start of therapy, drowsiness during daytime, confusion, fatigue, headache and muscle weakness may occur which usually disappear with repeated administration. following parenteral (iv or im) administration of midazolam, fluctuations in vital signs have been noted including respiratory depression, apnea, variations in blood pressure and pulse rate. ",midazolam
sign_symptom,fluctuations in,0.99214745," at the start of therapy, drowsiness during daytime, confusion, fatigue, headache and muscle weakness may occur which usually disappear with repeated administration. following parenteral (iv or im) administration of midazolam, fluctuations in vital signs have been noted including respiratory depression, apnea, variations in blood pressure and pulse rate. ",midazolam
disease_disorder,gastric disorders,0.99961925, some cases of routine gastric disorders and neurovegetative disorders (feeling of discomfort) have been reported. in this cases discontinuation of treatment is not required. ,micronised diosmin + hesperidin
sign_symptom,discomfort,0.99981314, some cases of routine gastric disorders and neurovegetative disorders (feeling of discomfort) have been reported. in this cases discontinuation of treatment is not required. ,micronised diosmin + hesperidin
sign_symptom,nausea,0.99941134," occasionally nausea and vomiting, diarrhea with long term use and rarely allergic reactions. ",miconazole nitrate (oral gel)
sign_symptom,febril,0.7041725," nausea, vomiting, febrile reactions, rash, drowsiness, diarrhoea, anorexia and flushing, hepatitis. local irritation and sensitisation, contact dermatitis. ",metronidazole + miconazole nitrate
sign_symptom,drows,0.81367266," nausea, vomiting, febrile reactions, rash, drowsiness, diarrhoea, anorexia and flushing, hepatitis. local irritation and sensitisation, contact dermatitis. ",metronidazole + miconazole nitrate
