Entity Group,Word,Score,Sentence
Medication,nsaids,0.894073,"hypersensitivity to lornoxicam or to any of the excipients thrombocytopenia hypersensitivity (symptoms like asthma, rhinitis, angioedema or urticaria) to other nsaids including acetylsalicylic acid severe heart failure. gastro-intestinal bleeding, cerebrovascular bleeding or other bleeding disorders history of gastrointestinal bleeding or perforation, related to previous nsaids therapy active or history of recurrent peptic ulcer/haemorrhage (two or more distinct episodes of proven ulceration or bleeding) severe hepatic impairment severe renal impairment (serum creatinine &gt; 700 mol/l) the third trimester of pregnancy"
Disease_disorder,peptic ulcer,0.904402,"hypersensitivity to lornoxicam or to any of the excipients thrombocytopenia hypersensitivity (symptoms like asthma, rhinitis, angioedema or urticaria) to other nsaids including acetylsalicylic acid severe heart failure. gastro-intestinal bleeding, cerebrovascular bleeding or other bleeding disorders history of gastrointestinal bleeding or perforation, related to previous nsaids therapy active or history of recurrent peptic ulcer/haemorrhage (two or more distinct episodes of proven ulceration or bleeding) severe hepatic impairment severe renal impairment (serum creatinine &gt; 700 mol/l) the third trimester of pregnancy"
Severity,severe,0.9998241,"hypersensitivity to lornoxicam or to any of the excipients thrombocytopenia hypersensitivity (symptoms like asthma, rhinitis, angioedema or urticaria) to other nsaids including acetylsalicylic acid severe heart failure. gastro-intestinal bleeding, cerebrovascular bleeding or other bleeding disorders history of gastrointestinal bleeding or perforation, related to previous nsaids therapy active or history of recurrent peptic ulcer/haemorrhage (two or more distinct episodes of proven ulceration or bleeding) severe hepatic impairment severe renal impairment (serum creatinine &gt; 700 mol/l) the third trimester of pregnancy"
Severity,severe,0.9998235,"hypersensitivity to lornoxicam or to any of the excipients thrombocytopenia hypersensitivity (symptoms like asthma, rhinitis, angioedema or urticaria) to other nsaids including acetylsalicylic acid severe heart failure. gastro-intestinal bleeding, cerebrovascular bleeding or other bleeding disorders history of gastrointestinal bleeding or perforation, related to previous nsaids therapy active or history of recurrent peptic ulcer/haemorrhage (two or more distinct episodes of proven ulceration or bleeding) severe hepatic impairment severe renal impairment (serum creatinine &gt; 700 mol/l) the third trimester of pregnancy"
Disease_disorder,renal impairment,0.97324836,"hypersensitivity to lornoxicam or to any of the excipients thrombocytopenia hypersensitivity (symptoms like asthma, rhinitis, angioedema or urticaria) to other nsaids including acetylsalicylic acid severe heart failure. gastro-intestinal bleeding, cerebrovascular bleeding or other bleeding disorders history of gastrointestinal bleeding or perforation, related to previous nsaids therapy active or history of recurrent peptic ulcer/haemorrhage (two or more distinct episodes of proven ulceration or bleeding) severe hepatic impairment severe renal impairment (serum creatinine &gt; 700 mol/l) the third trimester of pregnancy"
Detailed_description,serum,0.67081916,"hypersensitivity to lornoxicam or to any of the excipients thrombocytopenia hypersensitivity (symptoms like asthma, rhinitis, angioedema or urticaria) to other nsaids including acetylsalicylic acid severe heart failure. gastro-intestinal bleeding, cerebrovascular bleeding or other bleeding disorders history of gastrointestinal bleeding or perforation, related to previous nsaids therapy active or history of recurrent peptic ulcer/haemorrhage (two or more distinct episodes of proven ulceration or bleeding) severe hepatic impairment severe renal impairment (serum creatinine &gt; 700 mol/l) the third trimester of pregnancy"
Detailed_description,third,0.44789287,"hypersensitivity to lornoxicam or to any of the excipients thrombocytopenia hypersensitivity (symptoms like asthma, rhinitis, angioedema or urticaria) to other nsaids including acetylsalicylic acid severe heart failure. gastro-intestinal bleeding, cerebrovascular bleeding or other bleeding disorders history of gastrointestinal bleeding or perforation, related to previous nsaids therapy active or history of recurrent peptic ulcer/haemorrhage (two or more distinct episodes of proven ulceration or bleeding) severe hepatic impairment severe renal impairment (serum creatinine &gt; 700 mol/l) the third trimester of pregnancy"
Duration,trimester,0.78304666,"hypersensitivity to lornoxicam or to any of the excipients thrombocytopenia hypersensitivity (symptoms like asthma, rhinitis, angioedema or urticaria) to other nsaids including acetylsalicylic acid severe heart failure. gastro-intestinal bleeding, cerebrovascular bleeding or other bleeding disorders history of gastrointestinal bleeding or perforation, related to previous nsaids therapy active or history of recurrent peptic ulcer/haemorrhage (two or more distinct episodes of proven ulceration or bleeding) severe hepatic impairment severe renal impairment (serum creatinine &gt; 700 mol/l) the third trimester of pregnancy"
Duration,pregnancy,0.86205703,"hypersensitivity to lornoxicam or to any of the excipients thrombocytopenia hypersensitivity (symptoms like asthma, rhinitis, angioedema or urticaria) to other nsaids including acetylsalicylic acid severe heart failure. gastro-intestinal bleeding, cerebrovascular bleeding or other bleeding disorders history of gastrointestinal bleeding or perforation, related to previous nsaids therapy active or history of recurrent peptic ulcer/haemorrhage (two or more distinct episodes of proven ulceration or bleeding) severe hepatic impairment severe renal impairment (serum creatinine &gt; 700 mol/l) the third trimester of pregnancy"
Lab_value,strong,0.9267082,hypersensitivity to lorlatinib. concomitant use of strong cyp3a4/5 inducers.
Diagnostic_procedure,cyp3a4 /,0.8242175,hypersensitivity to lorlatinib. concomitant use of strong cyp3a4/5 inducers.
Medication,lorazepam,0.89484715,lorazepam should not be given to patients with a previous sensitivity to benzodiazepines or with acute narrow-angle glaucoma and myasthenia gravis.
Medication,benzodiazepines,0.99358195,lorazepam should not be given to patients with a previous sensitivity to benzodiazepines or with acute narrow-angle glaucoma and myasthenia gravis.
Detailed_description,acute,0.99996567,lorazepam should not be given to patients with a previous sensitivity to benzodiazepines or with acute narrow-angle glaucoma and myasthenia gravis.
Detailed_description,narrow,0.99988866,lorazepam should not be given to patients with a previous sensitivity to benzodiazepines or with acute narrow-angle glaucoma and myasthenia gravis.
Detailed_description,angle,0.99980265,lorazepam should not be given to patients with a previous sensitivity to benzodiazepines or with acute narrow-angle glaucoma and myasthenia gravis.
Sign_symptom,glau,0.61952317,lorazepam should not be given to patients with a previous sensitivity to benzodiazepines or with acute narrow-angle glaucoma and myasthenia gravis.
Sign_symptom,myast,0.5344302,lorazepam should not be given to patients with a previous sensitivity to benzodiazepines or with acute narrow-angle glaucoma and myasthenia gravis.
Sign_symptom,hypersensitivity,0.99980813,loratadine is contraindicated in patients who have shown hypersensitivity or idiosyncrasy to their components.
Sign_symptom,idiosyncrasy,0.99875134,loratadine is contraindicated in patients who have shown hypersensitivity or idiosyncrasy to their components.
Medication,ritonavir,0.92411184,"lopinavir and ritonavir is contraindicated in patients with previously demonstrated clinically significant hypersensitivity (e.g., toxic epidermal necrolysis, stevens-johnson syndrome, erythema multiforme, urticaria, angioedema) to any of its ingredients, including lopinavir and ritonavir. co-administration of lopinavir and ritonavir is contraindicated with drugs that are highly dependent on cyp3a for clearance and for which elevated plasma concentrations are associated with serious and/or life-threatening reactions."
Sign_symptom,hypersensitivity,0.9998195,"lopinavir and ritonavir is contraindicated in patients with previously demonstrated clinically significant hypersensitivity (e.g., toxic epidermal necrolysis, stevens-johnson syndrome, erythema multiforme, urticaria, angioedema) to any of its ingredients, including lopinavir and ritonavir. co-administration of lopinavir and ritonavir is contraindicated with drugs that are highly dependent on cyp3a for clearance and for which elevated plasma concentrations are associated with serious and/or life-threatening reactions."
Medication,ritonavi,0.94117874,"lopinavir and ritonavir is contraindicated in patients with previously demonstrated clinically significant hypersensitivity (e.g., toxic epidermal necrolysis, stevens-johnson syndrome, erythema multiforme, urticaria, angioedema) to any of its ingredients, including lopinavir and ritonavir. co-administration of lopinavir and ritonavir is contraindicated with drugs that are highly dependent on cyp3a for clearance and for which elevated plasma concentrations are associated with serious and/or life-threatening reactions."
Lab_value,elevated,0.99652135,"lopinavir and ritonavir is contraindicated in patients with previously demonstrated clinically significant hypersensitivity (e.g., toxic epidermal necrolysis, stevens-johnson syndrome, erythema multiforme, urticaria, angioedema) to any of its ingredients, including lopinavir and ritonavir. co-administration of lopinavir and ritonavir is contraindicated with drugs that are highly dependent on cyp3a for clearance and for which elevated plasma concentrations are associated with serious and/or life-threatening reactions."
Diagnostic_procedure,plasma,0.9983577,"lopinavir and ritonavir is contraindicated in patients with previously demonstrated clinically significant hypersensitivity (e.g., toxic epidermal necrolysis, stevens-johnson syndrome, erythema multiforme, urticaria, angioedema) to any of its ingredients, including lopinavir and ritonavir. co-administration of lopinavir and ritonavir is contraindicated with drugs that are highly dependent on cyp3a for clearance and for which elevated plasma concentrations are associated with serious and/or life-threatening reactions."
Sign_symptom,hypersensitivity,0.8169254,"hypersensitivity to the drug and in patients who must avoid constipation. loperamide hydrochloride should not be used alone in acute dysentery, which is characterized by blood in the stool and elevated body temperature."
Detailed_description,acute,0.9998679,"hypersensitivity to the drug and in patients who must avoid constipation. loperamide hydrochloride should not be used alone in acute dysentery, which is characterized by blood in the stool and elevated body temperature."
Detailed_description,blood,0.9079267,"hypersensitivity to the drug and in patients who must avoid constipation. loperamide hydrochloride should not be used alone in acute dysentery, which is characterized by blood in the stool and elevated body temperature."
Detailed_description,stool,0.8741264,"hypersensitivity to the drug and in patients who must avoid constipation. loperamide hydrochloride should not be used alone in acute dysentery, which is characterized by blood in the stool and elevated body temperature."
Lab_value,elevated,0.99931586,"hypersensitivity to the drug and in patients who must avoid constipation. loperamide hydrochloride should not be used alone in acute dysentery, which is characterized by blood in the stool and elevated body temperature."
Medication,quinolone,0.83690923,"lomefloxacin is contraindicated in patients with a history of hypersensitivity to lomefloxacin or to other quinolones. lomefloxacin like other drugs in its class, cause arthropathy in juvenile animals. therefore, its use in children, growing adolescents, and pregnant women is not recommended."
Disease_disorder,arthropathy,0.79498494,"lomefloxacin is contraindicated in patients with a history of hypersensitivity to lomefloxacin or to other quinolones. lomefloxacin like other drugs in its class, cause arthropathy in juvenile animals. therefore, its use in children, growing adolescents, and pregnant women is not recommended."
Subject,pregnant women,0.8361702,"lomefloxacin is contraindicated in patients with a history of hypersensitivity to lomefloxacin or to other quinolones. lomefloxacin like other drugs in its class, cause arthropathy in juvenile animals. therefore, its use in children, growing adolescents, and pregnant women is not recommended."
Medication,quino,0.7049089,"hypersensitivity to the active ingredient, to excipients, or to quinolones. long term treatment with antibiotics may enhance development of secondary fungal infections or may support growth of non susceptible bacteria."
Medication,antibiotics,0.99974126,"hypersensitivity to the active ingredient, to excipients, or to quinolones. long term treatment with antibiotics may enhance development of secondary fungal infections or may support growth of non susceptible bacteria."
Disease_disorder,infections,0.85563743,"hypersensitivity to the active ingredient, to excipients, or to quinolones. long term treatment with antibiotics may enhance development of secondary fungal infections or may support growth of non susceptible bacteria."
Disease_disorder,renal,0.42571542,"renal insufficiency, cardiovascular insufficiency, addison's disease and untreated hypothyroidism are all contraindications to lithium therapy."
Disease_disorder,addison ' s disease,0.9004717,"renal insufficiency, cardiovascular insufficiency, addison's disease and untreated hypothyroidism are all contraindications to lithium therapy."
History,untreated,0.8323038,"renal insufficiency, cardiovascular insufficiency, addison's disease and untreated hypothyroidism are all contraindications to lithium therapy."
Medication,lithium,0.8742524,"renal insufficiency, cardiovascular insufficiency, addison's disease and untreated hypothyroidism are all contraindications to lithium therapy."
Disease_disorder,angioedema,0.86239165,"history of angioedema related to previous ace inhibitor treatment, hereditary or idiopathic angioedema. concomitant use with aliskiren in patients with diabetes or renal impairment. pregnancy. children with gfr &lt;30 ml/min/1.73 m 2 ."
Medication,ace inhibitor,0.9993605,"history of angioedema related to previous ace inhibitor treatment, hereditary or idiopathic angioedema. concomitant use with aliskiren in patients with diabetes or renal impairment. pregnancy. children with gfr &lt;30 ml/min/1.73 m 2 ."
Disease_disorder,diabetes,0.7532417,"history of angioedema related to previous ace inhibitor treatment, hereditary or idiopathic angioedema. concomitant use with aliskiren in patients with diabetes or renal impairment. pregnancy. children with gfr &lt;30 ml/min/1.73 m 2 ."
Dosage,30 ml /,0.7754319,"history of angioedema related to previous ace inhibitor treatment, hereditary or idiopathic angioedema. concomitant use with aliskiren in patients with diabetes or renal impairment. pregnancy. children with gfr &lt;30 ml/min/1.73 m 2 ."
History,medullary,0.6999398,personal or family history of medullary thyroid carcinoma or multiple endocrine neoplasia syndrome type-2. hypersensitivity to liraglutide or any excipients in liraglutide. pregnancy
Disease_disorder,thyroid,0.50799346,personal or family history of medullary thyroid carcinoma or multiple endocrine neoplasia syndrome type-2. hypersensitivity to liraglutide or any excipients in liraglutide. pregnancy
History,carcinoma,0.72633743,personal or family history of medullary thyroid carcinoma or multiple endocrine neoplasia syndrome type-2. hypersensitivity to liraglutide or any excipients in liraglutide. pregnancy
History,multiple endoc,0.6872607,personal or family history of medullary thyroid carcinoma or multiple endocrine neoplasia syndrome type-2. hypersensitivity to liraglutide or any excipients in liraglutide. pregnancy
Sign_symptom,hypersensitivity,0.8057407,personal or family history of medullary thyroid carcinoma or multiple endocrine neoplasia syndrome type-2. hypersensitivity to liraglutide or any excipients in liraglutide. pregnancy
Medication,liraglutide,0.9797802,personal or family history of medullary thyroid carcinoma or multiple endocrine neoplasia syndrome type-2. hypersensitivity to liraglutide or any excipients in liraglutide. pregnancy
Medication,liragluti,0.8206669,personal or family history of medullary thyroid carcinoma or multiple endocrine neoplasia syndrome type-2. hypersensitivity to liraglutide or any excipients in liraglutide. pregnancy
History,pregnancy,0.97983265,personal or family history of medullary thyroid carcinoma or multiple endocrine neoplasia syndrome type-2. hypersensitivity to liraglutide or any excipients in liraglutide. pregnancy
Medication,linezolid,0.96585894,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,linezolid,0.9655466,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,linezolid,0.9815543,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Date,within two weeks,0.9166732,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,linezolid,0.97605246,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Disease_disorder,carcinoid syndrome,0.9803959,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,agents,0.88400835,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,vasopressive agents,0.92580605,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,dopaminergic agents,0.9744103,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,anti,0.56621236,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,serotonin,0.7889499,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,- ht1 receptor,0.74796903,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,trip,0.99324304,"linezolid formulations are contraindicated for using in patients who have known hypersensitivity to linezolid or any of the other product components. linezolid should not be used in patients taking any medicinal product which inhibits monoamine oxidases a or b (e.g. phenelzine, isocarboxazid) or within two weeks of taking any such medicinal product. linezolid should not be administered to patients with uncontrolled hypertension, pheochromocytoma, thyrotoxicosis, carcinoid syndrome and/or patients taking directly and indirectly acting sympathomimetic agents (e.g. pseudoephedrine), vasopressive agents (e.g. epinephrine, norepinephrine), dopaminergic agents (e.g. dopamine, dobutamine), serotonin re-uptake inhibitors, tricyclic antidepressants, serotonin 5-ht1 receptor agonists (triptans), meperidine or buspirone."
Medication,linagliptin,0.9444743,"although linagliptin undergoes minimal renal excretion, metformin hydrochloride is known to be substantially excreted by the kidney. the risk of metformin hydrochloride accumulation and lactic acidosis increases with the degree of renal impairment. therefore, this combination is contraindicated in patients with renal impairment. it is also contraindicated in acute or chronic metabolic acidosis (diabetic ketoacidosis) and in hypersensitivity to linagliptin or metformin hydrochloride."
Severity,minimal,0.65185726,"although linagliptin undergoes minimal renal excretion, metformin hydrochloride is known to be substantially excreted by the kidney. the risk of metformin hydrochloride accumulation and lactic acidosis increases with the degree of renal impairment. therefore, this combination is contraindicated in patients with renal impairment. it is also contraindicated in acute or chronic metabolic acidosis (diabetic ketoacidosis) and in hypersensitivity to linagliptin or metformin hydrochloride."
Medication,metform,0.8214979,"although linagliptin undergoes minimal renal excretion, metformin hydrochloride is known to be substantially excreted by the kidney. the risk of metformin hydrochloride accumulation and lactic acidosis increases with the degree of renal impairment. therefore, this combination is contraindicated in patients with renal impairment. it is also contraindicated in acute or chronic metabolic acidosis (diabetic ketoacidosis) and in hypersensitivity to linagliptin or metformin hydrochloride."
Sign_symptom,lactic acidosis,0.9987478,"although linagliptin undergoes minimal renal excretion, metformin hydrochloride is known to be substantially excreted by the kidney. the risk of metformin hydrochloride accumulation and lactic acidosis increases with the degree of renal impairment. therefore, this combination is contraindicated in patients with renal impairment. it is also contraindicated in acute or chronic metabolic acidosis (diabetic ketoacidosis) and in hypersensitivity to linagliptin or metformin hydrochloride."
Detailed_description,acute,0.9999522,"although linagliptin undergoes minimal renal excretion, metformin hydrochloride is known to be substantially excreted by the kidney. the risk of metformin hydrochloride accumulation and lactic acidosis increases with the degree of renal impairment. therefore, this combination is contraindicated in patients with renal impairment. it is also contraindicated in acute or chronic metabolic acidosis (diabetic ketoacidosis) and in hypersensitivity to linagliptin or metformin hydrochloride."
Detailed_description,chronic,0.99991846,"although linagliptin undergoes minimal renal excretion, metformin hydrochloride is known to be substantially excreted by the kidney. the risk of metformin hydrochloride accumulation and lactic acidosis increases with the degree of renal impairment. therefore, this combination is contraindicated in patients with renal impairment. it is also contraindicated in acute or chronic metabolic acidosis (diabetic ketoacidosis) and in hypersensitivity to linagliptin or metformin hydrochloride."
Disease_disorder,metabolic acidosis,0.9996287,"although linagliptin undergoes minimal renal excretion, metformin hydrochloride is known to be substantially excreted by the kidney. the risk of metformin hydrochloride accumulation and lactic acidosis increases with the degree of renal impairment. therefore, this combination is contraindicated in patients with renal impairment. it is also contraindicated in acute or chronic metabolic acidosis (diabetic ketoacidosis) and in hypersensitivity to linagliptin or metformin hydrochloride."
Medication,linaglipt,0.98078793,"although linagliptin undergoes minimal renal excretion, metformin hydrochloride is known to be substantially excreted by the kidney. the risk of metformin hydrochloride accumulation and lactic acidosis increases with the degree of renal impairment. therefore, this combination is contraindicated in patients with renal impairment. it is also contraindicated in acute or chronic metabolic acidosis (diabetic ketoacidosis) and in hypersensitivity to linagliptin or metformin hydrochloride."
Medication,metform,0.980567,"although linagliptin undergoes minimal renal excretion, metformin hydrochloride is known to be substantially excreted by the kidney. the risk of metformin hydrochloride accumulation and lactic acidosis increases with the degree of renal impairment. therefore, this combination is contraindicated in patients with renal impairment. it is also contraindicated in acute or chronic metabolic acidosis (diabetic ketoacidosis) and in hypersensitivity to linagliptin or metformin hydrochloride."
Sign_symptom,hypersensitivity,0.95460916,hypersensitivity to the drug or any other ingredients.
Coreference,drug,0.6144448,hypersensitivity to the drug or any other ingredients.
Detailed_description,acute,0.9184094,"allergic to any ingredient in the vaccine. suffering from acute diseases, severe chronic diseases, acute exacerbation of chronic diseases and fever. pregnant women. immune deficiency, immune dysfunction or receiving immunosuppressive therapy. suffering from encephalopathy, uncontrolled epilepsy and other progressive neurological diseases."
Severity,severe,0.99960047,"allergic to any ingredient in the vaccine. suffering from acute diseases, severe chronic diseases, acute exacerbation of chronic diseases and fever. pregnant women. immune deficiency, immune dysfunction or receiving immunosuppressive therapy. suffering from encephalopathy, uncontrolled epilepsy and other progressive neurological diseases."
Detailed_description,acute,0.9964307,"allergic to any ingredient in the vaccine. suffering from acute diseases, severe chronic diseases, acute exacerbation of chronic diseases and fever. pregnant women. immune deficiency, immune dysfunction or receiving immunosuppressive therapy. suffering from encephalopathy, uncontrolled epilepsy and other progressive neurological diseases."
Disease_disorder,diseases,0.41482058,"allergic to any ingredient in the vaccine. suffering from acute diseases, severe chronic diseases, acute exacerbation of chronic diseases and fever. pregnant women. immune deficiency, immune dysfunction or receiving immunosuppressive therapy. suffering from encephalopathy, uncontrolled epilepsy and other progressive neurological diseases."
Disease_disorder,immune,0.8136541,"allergic to any ingredient in the vaccine. suffering from acute diseases, severe chronic diseases, acute exacerbation of chronic diseases and fever. pregnant women. immune deficiency, immune dysfunction or receiving immunosuppressive therapy. suffering from encephalopathy, uncontrolled epilepsy and other progressive neurological diseases."
Disease_disorder,epilepsy,0.6732654,"allergic to any ingredient in the vaccine. suffering from acute diseases, severe chronic diseases, acute exacerbation of chronic diseases and fever. pregnant women. immune deficiency, immune dysfunction or receiving immunosuppressive therapy. suffering from encephalopathy, uncontrolled epilepsy and other progressive neurological diseases."
Medication,maprotili,0.98903686,maprotiline hydrochloride tab lets are contraindicated in patients hypersensitive to maprotiline and in patients with known or suspected seizure disorders. it should not be given concomitantly with monoamine oxidase (mao) inhibitors. a minimum of 14 days should be allowed to elapse after discontinuation of mao inhibitors before treatment with maprotiline is initiated. effects should be monitored with gradual increase in dosage until optimum response is achieved. the drug is not recommended for use during the acute phase of myocardial infarction.
Medication,hydrochloride tab lets,0.8832121,maprotiline hydrochloride tab lets are contraindicated in patients hypersensitive to maprotiline and in patients with known or suspected seizure disorders. it should not be given concomitantly with monoamine oxidase (mao) inhibitors. a minimum of 14 days should be allowed to elapse after discontinuation of mao inhibitors before treatment with maprotiline is initiated. effects should be monitored with gradual increase in dosage until optimum response is achieved. the drug is not recommended for use during the acute phase of myocardial infarction.
