group,indication,Score,drug_class,generic_name
diagnostic_procedure,vitamin combined preparations,0.8556504,specific mineral & vitamin combined preparations,calcium carbonate [eggshell source] + vitamin d3
diagnostic_procedure,vitamin combined preparations,0.8556504,specific mineral & vitamin combined preparations,calcium carbonate [coral source] + vitamin d3
diagnostic_procedure,vitamin combined preparations,0.8556504,specific mineral & vitamin combined preparations,calcium carbonate [algae source] + vitamin d3
diagnostic_procedure,vitamin combined preparations,0.8556504,specific mineral & vitamin combined preparations,calcium + vitamin d3 + vitamin c + vitamin e + multimineral
diagnostic_procedure,vitamin combined preparations,0.8556504,specific mineral & vitamin combined preparations,calcitriol + calcium citrate
diagnostic_procedure,vitamin combined preparations,0.8556504,specific mineral & vitamin combined preparations,folic acid + zinc sulfate monohydrate
diagnostic_procedure,vitamin combined preparations,0.8556504,specific mineral & vitamin combined preparations,multivitamin & multimineral
diagnostic_procedure,vitamin combined preparations,0.8556504,specific mineral & vitamin combined preparations,undenatured type ii collagen + glucosamine sulfate + boswellia serrata + boron
diagnostic_procedure,vitamin combined preparations,0.8556504,specific mineral & vitamin combined preparations,vitamin b complex + zinc
therapeutic_procedure,supportive care therapy,0.99980927,supportive care therapy,calcium folinate [folinic acid]
therapeutic_procedure,supportive care therapy,0.99980927,supportive care therapy,granisetron
medication,drugs,0.95356506,drugs used in ano-rectal region,calcium dobesilate + lidocaine + dexamethasone
medication,drugs,0.95356506,drugs used in ano-rectal region,hydrocortisone + lidocaine
medication,drugs,0.95356506,drugs used in ano-rectal region,nitroglycerin (ointment)
diagnostic_procedure,vaso,0.66527754,vaso protective,calcium dobesilate
detailed_description,protective,0.38141567,vaso protective,calcium dobesilate
detailed_description,broad spectrum,0.9998385,broad spectrum penicillins,amoxicillin trihydrate
detailed_description,broad spectrum,0.9998385,broad spectrum penicillins,amoxicillin + clavulanic acid
medication,penicillins,0.9944852,broad spectrum penicillins,amoxicillin trihydrate
medication,penicillins,0.9944852,broad spectrum penicillins,amoxicillin + clavulanic acid
medication,anti - fibrinolytic drugs,0.9921707,anti-fibrinolytic drugs,aminocaproic acid
medication,anti - fibrinolytic drugs,0.9921707,anti-fibrinolytic drugs,coagulation factor viia [eptacog alfa]
medication,anti - fibrinolytic drugs,0.9921707,anti-fibrinolytic drugs,monosemicarbazone adrenochrome
medication,anti - fibrinolytic drugs,0.9921707,anti-fibrinolytic drugs,tranexamic acid
detailed_description,other genito - urinary,0.91675025,other genito-urinary preparations,amino acid keto analogues
detailed_description,other genito - urinary,0.91675025,other genito-urinary preparations,methenamine hippurate
detailed_description,other genito - urinary,0.91675025,other genito-urinary preparations,pentosan polysulfate sodium
detailed_description,other genito - urinary,0.91675025,other genito-urinary preparations,trospium chloride
therapeutic_procedure,preparations,0.55213255,other genito-urinary preparations,amino acid keto analogues
therapeutic_procedure,preparations,0.55213255,other genito-urinary preparations,methenamine hippurate
therapeutic_procedure,preparations,0.55213255,other genito-urinary preparations,pentosan polysulfate sodium
therapeutic_procedure,preparations,0.55213255,other genito-urinary preparations,trospium chloride
medication,drugs acting,0.89863664,drugs acting on the uterus,carboprost tromethamine
medication,drugs acting,0.89863664,drugs acting on the uterus,carbetocin
medication,drugs acting,0.89863664,drugs acting on the uterus,ergometrine maleate
medication,drugs acting,0.89863664,drugs acting on the uterus,leuprorelin acetate
medication,drugs acting,0.89863664,drugs acting on the uterus,methylergonovine maleate
medication,drugs acting,0.89863664,drugs acting on the uterus,mifepristone
medication,drugs acting,0.89863664,drugs acting on the uterus,oxytocin
medication,drugs acting,0.89863664,drugs acting on the uterus,ritodrine hydrochloride
medication,drugs acting,0.89863664,drugs acting on the uterus,ulipristal acetate [for uterine fibroids]
medication,drugs acting,0.89863664,drugs acting on the uterus,ulipristal acetate [for emergency contraception]
biological_structure,uterus,0.9999216,drugs acting on the uterus,carboprost tromethamine
biological_structure,uterus,0.9999216,drugs acting on the uterus,carbetocin
biological_structure,uterus,0.9999216,drugs acting on the uterus,ergometrine maleate
biological_structure,uterus,0.9999216,drugs acting on the uterus,leuprorelin acetate
biological_structure,uterus,0.9999216,drugs acting on the uterus,methylergonovine maleate
biological_structure,uterus,0.9999216,drugs acting on the uterus,mifepristone
biological_structure,uterus,0.9999216,drugs acting on the uterus,oxytocin
biological_structure,uterus,0.9999216,drugs acting on the uterus,ritodrine hydrochloride
biological_structure,uterus,0.9999216,drugs acting on the uterus,ulipristal acetate [for uterine fibroids]
biological_structure,uterus,0.9999216,drugs acting on the uterus,ulipristal acetate [for emergency contraception]
diagnostic_procedure,iron,0.4869076,"iron, vitamin & mineral combined preparation",carbonyl iron + folic acid + zinc sulfate + vitamin b complex + vitamin c
diagnostic_procedure,iron,0.4869076,"iron, vitamin & mineral combined preparation",carbonyl iron + folic acid + zinc sulfate
diagnostic_procedure,iron,0.4869076,"iron, vitamin & mineral combined preparation",ferrous ascorbate + folic acid + zinc sulfate
diagnostic_procedure,iron,0.4869076,"iron, vitamin & mineral combined preparation",ferrous sulfate + folic acid + zinc sulfate
diagnostic_procedure,iron,0.4869076,"iron, vitamin & mineral combined preparation",iron polymaltose complex + folic acid + zinc sulfate
diagnostic_procedure,iron,0.4869076,"iron, vitamin & mineral combined preparation",iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate
diagnostic_procedure,iron,0.4869076,"iron, vitamin & mineral combined preparation",iron + folic acid + vitamin a + vitamin c + zinc
diagnostic_procedure,iron,0.4869076,"iron, vitamin & mineral combined preparation",multivitamins & multiminerals [a-z prenatal preparation]
therapeutic_procedure,", vitamin & mineral",0.7068267,"iron, vitamin & mineral combined preparation",carbonyl iron + folic acid + zinc sulfate + vitamin b complex + vitamin c
therapeutic_procedure,", vitamin & mineral",0.7068267,"iron, vitamin & mineral combined preparation",carbonyl iron + folic acid + zinc sulfate
therapeutic_procedure,", vitamin & mineral",0.7068267,"iron, vitamin & mineral combined preparation",ferrous ascorbate + folic acid + zinc sulfate
therapeutic_procedure,", vitamin & mineral",0.7068267,"iron, vitamin & mineral combined preparation",ferrous sulfate + folic acid + zinc sulfate
therapeutic_procedure,", vitamin & mineral",0.7068267,"iron, vitamin & mineral combined preparation",iron polymaltose complex + folic acid + zinc sulfate
therapeutic_procedure,", vitamin & mineral",0.7068267,"iron, vitamin & mineral combined preparation",iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate
therapeutic_procedure,", vitamin & mineral",0.7068267,"iron, vitamin & mineral combined preparation",iron + folic acid + vitamin a + vitamin c + zinc
therapeutic_procedure,", vitamin & mineral",0.7068267,"iron, vitamin & mineral combined preparation",multivitamins & multiminerals [a-z prenatal preparation]
therapeutic_procedure,combined preparation,0.97044134,"iron, vitamin & mineral combined preparation",carbonyl iron + folic acid + zinc sulfate + vitamin b complex + vitamin c
therapeutic_procedure,combined preparation,0.97044134,"iron, vitamin & mineral combined preparation",carbonyl iron + folic acid + zinc sulfate
therapeutic_procedure,combined preparation,0.97044134,"iron, vitamin & mineral combined preparation",ferrous ascorbate + folic acid + zinc sulfate
therapeutic_procedure,combined preparation,0.97044134,"iron, vitamin & mineral combined preparation",ferrous sulfate + folic acid + zinc sulfate
therapeutic_procedure,combined preparation,0.97044134,"iron, vitamin & mineral combined preparation",iron polymaltose complex + folic acid + zinc sulfate
therapeutic_procedure,combined preparation,0.97044134,"iron, vitamin & mineral combined preparation",iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate
therapeutic_procedure,combined preparation,0.97044134,"iron, vitamin & mineral combined preparation",iron + folic acid + vitamin a + vitamin c + zinc
therapeutic_procedure,combined preparation,0.97044134,"iron, vitamin & mineral combined preparation",multivitamins & multiminerals [a-z prenatal preparation]
diagnostic_procedure,iron &,0.7370105,iron & vitamin combined preparations,carbonyl iron + folic acid
diagnostic_procedure,iron &,0.7370105,iron & vitamin combined preparations,ferrous sulfate + folic acid
diagnostic_procedure,iron &,0.7370105,iron & vitamin combined preparations,ferrous fumarate + folic acid
diagnostic_procedure,iron &,0.7370105,iron & vitamin combined preparations,iron polymaltose complex + vitamin b complex + zinc
diagnostic_procedure,iron &,0.7370105,iron & vitamin combined preparations,iron polymaltose complex + folic acid + zinc + vitamin b-complex
diagnostic_procedure,iron &,0.7370105,iron & vitamin combined preparations,iron + folic acid + vitamin b complex + vitamine c + zinc sulfate
diagnostic_procedure,iron &,0.7370105,iron & vitamin combined preparations,iron + folic acid + vitamin b complex + vitamin c
diagnostic_procedure,iron &,0.7370105,iron & vitamin combined preparations,vitamin b12 + elemental iron + folic acid
diagnostic_procedure,vitamin,0.6036233,iron & vitamin combined preparations,carbonyl iron + folic acid
diagnostic_procedure,vitamin,0.6036233,iron & vitamin combined preparations,ferrous sulfate + folic acid
diagnostic_procedure,vitamin,0.6036233,iron & vitamin combined preparations,ferrous fumarate + folic acid
diagnostic_procedure,vitamin,0.6036233,iron & vitamin combined preparations,iron polymaltose complex + vitamin b complex + zinc
diagnostic_procedure,vitamin,0.6036233,iron & vitamin combined preparations,iron polymaltose complex + folic acid + zinc + vitamin b-complex
diagnostic_procedure,vitamin,0.6036233,iron & vitamin combined preparations,iron + folic acid + vitamin b complex + vitamine c + zinc sulfate
diagnostic_procedure,vitamin,0.6036233,iron & vitamin combined preparations,iron + folic acid + vitamin b complex + vitamin c
diagnostic_procedure,vitamin,0.6036233,iron & vitamin combined preparations,vitamin b12 + elemental iron + folic acid
therapeutic_procedure,combined preparations,0.60898983,iron & vitamin combined preparations,carbonyl iron + folic acid
therapeutic_procedure,combined preparations,0.60898983,iron & vitamin combined preparations,ferrous sulfate + folic acid
therapeutic_procedure,combined preparations,0.60898983,iron & vitamin combined preparations,ferrous fumarate + folic acid
therapeutic_procedure,combined preparations,0.60898983,iron & vitamin combined preparations,iron polymaltose complex + vitamin b complex + zinc
therapeutic_procedure,combined preparations,0.60898983,iron & vitamin combined preparations,iron polymaltose complex + folic acid + zinc + vitamin b-complex
therapeutic_procedure,combined preparations,0.60898983,iron & vitamin combined preparations,iron + folic acid + vitamin b complex + vitamine c + zinc sulfate
therapeutic_procedure,combined preparations,0.60898983,iron & vitamin combined preparations,iron + folic acid + vitamin b complex + vitamin c
therapeutic_procedure,combined preparations,0.60898983,iron & vitamin combined preparations,vitamin b12 + elemental iron + folic acid
medication,anti - thyroid drugs,0.9804871,anti-thyroid drugs,carbimazole
medication,anti - thyroid drugs,0.9804871,anti-thyroid drugs,methimazole
detailed_description,primary,0.8668321,primary anti-epileptic drugs,carbamazepine
detailed_description,primary,0.8668321,primary anti-epileptic drugs,diazepam
detailed_description,primary,0.8668321,primary anti-epileptic drugs,ethosuximide
detailed_description,primary,0.8668321,primary anti-epileptic drugs,lamotrigine
detailed_description,primary,0.8668321,primary anti-epileptic drugs,sodium valproate
medication,anti - epileptic drugs,0.95162493,primary anti-epileptic drugs,carbamazepine
medication,anti - epileptic drugs,0.95162493,primary anti-epileptic drugs,diazepam
medication,anti - epileptic drugs,0.95162493,primary anti-epileptic drugs,ethosuximide
medication,anti - epileptic drugs,0.95162493,primary anti-epileptic drugs,lamotrigine
medication,anti - epileptic drugs,0.95162493,primary anti-epileptic drugs,sodium valproate
medication,angiotensin - converting enzyme ( ace ) inhibitors,0.9058756,angiotensin-converting enzyme (ace) inhibitors,captopril
medication,angiotensin - converting enzyme ( ace ) inhibitors,0.9058756,angiotensin-converting enzyme (ace) inhibitors,enalapril maleate
medication,angiotensin - converting enzyme ( ace ) inhibitors,0.9058756,angiotensin-converting enzyme (ace) inhibitors,lisinopril
medication,angiotensin - converting enzyme ( ace ) inhibitors,0.9058756,angiotensin-converting enzyme (ace) inhibitors,perindopril arginine
medication,angiotensin - converting enzyme ( ace ) inhibitors,0.9058756,angiotensin-converting enzyme (ace) inhibitors,ramipril
therapeutic_procedure,emollients,0.62640846,emollients & combined preparations,caprylic + capric triglyceride
therapeutic_procedure,emollients,0.62640846,emollients & combined preparations,emollient [cepalin+allantoin]
therapeutic_procedure,emollients,0.62640846,emollients & combined preparations,lactic acid + sodium pca
therapeutic_procedure,emollients,0.62640846,emollients & combined preparations,light liquid paraffin + white soft paraffin + glycerine
therapeutic_procedure,emollients,0.62640846,emollients & combined preparations,white soft paraffin + liquid paraffin + wool alcohol
therapeutic_procedure,emollients,0.62640846,emollients & combined preparations,white soft paraffin + liquid paraffin
therapeutic_procedure,emollients,0.62640846,emollients & combined preparations,zinc oxide + virgin castor oil
diagnostic_procedure,combined,0.5003123,emollients & combined preparations,caprylic + capric triglyceride
diagnostic_procedure,combined,0.5003123,emollients & combined preparations,emollient [cepalin+allantoin]
diagnostic_procedure,combined,0.5003123,emollients & combined preparations,lactic acid + sodium pca
diagnostic_procedure,combined,0.5003123,emollients & combined preparations,light liquid paraffin + white soft paraffin + glycerine
diagnostic_procedure,combined,0.5003123,emollients & combined preparations,white soft paraffin + liquid paraffin + wool alcohol
diagnostic_procedure,combined,0.5003123,emollients & combined preparations,white soft paraffin + liquid paraffin
diagnostic_procedure,combined,0.5003123,emollients & combined preparations,zinc oxide + virgin castor oil
therapeutic_procedure,preparations,0.91607124,emollients & combined preparations,caprylic + capric triglyceride
therapeutic_procedure,preparations,0.91607124,emollients & combined preparations,emollient [cepalin+allantoin]
therapeutic_procedure,preparations,0.91607124,emollients & combined preparations,lactic acid + sodium pca
therapeutic_procedure,preparations,0.91607124,emollients & combined preparations,light liquid paraffin + white soft paraffin + glycerine
therapeutic_procedure,preparations,0.91607124,emollients & combined preparations,white soft paraffin + liquid paraffin + wool alcohol
therapeutic_procedure,preparations,0.91607124,emollients & combined preparations,white soft paraffin + liquid paraffin
therapeutic_procedure,preparations,0.91607124,emollients & combined preparations,zinc oxide + virgin castor oil
medication,sodium - glucose cotransporter - 2 (,0.98077935,sodium-glucose cotransporter-2 (sglt2) inhibitors,canagliflozin hemihydrate
medication,sodium - glucose cotransporter - 2 (,0.98077935,sodium-glucose cotransporter-2 (sglt2) inhibitors,dapagliflozin propanediol
medication,sodium - glucose cotransporter - 2 (,0.98077935,sodium-glucose cotransporter-2 (sglt2) inhibitors,empagliflozin
medication,sodium - glucose cotransporter - 2 (,0.98077935,sodium-glucose cotransporter-2 (sglt2) inhibitors,ertugliflozin
medication,sglt2 ) inhibitors,0.99799186,sodium-glucose cotransporter-2 (sglt2) inhibitors,canagliflozin hemihydrate
medication,sglt2 ) inhibitors,0.99799186,sodium-glucose cotransporter-2 (sglt2) inhibitors,dapagliflozin propanediol
medication,sglt2 ) inhibitors,0.99799186,sodium-glucose cotransporter-2 (sglt2) inhibitors,empagliflozin
medication,sglt2 ) inhibitors,0.99799186,sodium-glucose cotransporter-2 (sglt2) inhibitors,ertugliflozin
sign_symptom,hyper,0.9997483,hyperkalaemia products,calcium polystyrene sulfonate
medication,products,0.4055858,hyperkalaemia products,calcium polystyrene sulfonate
diagnostic_procedure,dipeptidyl peptidase - 4,0.9603221,dipeptidyl peptidase-4 (dpp-4) inhibitor,alogliptin benzoate
diagnostic_procedure,dipeptidyl peptidase - 4,0.9603221,dipeptidyl peptidase-4 (dpp-4) inhibitor,linagliptin
diagnostic_procedure,dipeptidyl peptidase - 4,0.9603221,dipeptidyl peptidase-4 (dpp-4) inhibitor,saxagliptin
diagnostic_procedure,dipeptidyl peptidase - 4,0.9603221,dipeptidyl peptidase-4 (dpp-4) inhibitor,sitagliptin
diagnostic_procedure,dipeptidyl peptidase - 4,0.9603221,dipeptidyl peptidase-4 (dpp-4) inhibitor,trelagliptin succinate
diagnostic_procedure,dipeptidyl peptidase - 4,0.9603221,dipeptidyl peptidase-4 (dpp-4) inhibitor,vildagliptin
medication,dpp - 4,0.9439951,dipeptidyl peptidase-4 (dpp-4) inhibitor,alogliptin benzoate
medication,dpp - 4,0.9439951,dipeptidyl peptidase-4 (dpp-4) inhibitor,linagliptin
medication,dpp - 4,0.9439951,dipeptidyl peptidase-4 (dpp-4) inhibitor,saxagliptin
medication,dpp - 4,0.9439951,dipeptidyl peptidase-4 (dpp-4) inhibitor,sitagliptin
medication,dpp - 4,0.9439951,dipeptidyl peptidase-4 (dpp-4) inhibitor,trelagliptin succinate
medication,dpp - 4,0.9439951,dipeptidyl peptidase-4 (dpp-4) inhibitor,vildagliptin
medication,inhibitor,0.98893934,dipeptidyl peptidase-4 (dpp-4) inhibitor,alogliptin benzoate
medication,inhibitor,0.98893934,dipeptidyl peptidase-4 (dpp-4) inhibitor,linagliptin
medication,inhibitor,0.98893934,dipeptidyl peptidase-4 (dpp-4) inhibitor,saxagliptin
medication,inhibitor,0.98893934,dipeptidyl peptidase-4 (dpp-4) inhibitor,sitagliptin
medication,inhibitor,0.98893934,dipeptidyl peptidase-4 (dpp-4) inhibitor,trelagliptin succinate
medication,inhibitor,0.98893934,dipeptidyl peptidase-4 (dpp-4) inhibitor,vildagliptin
medication,5 - ht,0.63553655,5-ht agonists,almotriptan
medication,5 - ht,0.63553655,5-ht agonists,naftidrofuryl oxalate
medication,5 - ht,0.63553655,5-ht agonists,rizatriptan benzoate
medication,5 - ht,0.63553655,5-ht agonists,sumatriptan
medication,5 - ht,0.63553655,5-ht agonists,zolmitriptan
diagnostic_procedure,agonists,0.71888846,5-ht agonists,almotriptan
diagnostic_procedure,agonists,0.71888846,5-ht agonists,naftidrofuryl oxalate
diagnostic_procedure,agonists,0.71888846,5-ht agonists,rizatriptan benzoate
diagnostic_procedure,agonists,0.71888846,5-ht agonists,sumatriptan
diagnostic_procedure,agonists,0.71888846,5-ht agonists,zolmitriptan
therapeutic_procedure,cerebral vasodilator,0.66130346,cerebral vasodilator & neurosensory oxygenator drugs,almitrine bismesylate + raubasine
therapeutic_procedure,cerebral vasodilator,0.66130346,cerebral vasodilator & neurosensory oxygenator drugs,vinpocetine
therapeutic_procedure,neurosensory oxygenator,0.8931933,cerebral vasodilator & neurosensory oxygenator drugs,almitrine bismesylate + raubasine
therapeutic_procedure,neurosensory oxygenator,0.8931933,cerebral vasodilator & neurosensory oxygenator drugs,vinpocetine
medication,drugs,0.8164159,cerebral vasodilator & neurosensory oxygenator drugs,almitrine bismesylate + raubasine
medication,drugs,0.8164159,cerebral vasodilator & neurosensory oxygenator drugs,vinpocetine
diagnostic_procedure,female,0.7388669,female sex hormones,allylestrenol
diagnostic_procedure,female,0.7388669,female sex hormones,choriogonadotropin alpha
diagnostic_procedure,female,0.7388669,female sex hormones,conjugated estrogen + bazedoxifene
diagnostic_procedure,female,0.7388669,female sex hormones,conjugated estrogen (tablet)
diagnostic_procedure,female,0.7388669,female sex hormones,conjugated estrogen (cream)
diagnostic_procedure,female,0.7388669,female sex hormones,dienogest + estradiol valerate
diagnostic_procedure,female,0.7388669,female sex hormones,dienogest
diagnostic_procedure,female,0.7388669,female sex hormones,dydrogesterone
diagnostic_procedure,female,0.7388669,female sex hormones,estriol (oral)
diagnostic_procedure,female,0.7388669,female sex hormones,estradiol valerate
diagnostic_procedure,female,0.7388669,female sex hormones,estradiol
diagnostic_procedure,female,0.7388669,female sex hormones,estriol (vaginal)
diagnostic_procedure,female,0.7388669,female sex hormones,human menopausal gonadotrophin
diagnostic_procedure,female,0.7388669,female sex hormones,human chorionic gonadotrophin
diagnostic_procedure,female,0.7388669,female sex hormones,lynestrenol
diagnostic_procedure,female,0.7388669,female sex hormones,medroxyprogesterone acetate (tablet)
diagnostic_procedure,female,0.7388669,female sex hormones,medroxyprogesterone acetate (injection)
diagnostic_procedure,female,0.7388669,female sex hormones,norethisterone acetate
diagnostic_procedure,female,0.7388669,female sex hormones,progesterone (capsule)
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,allylestrenol
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,choriogonadotropin alpha
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,conjugated estrogen + bazedoxifene
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,conjugated estrogen (tablet)
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,conjugated estrogen (cream)
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,dienogest + estradiol valerate
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,dienogest
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,dydrogesterone
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,estriol (oral)
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,estradiol valerate
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,estradiol
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,estriol (vaginal)
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,human menopausal gonadotrophin
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,human chorionic gonadotrophin
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,lynestrenol
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,medroxyprogesterone acetate (tablet)
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,medroxyprogesterone acetate (injection)
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,norethisterone acetate
diagnostic_procedure,sex hormones,0.96235657,female sex hormones,progesterone (capsule)
detailed_description,second generation,0.9906224,second generation cephalosporins,cefprozil
detailed_description,second generation,0.9906224,second generation cephalosporins,cefoxitin
detailed_description,second generation,0.9906224,second generation cephalosporins,cefaclor monohydrate
detailed_description,second generation,0.9906224,second generation cephalosporins,cefuroxime axetil + clavulanic acid
detailed_description,second generation,0.9906224,second generation cephalosporins,cefuroxime axetil
medication,cephalosporins,0.9127083,second generation cephalosporins,cefprozil
medication,cephalosporins,0.9127083,second generation cephalosporins,cefoxitin
medication,cephalosporins,0.9127083,second generation cephalosporins,cefaclor monohydrate
medication,cephalosporins,0.9127083,second generation cephalosporins,cefuroxime axetil + clavulanic acid
medication,cephalosporins,0.9127083,second generation cephalosporins,cefuroxime axetil
detailed_description,third generation,0.96252537,third generation cephalosporins,cefpodoxime proxetil + clavulanic acid
detailed_description,third generation,0.96252537,third generation cephalosporins,cefpodoxime proxetil
detailed_description,third generation,0.96252537,third generation cephalosporins,cefotaxime
detailed_description,third generation,0.96252537,third generation cephalosporins,cefoperazone sodium
detailed_description,third generation,0.96252537,third generation cephalosporins,cefixime trihydrate
detailed_description,third generation,0.96252537,third generation cephalosporins,cefditoren
detailed_description,third generation,0.96252537,third generation cephalosporins,cefdinir
detailed_description,third generation,0.96252537,third generation cephalosporins,ceftriaxone sodium
detailed_description,third generation,0.96252537,third generation cephalosporins,ceftibuten dihydrate
detailed_description,third generation,0.96252537,third generation cephalosporins,ceftazidime pentahydrate
medication,cephalosporins,0.8801459,third generation cephalosporins,cefpodoxime proxetil + clavulanic acid
medication,cephalosporins,0.8801459,third generation cephalosporins,cefpodoxime proxetil
medication,cephalosporins,0.8801459,third generation cephalosporins,cefotaxime
medication,cephalosporins,0.8801459,third generation cephalosporins,cefoperazone sodium
medication,cephalosporins,0.8801459,third generation cephalosporins,cefixime trihydrate
medication,cephalosporins,0.8801459,third generation cephalosporins,cefditoren
medication,cephalosporins,0.8801459,third generation cephalosporins,cefdinir
medication,cephalosporins,0.8801459,third generation cephalosporins,ceftriaxone sodium
medication,cephalosporins,0.8801459,third generation cephalosporins,ceftibuten dihydrate
medication,cephalosporins,0.8801459,third generation cephalosporins,ceftazidime pentahydrate
detailed_description,fourth generation,0.9799978,fourth generation cephalosporins,cefpirome sulphate
detailed_description,fourth generation,0.9799978,fourth generation cephalosporins,cefepime hydrochloride
medication,cephalosporins,0.8631283,fourth generation cephalosporins,cefpirome sulphate
medication,cephalosporins,0.8631283,fourth generation cephalosporins,cefepime hydrochloride
detailed_description,first generation,0.9979868,first generation cephalosporins,cefazolin sodium
detailed_description,first generation,0.9979868,first generation cephalosporins,cefadroxil monohydrate
detailed_description,first generation,0.9979868,first generation cephalosporins,cephalexin
detailed_description,first generation,0.9979868,first generation cephalosporins,cephradine
medication,cephalosporins,0.95736426,first generation cephalosporins,cefazolin sodium
medication,cephalosporins,0.95736426,first generation cephalosporins,cefadroxil monohydrate
medication,cephalosporins,0.95736426,first generation cephalosporins,cephalexin
medication,cephalosporins,0.95736426,first generation cephalosporins,cephradine
medication,alpha adrenoceptor blocking drugs,0.99942863,alpha adrenoceptor blocking drugs,carvedilol
medication,alpha adrenoceptor blocking drugs,0.99942863,alpha adrenoceptor blocking drugs,labetalol hydrochloride (tablet)
medication,alpha adrenoceptor blocking drugs,0.99942863,alpha adrenoceptor blocking drugs,labetalol hydrochloride (injection)
medication,alpha adrenoceptor blocking drugs,0.99942863,alpha adrenoceptor blocking drugs,prazosin hydrochloride
medication,alpha adrenoceptor blocking drugs,0.99942863,alpha adrenoceptor blocking drugs,terazosin hydrochloride
medication,drugs,0.86477864,drugs for dry eyes,carmellose sodium
medication,drugs,0.86477864,drugs for dry eyes,carboxymethylcellulose sodium + hypromellose
medication,drugs,0.86477864,drugs for dry eyes,carboxymethylcellulose sodium + glycerin
medication,drugs,0.86477864,drugs for dry eyes,cyclosporine (ophthalmic)
medication,drugs,0.86477864,drugs for dry eyes,dextran + hypromellose
medication,drugs,0.86477864,drugs for dry eyes,glycerol + hypromellose + polyethylene glycol 400
medication,drugs,0.86477864,drugs for dry eyes,hypromellose + carbomer
medication,drugs,0.86477864,drugs for dry eyes,hypromellose
medication,drugs,0.86477864,drugs for dry eyes,hydroxypropyl methylcellulose
medication,drugs,0.86477864,drugs for dry eyes,polyethylene glycol + propylene glycol
medication,drugs,0.86477864,drugs for dry eyes,sodium hyaluronate + carboxymethylcellulose sodium
medication,drugs,0.86477864,drugs for dry eyes,sodium hyaluronate (ophthalmic)
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,carmellose sodium
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,carboxymethylcellulose sodium + hypromellose
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,carboxymethylcellulose sodium + glycerin
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,cyclosporine (ophthalmic)
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,dextran + hypromellose
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,glycerol + hypromellose + polyethylene glycol 400
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,hypromellose + carbomer
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,hypromellose
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,hydroxypropyl methylcellulose
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,polyethylene glycol + propylene glycol
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,sodium hyaluronate + carboxymethylcellulose sodium
sign_symptom,dry eyes,0.8348382,drugs for dry eyes,sodium hyaluronate (ophthalmic)
detailed_description,locally acting,0.99757016,locally acting skeletal muscle relaxants,carisoprodol
detailed_description,locally acting,0.99757016,locally acting skeletal muscle relaxants,cyclobenzaprine hydrochloride
medication,skeletal muscle relaxants,0.9982221,locally acting skeletal muscle relaxants,carisoprodol
medication,skeletal muscle relaxants,0.9982221,locally acting skeletal muscle relaxants,cyclobenzaprine hydrochloride
disease_disorder,tachycardia,0.843559,paroxysmal supraventricular tachycardia (psvt),adenosine
disease_disorder,hepatitis b,0.9997308,hepatic viral infections (hepatitis b),adefovir dipivoxil
disease_disorder,hepatitis b,0.9997308,hepatic viral infections (hepatitis b),entecavir
disease_disorder,hepatitis b,0.9997308,hepatic viral infections (hepatitis b),lamivudine [for chronic hepatitis b]
disease_disorder,hepatitis b,0.9997308,hepatic viral infections (hepatitis b),peginterferon alfa-2a [pegylated interferon alfa-2a]
disease_disorder,hepatitis b,0.9997308,hepatic viral infections (hepatitis b),tenofovir alafenamide
disease_disorder,hepatitis b,0.9997308,hepatic viral infections (hepatitis b),telbivudine
administration,topical,0.7704431,topical retinoid and related preparations,adapalene + benzoyl peroxide
administration,topical,0.7704431,topical retinoid and related preparations,adapalene
administration,topical,0.7704431,topical retinoid and related preparations,isotretinoin (topical)
