generic_name,cases,head
jogaraj guggulu,rheumatoid arthritis,arthritis
artemether,malaria,malaria
atenolol + chlorthalidone,hypertension,hypertension
prasarani sandhan,rheumatoid arthritis,arthritis
beclometasone dipropionate + formoterol fumarate,asthma,asthma
azithromycin dihydrate (ophthalmic),bacterial conjunctivitis,conjunctivitis
yohimbine hydrochloride,erectile dysfunction,erectile dysfunction
valerian root,insomnia,anxiety
betamethasone + clotrimazole + gentamicin,corticosteroid,corticosteroid
brinzolamide + timolol,monotherapy,monotherapy
bisoprolol fumarate + hydrochlorothiazide,hypertension,hypertension
nux-vomica + black pepper + long pepper,rheumatoid arthritis,arthritis
habb-e-nishat,erectile dysfunction,erectile dysfunction
candesartan cilexetil + hydrochlorothiazide,hypertension,hypertension
canagliflozin hemihydrate,diabetes mellitus,diabetes
cefpodoxime proxetil + clavulanic acid,infections,infection
cefotaxime,infections,infection
cefazolin sodium,infections,infection
carboxymethylcellulose sodium + glycerin,eye,eye
adapalene,acne vulgaris,acne vulgaris
cetirizine hydrochloride,asthma,asthma
ciclesonide (inhalation aerosol),asthma,asthma
chlorhexidine gluconate + isopropyl alcohol,pre-operative surgical hand disinfection,infection
clobetasone butyrate,eczema and dermatitis,skin
clindamycin + tretinoin,acne vulgaris,acne vulgaris
dexamethasone + tobramycin,corticosteroid,corticosteroid
desoximetasone,corticosteroid,corticosteroid
dulaglutide,diabetes mellitus,diabetes
doxycycline hydrochloride,infections,infection
empagliflozin,diabetes mellitus,diabetes
ertugliflozin,diabetes mellitus,diabetes
ethyl alcohol + hydrogen peroxide + glycerol,pre-operative surgical hand disinfection,infection
fluocinolone acetonide,eczema and dermatitis,skin
fluocinolone acetonide + neomycin sulfate,eczema and dermatitis,skin
formoterol fumarate + glycopyrrolate + budesonide,asthma,asthma
follicle stimulating hormone [urofollitropin],hcg,hcg
gatifloxacin + dexamethasone,eye,eye
gatifloxacin (oral),infections,infection
gatifloxacin (ophthalmic),bacterial conjunctivitis,conjunctivitis
glucose 19% + vamin 18 novum + intralipid 20%,parenteral nutrition,parenteral nutrition
glucose 11% + vamin 18 novum + intralipid 20%,parenteral nutrition,parenteral nutrition
human milk based amino acid,parenteral nutrition,parenteral nutrition
human menopausal gonadotrophin,hcg,hcg
homatropine hydrobromide,eye,eye
indomethacin (oral),rheumatoid arthritis,arthritis
indapamide + perindopril arginine,essential hypertension,hypertension
ipratropium bromide (inhaler),asthma,asthma
insulin human [rdna] + isophane insulin human,diabetes insipidus,diabetes
insulin human [long-acting],diabetes insipidus,diabetes
insulin human [fast-acting],diabetes insipidus,diabetes
isopropyl alcohol,pre-operative surgical hand disinfection,infection
ketotifen fumarate (ophthalmic),allergic conjunctivitis,conjunctivitis
ketoconazole (shampoo),infections,infection
ispaghula husk + ispaghula seed + tinnevelly senna pods,constipation,constipation
labetalol hydrochloride (injection),hypertension,hypertension
levofloxacin (ophthalmic),bacterial conjunctivitis,conjunctivitis
losartan potassium + hydrochlorothiazide,hypertension,hypertension
lornoxicam,rheumatoid arthritis,arthritis
lorlatinib,monotherapy,monotherapy
menaquinone-7,rheumatoid arthritis,arthritis
meloxicam,"osteoarthritis, rheumatoid arthritis",arthritis
moxifloxacin hydrochloride + xanthan gum,bacterial conjunctivitis,conjunctivitis
moxifloxacin hydrochloride (ophthalmic),bacterial conjunctivitis,conjunctivitis
nebivolol + hydrochlorothiazide,essential hypertension,hypertension
naphazoline + pheniramine,allergic conjunctivitis,conjunctivitis
pemirolast potassium,allergic conjunctivitis,conjunctivitis
pioglitazone,monotherapy,monotherapy
polyethylene glycol + propylene glycol,eye,eye
primaquine phosphate,malaria,malaria
recombinant follicle stimulating hormone (rfsh),hcg,hcg
racepinephrine,asthma,asthma
salbutamol,asthma,asthma
sildenafil citrate,erectile dysfunction,erectile dysfunction
semaglutide (tablet),diabetes mellitus,diabetes
sodium picosulfate,constipation,constipation
sulphadoxine + pyrimethamine,malaria,malaria
theophylline,asthma,asthma
tetracycline hydrochloride (ophthalmic),bacterial conjunctivitis,conjunctivitis
torasemide,hypertension,hypertension
trifluridine,eye,eye
tretinoin (topical),acne vulgaris,acne vulgaris
valsartan + hydrochlorothiazide,hypertension,hypertension
undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate,"osteoarthritis, rheumatoid arthritis",arthritis
vildagliptin,monotherapy,monotherapy
vilanterol trifenatate + fluticasone furoate,asthma,asthma
vilanterol + umeclidinium + fluticasone furoate,asthma,asthma
acyclovir (ophthalmic),simplex keratitis,simplex keratitis
activated charcoal,activated charcoal poisoning,activated charcoal poisoning
aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease,lung
acetylcysteine,clinical,clinical
acemetacin,joint disorders,joint disorders
aceclofenac,rheumatoid arthritis,arthritis
"bandish [oak galls, tannic acid]",dysentery,dysentery
aushokarist [saraca indica],bleeding,bleeding
aswagandharista,nervous debility,anxiety
ashokarista,ashok,ashok
aravindasav,malnutrition,malnutrition
aravindasav,immune deficiency,immune deficiency
antacid [unani],ulcer,ulcer
aniseed + indian dill + black cardamom + peppermint,digestive disorders,digestive disorders
andrographis paniculata,andrographis paniculata,andrographis paniculata
andrographis paniculata,viral fever,cold-cough-fever
andrographis paniculata,cold,cold-cough-fever
andrographis paniculata,sinusitis,sinusitis
andrographis paniculata,infection,infection
andrographis paniculata,viral hepatitis,hepatitis
alfuzosin hydrochloride,hyperplasia,lymphoma
agomelatine,major depressive disorder,major depressive disorder
aflibercept,colorectal cancer,lymphoma
adsorbed tetanus vaccine,tetanus infection,infection
adrenaline,allergic,allergic
dasamularista,spermatorrhoe,spermatorrhoe
curcuminoids [curcuma longa],arthritis,arthritis
cranberry [vaccinium macrocarpon],infection,infection
coenzyme q10 [ubidecarenone],mitochondrial disorders,mitochondrial disorders
chirata [swertia chirata],worms,worms
chebulic myrobalan + barberry,flatulence,flatulence
carica papaya leaf extract,papaya,papaya
camphor + thymol + menthol + eucalyptus oil,tooth,tooth
camphor + thymol + menthol + eucalyptus oil,burns,burns
buzuri,hepatitis,hepatitis
brahmi rasayan,rasayan memory deficiency,rasayan memory deficiency
brahmi rasayan,impaired,impaired
amikacin,septicemia,septicemia
ambroxol hydrochloride,cough,cold-cough-fever
ambrisentan,pulmonary arterial hypertension,lung
amantadine hydrochloride,parkinsonism,parkinsonism
alverine citrate,citrate irritable bowel syndrome,bowel function
aluminium chloride + melaleuca alternifolia oil + geothermal water,alter,alter
alteplase,embolism,embolism
ginkgo biloba,ginkgo biloba,ginkgo biloba
ginkgo biloba,sexual dysfunction,sexual dysfunction
garlitab,diabetes,diabetes
garlitab,rheumatoid arthritis,arthritis
garlitab,infection,infection
garlic oil,hypertension,hypertension
flaxseed oil [linum usitatissimum],consti,consti
fermented soy [lactobacillus delbrueckii],ulcer,ulcer
evening primrose oil,premenstrual syndrome,premenstrual syndrome
evening primrose oil,symptoms,symptoms
espand,sperm,sperm
emblica officinalis + piper longum,officinalis,officinalis
emblica officinalis + piper longum,tuberculosis,tuberculosis
emblica officinalis + piper longum,asthma,asthma
emblica officinalis + piper longum,bronchitis,bronchitis
emblic myrobalan + sesame,dandr,dandr
emblic myrobalan + chebulic + belleric,indigestion,gastroenteritis
emblic myrobalan + chebulic + belleric,diabetes,diabetes
ejaz,cough,cold-cough-fever
echinacea,echinacea,echinacea
echinacea,infections,infection
amlodipine besilate + valsartan,hypertension,hypertension
amlodipine besilate + benazepril hydrochloride,hypertension,hypertension
amlodipine besilate,hypertension,hypertension
amitriptyline hydrochloride + chlordiazepoxide,depression,anxiety
amitriptyline hydrochloride + chlordiazepoxide,anxiety,anxiety
kabid nawshadri,weakness,weakness
kabid nawshadri,hepatitis,hepatitis
jirakaddarista,digest,digest
jinsin,anaemia,anaemia
jinsin,immunodeficiency,infection
jeerakaddarishta carminative,reactive arthritis,arthritis
jamani arka,dyspepsia,dyspepsia
"jadwar [denudatum, saffron, henbane]",cold,cold-cough-fever
"jadwar [denudatum, saffron, henbane]",cough,cold-cough-fever
hingastak churna,peptic,peptic
hingastak churna,ulcer,ulcer
herbal multivitamin,anaemia,anaemia
herbal gastric preparation,hyperacidity,hyperacidity
herbal cough syrup [vasakarista],cough,cold-cough-fever
herbal cough syrup [vasakarista],smokers,smokers
herbal cough syrup [vasakarista],hoarseness,hoarseness
artemether + lumefantrine,malaria,malaria
artemether + lumefantrine,infections,infection
aripiprazole,schizoaffective disorder,schizoaffective disorder
aprepitant,nausea,nausea
aprepitant,vomiting,vomiting
apremilast,apremi,apremi
apremilast,plaque,plaque
apixaban,atrial fibrillation,heart diseases
antihemophilic factor [factor viii],anti,anti
nabayas louha herbal haematinic,anemia,anemia
monjistha [rubia cordifolia],oligomenorrhea,oligomenorrhea
menthol + camphor + methyl salicylate + oleoresin capsicum,pain,pain
menthol + camphor + methyl salicylate + oleoresin capsicum,strains,strains
marwareedi,general de,general de
marwareedi,nervous debility,anxiety
marham kharish,in - scabies,in - scabies
marham kharish,pustular piles,pustular piles
malus sylvestris,malus sylvestris,malus sylvestris
mahadrakkharist [grape extract],pulmonary tuberculosis,lung
lutein + zeaxanthin,cataracts,cataracts
lutein + zeaxanthin,retinitis pigmentosa,retinitis pigmentosa
liquorice + cascara sagrada + belladona,spermatorrhoea,spermatorrhoea
liquorice + cascara sagrada + belladona,micturations,micturations
liquorice + cascara sagrada + belladona,emission,emission
liquorice + cascara sagrada + belladona,enuresis,enuresis
azelaic acid,acne vulgaris,acne vulgaris
atropine sulfate,bowel syndrome,bowel function
atomoxetine hydrochloride,attention deficit hyperactivity disorder,attention deficit hyperactivity disorder
atenolol,angina pectoris,heart diseases
pumpkin [cucurbita pepo],hyperplasia,lymphoma
psyllium [ispaghula husk] + senna extract,hemorrhoids,hemorrhoids
probiotic combination [4 billion],diarrhoea,diarrhoea
probiotic combination [2.3 billion],infection,infection
peppermint oil,irritable,irritable
peppermint oil,bowel syndrome,bowel function
penitab,loss,loss
penitab,memory,memory
penitab,dementia,dementia
pechish,pechish,pechish
patrangasav,pain,pain
beclomethasone dipropionate + chloramphenicol + clotrimazole + lidocaine,pain,pain
baloxavir marboxil,influenza,influenza
baclofen,spasticity,spasticity
bacillus clausii spores,diarrhoea,diarrhoea
aztreonam,aztreonam,aztreonam
aztreonam,infections,infection
azithromycin dihydrate (ophthalmic),conjunctivitis,conjunctivitis
st. johns wort,depression,anxiety
st. johns wort,affective disorder,affective disorder
silymarin [milk thistle],liver disease,liver disease
sharbat amla,vitamin,vitamin
sharbat amla,deficiency diseases,deficiency diseases
saw palmetto (500 mg),urination problems,specific urinary
saribadyarista,saribadyarista,saribadyarista
saribadyarista,skin diseases,skin
sanoon babla,gingivitis,gingivitis
sanoon babla,toothache,oral & dental
sanjivani rasayan,stress,stress
salep + coconut + poppy seeds + almond,general debility,general debility
salep + coconut + poppy seeds + almond,nervous debility,anxiety
"salajeet [mineral pitch, red sage]",poly,poly
"salajeet [mineral pitch, red sage]",leucorrhoea,leucorrhoea
saffron + sand lizard + nutmeg fruit,sexual debility,sexual debility
saffron + sand lizard + nutmeg fruit,loss,loss
saffron + sand lizard + nutmeg fruit,premature ejaculation,premature ejaculation
saffron + sand lizard + nutmeg fruit,fatigue,nausea
betamethasone,asthma,asthma
betamethasone,allergic,allergic
betamethasone,rheumatoid arthritis,arthritis
betahistine mesylate,vertigo,vertigo
besifloxacin,infections,infection
bepotastine besilate,besil,besil
bepotastine besilate,allergic,allergic
bepotastine besilate,conjunctivitis,conjunctivitis
benzyl penicillin,pneumonia,pneumonia
benzyl benzoate,scabies,scabies
benzocaine + camphor + methanol + phenol,sore,sore
benzocaine + camphor + methanol + phenol,toothache,oral & dental
benzocaine + camphor + methanol + phenol,canker sores,canker sores
#NAME?,cracked,cracked
yohimbine hydrochloride,hydrochloride erectile dysfunction,hydrochloride erectile dysfunction
white damar + acacia + bole rubra,ulcer,ulcer
tart cherry,hyperuricemia,arthritis
"suzark [chir pine, chickpea, pearl]",infection,infection
suranjan,rheumatoid,rheumatoid
suranjan,arthritis,arthritis
benzocaine,injury,injury
benzocaine,irritation,irritation
benzathine penicillin,infections,infection
bimatoprost,ocular hypertension,hypertension
bilastine,rhino - conjunctivitis,conjunctivitis
bicarbonate component [hco3 hemodialysis solution],renal failure,kidney disease
bevacizumab,color,color
betamethasone dipropionate,corticosteroid - responsive dermatoses,corticosteroid - responsive dermatoses
betamethasone + neomycin sulphate (e/e),otitis externa,otitis
betamethasone + gentamicin,infections,infection
betamethasone + clotrimazole,infections,infection
bempedoic acid,hypercholesterolemia,cholesterol
rhubarb + ginger,burn,burn
rhubarb + ginger,pain,pain
rhubarb + ginger,nausea,nausea
rehmin,leucorrhoea,leucorrhoea
rehmin,weakness,weakness
bromhexine hydrochloride,cough,cold-cough-fever
bromelain + trypsin,edema,edema
bromelain + trypsin,trauma,trauma
bromelain + trypsin,surgery,surgery
bromazepam,emotional disturbances,emotional disturbances
brimonidine tartrate + timolol maleate,glaucoma,glaucoma
brimonidine tartrate + timolol maleate,hypertension,hypertension
brigatinib,lymphoma kinase,lymphoma
bortezomib,multiple,multiple
bleomycin sulfate,squamous cell carcinoma,squamous cell carcinoma
bisoprolol hemifumarate,hypertensive crises,hypertensive crises
bismuth subsalicylate,upset stomach,gastroenteritis
bismuth subsalicylate,heartburn,gastroenteritis
bismuth subsalicylate,nausea,nausea
nimbadi churna,skin diseases,skin
neem,infections,infection
aspirin,arterial,arterial
calcipotriol monohydrate,monohydra,monohydra
calcipotriol monohydrate,plaque,plaque
calcipotriol monohydrate,vulgaris,vulgaris
caffeine citrate,apnea,apnea
caffeine citrate,prematurity,prematurity
cabergoline,due to pituitary adenomas,due to pituitary adenomas
cabazitaxel,cancer,lymphoma
butamirate citrate,cough,cold-cough-fever
bumetanide,renal disease,kidney disease
bumetanide,neph,neph
budesonide (tablet),colitis,colitis
budesonide (nebuliser suspension),asthma,asthma
budesonide (nasal spray),nasal polyps,nasal
licorice + yellow silk cotton + mastic tree,cotton,cotton
licorice + yellow silk cotton + mastic tree,ulcer,ulcer
lavendar [lavendula stoechas],headache,headache
kusta qalyee [calcined stannum],oligospermia,oligospermia
khakshi,fever,cold-cough-fever
khakshi,influenza,influenza
ampicillin sodium,infections,infection
calcium lactate gluconate + calcium carbonate + vitamin c,cold,cold-cough-fever
calcium lactate,deficiencies,deficiencies
calcium carbonate + vitamin d3 + multimineral,multi,multi
calcium carbonate + vitamin d3 + multimineral,state,state
calcium carbonate [elemental source] + vitamin d3,renal failure,kidney disease
calcium carbonate [eggshell source] + vitamin d3,rickets,rickets
calcium carbonate [algae source] + vitamin d3,vitamin d3 deficiency,vitamin
calcium carbonate,renal failure,kidney disease
calcium acetate,end stage,end stage
calcium acetate,renal disease,kidney disease
herbal cough syrup [glycyrrhiza glabra],cough syrup,cold-cough-fever
herbal cough syrup [glycyrrhiza glabra],cough,cold-cough-fever
herbal cough syrup [adhatoda vasica],cough,cold-cough-fever
guggul + barberry + chebulic myrobalan,haemorrhoid,haemorrhoid
amino acid keto analogues,chronic,chronic
amino acid keto analogues,kidney disease,kidney disease
carbonyl iron + folic acid + zinc sulfate,zinc deficiency,zinc deficiency
carbocisteine,bronch,bronch
carbocisteine,asthma,asthma
carbamazepine,clonic,clonic
carbamazepine,seizure,seizure
capecitabine,colon cancer,lymphoma
candesartan cilexetil,heart failure,heart diseases
camphor + menthol + oil clove + oil eucalyptus + oil turpentine,headache,headache
calcium polystyrene sulfonate,renal failure,kidney disease
calcium pantothenate,feelings of burning,feelings of burning
calcium pantothenate,feet syndrome,feet syndrome
dinar,hepatitis,hepatitis
devils cotton + ashoka bark + aswagandha,leucorrhoea,leucorrhoea
devils cotton + ashoka bark + aswagandha,metritis,metritis
devils cotton + ashoka bark + aswagandha,anaemia,anaemia
date palm + betel nut + acacia,weakness,weakness
date palm + betel nut + acacia,leucorrhoea,leucorrhoea
alogliptin benzoate,diabetes mellitus,diabetes
cefprozil,infections,infection
cefpodoxime proxetil,infections,infection
cefpirome sulphate,infections,infection
cefoxitin,inflammatory disease,inflammation
cefotaxime,cefo,cefo
cefoperazone sodium,infections,infection
cefixime trihydrate,infections,infection
cefepime hydrochloride,neut,neut
cefditoren,infections,infection
cefaclor monohydrate,infections,infection
carmellose sodium,dry eye,eye
carisoprodol,injuries,injuries
biotin,dermatitis,skin
barsina,bars,bars
adhatoda vasica + centella asiatica,cent,cent
adhatoda vasica + centella asiatica,asiatic,asiatic
aloe + black pepper + henbane,flatulence,flatulence
aloe + black pepper + henbane,obesity,obesity
chloramphenicol + lidocaine hydrochloride,bacterial ear,bacterial
chloramphenicol + lidocaine hydrochloride,infections,infection
chloramphenicol (ophthalmic),infections,infection
cetirizine hydrochloride (ophthalmic),itching,itching
cetirizine hydrochloride (ophthalmic),conjunctivitis,conjunctivitis
ceritinib,lung cancer,lymphoma
cephalexin,cephalexin,cephalexin
cephalexin,infections,infection
cephradine,cephradine,cephradine
cephradine,infections,infection
celiprolol hydrochloride,hypertension,hypertension
celecoxib,symptoms,symptoms
cefuroxime axetil,infections,infection
ceftriaxone sodium,infections,infection
ceftibuten dihydrate,infections,infection
ceftazidime pentahydrate,infections,infection
almond + coconut + edible pine + salep,spermatorrhoea,spermatorrhoea
almond + coconut + edible pine + salep,oligospermia,oligospermia
acacia + dates + asparagus + edible pine,sexual debility,sexual debility
abhayarista,bleeding piles,bleeding piles
abiraterone acetate,prostate cancer,lymphoma
ciclopirox olamine (nail lacquer),onychomycosis,onychomycosis
ciclopirox olamine (cream),infections,infection
cholera saline,cholera,cholera
chlorthalidone,heart failure,heart diseases
chlorpromazine hydrochloride,mania,mania
chloroquine phosphate,malaria,malaria
chlorhexidine hydrochloride + nystatin,infections,infection
chlorhexidine gluconate + cetrimide,wounds,wounds
chlorhexidine gluconate [7.1%],infection,infection
chlorhexidine gluconate [0.2%],mental,mental
chlorhexidine gluconate [0.2%],handicapped,handicapped
citicoline sodium,cerebrovascular disease,nervous system
citalopram hydrobromide,obsessive - compu,mental
citalopram hydrobromide,social phobia,social phobia
cisplatin,carcinoma,carcinoma
ciprofloxacin,urinary,specific urinary
ciprofloxacin,respiratory tract,respiratory tract
ciprofloxacin,inflammatory disease,inflammation
cinnarizine + dimenhydrinate,motion sickness,temporary sickness
cinnarizine,labyrinth,labyrinth
cinnarizine,arteriosclerosis,sclerosis
cinchocaine + hydrocortisone + framycetin + esculin,pain,pain
cinchocaine + hydrocortisone + framycetin + esculin,discomfort,discomfort
cinacalcet,kidney disease,kidney disease
cilnidipine,chronic kidney disease,kidney disease
ciclopirox olamine (shampoo),dermatitis,skin
clopidogrel bisulphate,peripheral arterial disease,peripheral arterial disease
clopidogrel + aspirin,peripheral arterial disease,peripheral arterial disease
clonidine hydrochloride,cancer,lymphoma
clonidine hydrochloride,anxiety,anxiety
clomipramine hydrochloride,obsessions,anxiety
clomiphene citrate,ovulatory failure,ovulatory failure
clobetasol propionate (scalp preparation),dermatitis,skin
clioquinol + flumetasone pivalate,inflammation,inflammation
clioquinol + flumetasone pivalate,infections,infection
clindamycin (lotion),infections,infection
colistimethate sodium,infections,infection
colecalciferol [vitamin d3],vitamin d3 deficiency,vitamin
colchicine,colchicine,colchicine
coagulation factor viia [eptacog alfa],bleeding,bleeding
coagulation factor viia [eptacog alfa],haemophilia,haemophilia
clotrimazole (vaginal tablet),feelings of burning,feelings of burning
clotrimazole (vaginal suppository),vaginitis,vaginitis
clotrimazole (ear drop),infections,infection
dacomitinib,cancer,lymphoma
d-chiro-inositol,d - chi,d - chi
d-chiro-inositol,#NAME?,ovary
cytarabine,leukaemic meningitis,leukaemic meningitis
cyanocobalamin,anemia,anemia
crotamiton,irritation,irritation
crizotinib,cancer,lymphoma
covid vaccine,corona virus,corona virus
copper peptide + procapil + niacinamide + biotin + l-arginine,hair growth,hair growth
degarelix acetate,prostate cancer,lymphoma
deflazacort,hypersensitivity reactions,hypersensitivity
deferoxamine mesylate,intoxication,intoxication
dasatinib,lymphoblastic leukemia,leukemia
dapoxetine hydrochloride,premature ejaculation,premature ejaculation
dapagliflozin propanediol,diabetes mellitus,diabetes
dextromethorphan + phenylephrine + triprolidine,trip,trip
dextromethorphan + phenylephrine + triprolidine,upper respiratory allergies,allergic
dexpanthenol,diaper,diaper
dexpanthenol,rash,rash
dexlansoprazole,esophagitis,gastroenteritis
dexibuprofen,osteoarthritis,arthritis
dexamethasone + chloramphenicol,inflammation,inflammation
dexamethasone + chloramphenicol,infection,infection
desogestrel,weak,weak
desmopressin acetate,diabetes insipidus,diabetes
difluprednate,inflammation,inflammation
difluprednate,pain,pain
diethylcarbamazine citrate,lympha,lympha
diethylcarbamazine citrate,filariasis,filariasis
dienogest,dienogest endometriosis,dienogest endometriosis
dicycloverine hydrochloride,functional bowel,bowel function
diclofenac sodium (ophthalmic),miosis,miosis
diclofenac potassium,infections,infection
dextrose,of electro,of electro
dextromethorphan hydrobromide + guaifenesin,symptoms,symptoms
dextromethorphan hydrobromide + guaifenesin,common cold,cold-cough-fever
dextromethorphan hydrobromide,cough,cold-cough-fever
donepezil hydrochloride,dementia,dementia
domperidone maleate,parkinson's disease,parkinsonism
docusate sodium (ear drop),ear wax,otitis
dipyridamole,stroke,stroke
dipyridamole,ischaemic attack,ischaemic attack
"diphtheria, tetanus, pertussis, poliomyelitis vaccine",poliomyelitis,poliomyelitis
"diphtheria, tetanus, pertussis, poliomyelitis vaccine",vaccine,vaccine
diphtheria + pertussis + tetanus [dpt],diphtheria,diphtheria
diphenhydramine + levomenthol,cough,cold-cough-fever
diltiazem hydrochloride (sr tablet),angina pectoris,heart diseases
diltiazem hydrochloride (fc tablet),hypertension,hypertension
eflornithine hydrochloride,involvement,involvement
efavirenz,hivrna,hivrna
econazole nitrate,corp,corp
ebastine,rhini,rhini
dydrogesterone,miscarriage,miscarriage
dutasteride,enlarged,enlarged
doxylamine succinate,hypersensitivity reactions,hypersensitivity
eptifibatide,coronary syndrome,coronary syndrome
epirubicin hydrochloride,tumor,tumor
epirubicin hydrochloride,involvement,involvement
epinastine hydrochloride,hydrochloride allergic conditions,allergic
epalrestat,diabetic,diabetic
epalrestat,peripheral neuropathy,neurosis
encephalitis vaccine,encephalitis,encephalitis
empagliflozin,type,type
empagliflozin,diabetes mellitus,diabetes
elagolix,pain,pain
elagolix,endometriosis,endometriosis
esomeprazole + amoxicillin + clarithromycin,ulcer,ulcer
esomeprazole (mups tablet),reflux disease,reflux disease
esomeprazole,ulcer,ulcer
eslicarbazepine acetate,seizure,seizure
escitalopram oxalate,major depressive episodes,major depressive episodes
erythromycin (lotion),infections,infection
erythromycin (oral),infections,infection
ertugliflozin,type,type
ertugliflozin,diabetes mellitus,diabetes
ergotamine tartrate + caffeine,headache,headache
ergometrine maleate,bleeding,bleeding
erdosteine,symptoms,symptoms
ethosuximide,absence,absence
ethosuximide,epilepsy,epilepsy
ethinyl estradiol + gestodene,pregnancy,pregnancy
ethinyl estradiol + drospirenone + levomefolate,prem,prem
ethinyl estradiol + drospirenone (24 tablet),acne vulgaris,acne vulgaris
ferrous ascorbate,anemia,anemia
ferric pyrophosphate citrate,hemodialysis,hemodialysis
ferric pyrophosphate citrate,chronic kidney disease,kidney disease
fenticonazole nitrate [vaginal tablet],candidiasis,candidiasis
fenticonazole nitrate [vaginal cream],candidiasis,candidiasis
favipiravir,favipiravir,favipiravir
famotidine,zollinger - ellison syndrome,zollinger - ellison syndrome
everolimus,breast cancer,lymphoma
etoposide,lung,lung
fluocinolone acetonide,eczema,skin
fludrocortisone acetate,adrenocortical insufficiency,adrenocortical insufficiency
flavoxate hydrochloride,cystitis,cystitis
ferrous sulfate + folic acid + zinc sulfate,zinc deficiency,zinc deficiency
ferrous gluconate,iron,iron
ferrous gluconate,deficiency,deficiency
ferrous gluconate,anemia,anemia
ferrous fumarate + folic acid,folic acid deficiency,folic acid deficiency
ferrous fumarate,iron deficiency,iron deficiency
ferrous fumarate,anaemia,anaemia
fluticasone propionate (nasal spray),systemic activity,systemic activity
flurazepam,restful,restful
flupentixol + melitracen,anxiety,anxiety
flupentixol,depression,anxiety
flupentixol,anxiety,anxiety
fluorometholone acetate,conjunctivitis,conjunctivitis
fluocinolone acetonide + neomycin sulfate,dermatitis,skin
fusidic acid (ophthalmic),infections,infection
furosemide,fluid,fluid
furosemide,cardiac failure,cardiac failure
fosfomycin trometamol,infections,infection
formoterol fumarate,persistent asthma,asthma
gentamicin sulfate (injection),infections,infection
gatifloxacin (ophthalmic),conjunctivitis,conjunctivitis
gabapentin,seizure,seizure
fusidic acid + hydrocortisone,dermatitis,skin
fusidic acid + betamethasone,eczema,skin
fusidic acid + betamethasone,infections,infection
glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,feelings of burning,feelings of burning
glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,irritation,irritation
glucosamine sulfate + diacerein,osteoarthritis,arthritis
glucosamine sulfate + diacerein,rheumatoid arthritis,arthritis
gliclazide,diabetes,diabetes
gliclazide,diabetes mellitus,diabetes
hepatitis hepatitis b vaccine [rdna],hepatitis b vaccine,hepatitis
hepatitis hepatitis b vaccine [rdna],hepatitis b,hepatitis
hartmann's solution,metabolic,metabolic
hartmann's solution,acidosis,acidosis
hartmann's solution,dehydration,dehydration
haloperidol,psychomotor agitation,agitation
haloperidol,schizophrenia,schizophrenia
halobetasol propionate + tazarotene,plaque,plaque
halobetasol propionate + tazarotene,psoriasis,skin
griseofulvin [microsize],infections,infection
granisetron,nausea,nausea
granisetron,vomiting,vomiting
gramacidin + neomycin + polymixin b,infections,infection
glycopyrronium bromide + formoterol fumarate,obstructive,obstructive
glycopyrronium bromide (respirator solution),chronic obstructive pulmonary disease,lung
hydrogen peroxide,infection,infection
hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,hemor,hemor
hydrocortisone acetate,dermatitis,skin
hydrocortisone acetate,allergic dermatitis,skin
hydrocortisone acetate,eczema,skin
"human papillomavirus quadrivalent (types 6, 11, 16, and 18)",papillomavirus,papillomavirus
human papillomavirus bivalent (types 16 & 18),human papillomavirus,human papillomavirus
ibrutinib,mantle cell lymphoma,lymphoma
hypromellose + carbomer,tear fluid,tear fluid
hypromellose,hypromellose,hypromellose
hypromellose,discomfort,discomfort
hyoscine hydrobromide,nausea,nausea
hyoscine hydrobromide,vomiting,vomiting
hyoscine hydrobromide,motion sickness,temporary sickness
hyoscine hydrobromide,sickness,sickness
hylan g-f 20,pain,pain
hylan g-f 20,osteoarth,osteoarth
hydroxyurea,hydro,hydro
hydroxyurea,resistantchron,resistantchron
hydroxyurea,myeloid,myeloid
hydroxyurea,leukemia,leukemia
hydroquinone,bleaching,bleaching
inositol nicotinate,raynaud ' s disease,raynaud ' s disease
indomethacin (rectal),spondylitis,spondylitis
indomethacin (oral),arthritis,arthritis
indapamide + perindopril arginine,hypertension,hypertension
indapamide,renal function impairment,kidney disease
indacaterol maleate,airflow obstruction,airflow obstruction
indacaterol + glycopyrronium,airflow obstruction,airflow obstruction
inactivated hepatitis a vaccine,hepatitis,hepatitis
imiquimod,warts,warts
idoxuridine,infection,infection
irbesartan,renal disease,kidney disease
irbesartan,hypertension,hypertension
interferon alfa-2a [recombinant],hepatitis c,hepatitis
insulin human [rdna] + isophane insulin human,diabetes insipidus,diabetes
insulin human [long-acting],diabetes insipidus,diabetes
insulin human [fast-acting],diabetes insipidus,diabetes
insulin degludec + insulin aspart premixed,diabetes mellitus,diabetes
insulin aspart + insulin aspart protamine,diabetes mellitus,diabetes
isotretinoin (topical),acne vulgaris,acne vulgaris
isosorbide mononitrate,episode,episode
isopropamide + trifluoperazine,gastrointestinal disorders,gastroenteritis
isoniazid,tuberculosis,tuberculosis
