generic_name,cases,head,singular_case
mirtazapine,fibromyalgia,fibromyalgia,fibromyalgia
mirtazapine,hot flashes,hot flashes,hot flashes
mirtazapine,insomnia,insomnia,insomnia
mirtazapine,major depressive disorde,major depressive disorde,major depressive disorde
mirtazapine,obsessive compulsive disorde,obsessive compulsive disorde,obsessive compulsive disorde
mirtazapine,post traumatic stress disorde,post traumatic stress disorde,post traumatic stress disorde
misoprostol,abortion,abortion,abortion
misoprostol,labor induction,labor induction,labor induction
mupirocin,furunculosis,furunculosis,furunculosis
mupirocin,impetig,impetig,impetig
mupirocin,impetigo,impetigo,impetigo
mupirocin,nasal carriage of staphylococcus aureus,nasal carriage of staphylococcus aureus,nasal carriage of staphylococcus aureus
mupirocin,secondary cutaneous bacterial infections,infection,secondary cutaneous bacterial infections
mupirocin,skin and structure infection,infection,skin and structure infection
mycophenolate mofetil,autoimmune hepatitis,autoimmune hepatitis,autoimmune hepatitis
mycophenolate mofetil,multiple sclerosis,multiple sclerosis,multiple sclerosis
mycophenolate mofetil,myasthenia gravis,myasthenia gravis,myasthenia gravis
mycophenolate mofetil,nephrotic syndrome,nephrotic syndrome,nephrotic syndrome
mycophenolate mofetil,"organ transplant, rejection prophylaxis","organ transplant, rejection prophylaxis","organ transplant, rejection prophylaxis"
mycophenolate mofetil,psoriatic arthritis,arthritis,psoriatic arthritis
mycophenolate mofetil,rheumatoid arthritis,arthritis,rheumatoid arthritis
mycophenolate mofetil,systemic lupus erythematosus,systemic lupus erythematosus,systemic lupus erythematosus
mycophenolate mofetil,uveitis,uveitis,uveitis
mycophenolic acid,rejection prophylaxis,rejection prophylaxis,rejection prophylaxis
mycophenolic acid,tic (mycophenolic acid),tic (mycophenolic acid),tic (mycophenolic acid)
nabumetone,back pain,back pain,back pain
nabumetone,muscle pain,muscle pain,muscle pain
nabumetone,osteoarthritis,arthritis,osteoarthritis
nabumetone,rheumatoid arthritis,arthritis,rheumatoid arthritis
nabumetone,sciatica,sciatica,sciatica
nabumetone,zen shoulde,zen shoulde,zen shoulde
nalbuphine,pain,pain,pain
naltrexone,alcohol dependence,alcohol dependence,alcohol dependence
naltrexone,ibromyalgia,ibromyalgia,ibromyalgia
naltrexone,opiate dependence,opiate dependence,opiate dependence
naltrexone,trichotillomania,trichotillomania,trichotillomania
naproxen sodium,fever,fever,fever
naproxen sodium,gout,arthritis,gout
nepafenac,postoperative increased intraocular pressure,postoperative increased intraocular pressure,postoperative increased intraocular pressure
nepafenac,postoperative ocular inflammation,postoperative ocular inflammation,postoperative ocular inflammation
nevirapine,hiv infection,infection,hiv infection
nifedipine,high blood pressure,high blood pressure,high blood pressure
nifedipine,hypertension,hypertension,hypertension
nifedipine,hypertensive emergency,hypertensive emergency,hypertensive emergency
nifedipine,premature lab,premature lab,premature lab
nifedipine,raynaud's syndrome,raynaud's syndrome,raynaud's syndrome
nilotinib,chronic myelogenous leukemia,chronic myelogenous leukemia,chronic myelogenous leukemia
nimodipine,migraine prevention,migraine,migraine prevention
nimodipine,subarachnoid hemorrhage,subarachnoid hemorrhage,subarachnoid hemorrhage
niraparib,ovarian cancer,cancer,ovarian cancer
nitrofurantoin,bacterial urinary tract infection,specific urinary,bacterial urinary tract infection
nitrofurantoin,bladder infection,infection,bladder infection
nitrofurantoin,prevention of bladder infection,infection,prevention of bladder infection
nitrofurantoin,urinary tract infection,specific urinary,urinary tract infection
nivolumab,hodgkin's lymphoma,hodgkin's lymphoma,hodgkin's lymphoma
nivolumab,melanoma,melanoma,melanoma
nivolumab,non-small cell lung cancer,cancer,non-small cell lung cancer
nivolumab,renal cell carcinoma,renal cell carcinoma,renal cell carcinoma
nizatidine,gastroesophageal reflux disease,gastroesophageal reflux disease,gastroesophageal reflux disease
nizatidine,gerd,gerd,gerd
nizatidine,stomach ulce,stomach ulce,stomach ulce
nortriptyline,cyclic vomiting syndrome,cyclic vomiting syndrome,cyclic vomiting syndrome
nortriptyline,depression,depression,depression
nortriptyline,diabetic peripheral neuropathy,diabetic,diabetic peripheral neuropathy
nortriptyline,irritable bowel syndrome,irritable bowel syndrome,irritable bowel syndrome
nortriptyline,migraine prevention,migraine,migraine prevention
nortriptyline,neuralgia,neuralgia,neuralgia
nortriptyline,neurosis,neurosis,neurosis
nortriptyline,pain,pain,pain
nortriptyline,panic disorde,panic disorde,panic disorde
nortriptyline,postherpetic neuralgia,postherpetic neuralgia,postherpetic neuralgia
nortriptyline,primary nocturnal enuresis,primary nocturnal enuresis,primary nocturnal enuresis
nortriptyline,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome
nortriptyline,smoking cessation,smoking cessation,smoking cessation
nortriptyline,vulvodynia,vulvodynia,vulvodynia
olanzapine,agitation,agitation,agitation
olanzapine,asperger syndrome,asperger syndrome,asperger syndrome
olanzapine,bipolar disorde,bipolar disorde,bipolar disorde
olanzapine,borderline personality disorde,borderline personality disorde,borderline personality disorde
olanzapine,depression,depression,depression
olanzapine,insomnia,insomnia,insomnia
olanzapine,major depressive disorde,major depressive disorde,major depressive disorde
olanzapine,obsessive compulsive disorde,obsessive compulsive disorde,obsessive compulsive disorde
olanzapine,paranoid disorde,paranoid disorde,paranoid disorde
olanzapine,schizoaffective disorde,schizoaffective disorde,schizoaffective disorde
olanzapine,schizophrenia,schizophrenia,schizophrenia
olanzapine,tourette's syndrome,tourette's syndrome,tourette's syndrome
omalizumab,"asthma, maintenance","asthma, maintenance","asthma, maintenance"
omalizumab,urticaria,urticaria,urticaria
omeprazole,barrett's esophagus,barrett's esophagus,barrett's esophagus
omeprazole,duodenal ulce,duodenal ulce,duodenal ulce
omeprazole,erosive esophagitis,erosive esophagitis,erosive esophagitis
omeprazole,gastritis/duodenitis,gastritis/duodenitis,gastritis/duodenitis
omeprazole,gastroesophageal reflux disease,gastroesophageal reflux disease,gastroesophageal reflux disease
omeprazole,gerd,gerd,gerd
omeprazole,helicobacter pylori infection,infection,helicobacter pylori infection
omeprazole,indigestion,indigestion,indigestion
omeprazole,multiple endocrine adenomas,multiple endocrine adenomas,multiple endocrine adenomas
omeprazole,stomach ulce,stomach ulce,stomach ulce
omeprazole,zollinger-ellison syndrome,zollinger-ellison syndrome,zollinger-ellison syndrome
ondansetron,alcohol dependence,alcohol dependence,alcohol dependence
ondansetron,gastroenteritis,gastroenteritis,gastroenteritis
ondansetron,nausea/vomiting,nausea/vomiting,nausea/vomiting
ondansetron,"nausea/vomiting, chemotherapy induced","nausea/vomiting, chemotherapy induced","nausea/vomiting, chemotherapy induced"
ondansetron,"nausea/vomiting, postoperative","nausea/vomiting, postoperative","nausea/vomiting, postoperative"
ondansetron,"nausea/vomiting, radiation induced","nausea/vomiting, radiation induced","nausea/vomiting, radiation induced"
orlistat,nonalcoholic fatty liver disease,nonalcoholic fatty liver disease,nonalcoholic fatty liver disease
orlistat,obesity,obesity,obesity
oseltamivir,avian influenza,avian influenza,avian influenza
oseltamivir,influenza,influenza,influenza
oseltamivir,influenza prophylaxis,influenza prophylaxis,influenza prophylaxis
oseltamivir,swine flu,swine flu,swine flu
ospemifene,dyspareunia,dyspareunia,dyspareunia
oxaliplatin,adenocarcinoma of pancreas,adenocarcinoma of pancreas,adenocarcinoma of pancreas
oxaliplatin,colorectal cancer,cancer,colorectal cancer
oxaprozin,gout,arthritis,gout
oxaprozin,osteoarthritis,arthritis,osteoarthritis
oxaprozin,rheumatoid arthritis,arthritis,rheumatoid arthritis
oxazepam,alcohol withdrawal,alcohol withdrawal,alcohol withdrawal
oxazepam,anxiety,anxiety,anxiety
oxazepam,insomnia,insomnia,insomnia
oxcarbazepine,anxiety,anxiety,anxiety
oxcarbazepine,bipolar disorde,bipolar disorde,bipolar disorde
oxcarbazepine,borderline personality disorde,borderline personality disorde,borderline personality disorde
oxcarbazepine,cyclothymic disorde,cyclothymic disorde,cyclothymic disorde
oxcarbazepine,neuropathic pain,neuropathic pain,neuropathic pain
oxcarbazepine,seizure,seizure,seizure
oxcarbazepine,trigeminal neuralgia,trigeminal neuralgia,trigeminal neuralgia
oxytocin,labor induction,labor induction,labor induction
paclitaxel,"breast cancer, metastatic",cancer,"breast cancer, metastatic"
paclitaxel,ovarian cancer,cancer,ovarian cancer
palbociclib,"breast cancer, metastatic",cancer,"breast cancer, metastatic"
paliperidone,autism,autism,autism
paliperidone,bipolar disorde,bipolar disorde,bipolar disorde
paliperidone,depression,depression,depression
paliperidone,infantile autism,infantile autism,infantile autism
paliperidone,schizoaffective disorde,schizoaffective disorde,schizoaffective disorde
paliperidone,schizophrenia,schizophrenia,schizophrenia
palonosetron,"nausea/vomiting, postoperative","nausea/vomiting, postoperative","nausea/vomiting, postoperative"
pancreatin,chronic pancreatitis,chronic pancreatitis,chronic pancreatitis
pembrolizumab,colorectal cancer,cancer,colorectal cancer
pembrolizumab,head and neck cancer,cancer,head and neck cancer
pembrolizumab,melanoma,melanoma,melanoma
pembrolizumab,"melanoma, metastatic","melanoma, metastatic","melanoma, metastatic"
pembrolizumab,non-small cell lung cancer,cancer,non-small cell lung cancer
pemetrexed,non-small cell lung cancer,cancer,non-small cell lung cancer
pentosan polysulfate sodium,bladder infection,infection,bladder infection
pentosan polysulfate sodium,interstitial cystitis,interstitial cystitis,interstitial cystitis
pentoxifylline,intermittent claudication,intermittent claudication,intermittent claudication
perampanel,epilepsy,epilepsy,epilepsy
perampanel,seizure,seizure,seizure
permethrin,head lice,head lice,head lice
permethrin,scabies,scabies,scabies
phenobarbital,hyperbilirubinemia,hyperbilirubinemia,hyperbilirubinemia
phenobarbital,insomnia,insomnia,insomnia
phenobarbital,sedation,sedation,sedation
phenobarbital,seizure,seizure,seizure
pimecrolimus,atopic dermatitis,dermatitis,atopic dermatitis
pimecrolimus,eczema,eczema,eczema
pimecrolimus,perioral dermatitis,dermatitis,perioral dermatitis
pioglitazone,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
pitavastatin calcium,hypercholesterolemia,hypercholesterolemia,hypercholesterolemia
potassium chloride,hypokalemia,hypokalemia,hypokalemia
potassium chloride,prevention of hypokalemia,prevention of hypokalemia,prevention of hypokalemia
povidone iodine,topical disinfection,infection,topical disinfection
pramipexole,fibromyalgia,fibromyalgia,fibromyalgia
pramipexole,parkinson's disease,parkinson's disease,parkinson's disease
pramipexole,periodic limb movement disorde,periodic limb movement disorde,periodic limb movement disorde
pramipexole,restless legs syndrome,restless legs syndrome,restless legs syndrome
prednisolone,"asthma, acute","asthma, acute","asthma, acute"
prednisolone,atopic dermatitis,dermatitis,atopic dermatitis
prednisolone,dermatitis,dermatitis,dermatitis
prednisolone,immunosuppression,immunosuppression,immunosuppression
prednisolone,inflammatory conditions,inflammatory conditions,inflammatory conditions
prednisolone,nephrotic syndrome,nephrotic syndrome,nephrotic syndrome
prednisolone,postoperative ocular inflammation,postoperative ocular inflammation,postoperative ocular inflammation
pregabalin,dercum's disease,dercum's disease,dercum's disease
pregabalin,diabetic peripheral neuropathy,diabetic,diabetic peripheral neuropathy
pregabalin,epilepsy,epilepsy,epilepsy
pregabalin,fibromyalgia,fibromyalgia,fibromyalgia
pregabalin,generalized anxiety disorde,generalized anxiety disorde,generalized anxiety disorde
pregabalin,ibromyalgia,ibromyalgia,ibromyalgia
pregabalin,migraine prevention,migraine,migraine prevention
pregabalin,neuralgia,neuralgia,neuralgia
pregabalin,neuropathic pain,neuropathic pain,neuropathic pain
pregabalin,pain,pain,pain
pregabalin,peripheral neuropathy,peripheral neuropathy,peripheral neuropathy
pregabalin,postherpetic neuralgia,postherpetic neuralgia,postherpetic neuralgia
pregabalin,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome
pregabalin,restless legs syndrome,restless legs syndrome,restless legs syndrome
propofol,anesthesia,anesthesia,anesthesia
pyrimethamine,malaria prevention,malaria prevention,malaria prevention
racepinephrine,"asthma, acute","asthma, acute","asthma, acute"
ramelteon,insomnia,insomnia,insomnia
ramipril,cardiovascular risk reduction,cardiovascular risk reduction,cardiovascular risk reduction
ramipril,diabetic kidney disease,diabetic,diabetic kidney disease
ramipril,heart attack,heart attack,heart attack
ramipril,heart failure,heart failure,heart failure
ramipril,high blood pressure,high blood pressure,high blood pressure
ramipril,hypertension,hypertension,hypertension
ramipril,prevention of cerebrovascular accident,prevention of cerebrovascular accident,prevention of cerebrovascular accident
ranibizumab,macular degeneration,macular issue,macular degeneration
ranibizumab,macular edema,macular issue,macular edema
ranolazine,angina,angina,angina
rasagiline,parkinson's disease,parkinson's disease,parkinson's disease
regorafenib,gastrointestinal stromal tum,gastrointestinal stromal tum,gastrointestinal stromal tum
repaglinide,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
retapamulin,acne,acne,acne
retapamulin,impetig,impetig,impetig
retapamulin,impetigo,impetigo,impetigo
ribavirin,hepatitis c,hepatitis c,hepatitis c
riboflavin,headache,headache,headache
riboflavin,migraine prevention,migraine,migraine prevention
rifaximin,crohn's disease,crohn's disease,crohn's disease
rifaximin,diarrhea,diarrhea,diarrhea
rifaximin,hepatic encephalopathy,hepatic encephalopathy,hepatic encephalopathy
rifaximin,irritable bowel syndrome,irritable bowel syndrome,irritable bowel syndrome
rifaximin,traveler's diarrhea,traveler's diarrhea,traveler's diarrhea
riluzole,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis
riluzole,obsessive compulsive disorde,obsessive compulsive disorde,obsessive compulsive disorde
rituximab,bullous pemphigoid,bullous pemphigoid,bullous pemphigoid
rituximab,cal segmental glomerulosclerosis,cal segmental glomerulosclerosis,cal segmental glomerulosclerosis
rituximab,chronic lymphocytic leukemia,chronic lymphocytic leukemia,chronic lymphocytic leukemia
rituximab,microscopic polyangiitis,microscopic polyangiitis,microscopic polyangiitis
rituximab,non-hodgkin's lymphoma,non-hodgkin's lymphoma,non-hodgkin's lymphoma
rituximab,pemphigoid,pemphigoid,pemphigoid
rituximab,pemphigus,pemphigus,pemphigus
rituximab,rheumatoid arthritis,arthritis,rheumatoid arthritis
rituximab,wegener's granulomatosis,wegener's granulomatosis,wegener's granulomatosis
rivaroxaban,atrial fibrillation,atrial fibrillation,atrial fibrillation
rivaroxaban,deep vein thrombosis,deep vein thrombosis,deep vein thrombosis
rivaroxaban,"deep vein thrombosis, prophylaxis","deep vein thrombosis, prophylaxis","deep vein thrombosis, prophylaxis"
rivaroxaban,"deep vein thrombosis, recurrent event","deep vein thrombosis, recurrent event","deep vein thrombosis, recurrent event"
rivaroxaban,prevention of thromboembolism in atrial fibrillation,prevention of thromboembolism in atrial fibrillation,prevention of thromboembolism in atrial fibrillation
rivaroxaban,pulmonary embolism,pulmonary embolism,pulmonary embolism
rivaroxaban,"pulmonary embolism, recurrent event","pulmonary embolism, recurrent event","pulmonary embolism, recurrent event"
roflumilast,copd,copd,copd
roflumilast,"copd, maintenance","copd, maintenance","copd, maintenance"
ropinirole,parkinson's disease,parkinson's disease,parkinson's disease
ropinirole,periodic limb movement disorde,periodic limb movement disorde,periodic limb movement disorde
ropinirole,restless legs syndrome,restless legs syndrome,restless legs syndrome
rosuvastatin,atherosclerosis,atherosclerosis,atherosclerosis
rosuvastatin,high cholesterol,high cholesterol,high cholesterol
rosuvastatin,"high cholesterol, familial heterozygous","high cholesterol, familial heterozygous","high cholesterol, familial heterozygous"
rosuvastatin,"high cholesterol, familial homozygous","high cholesterol, familial homozygous","high cholesterol, familial homozygous"
rosuvastatin,hypercholesterolemia,hypercholesterolemia,hypercholesterolemia
rosuvastatin,prevention of cardiovascular disease,prevention of cardiovascular disease,prevention of cardiovascular disease
rosuvastatin,prevention of cerebrovascular accident,prevention of cerebrovascular accident,prevention of cerebrovascular accident
ruxolitinib,myelofibrosis,myelofibrosis,myelofibrosis
ruxolitinib,polycythemia vera,polycythemia vera,polycythemia vera
salicylic acid,acne,acne,acne
salicylic acid,dermatitis,dermatitis,dermatitis
salicylic acid,warts,warts,warts
salsalate,osteoarthritis,arthritis,osteoarthritis
salsalate,rheumatoid arthritis,arthritis,rheumatoid arthritis
saxagliptin,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
secukinumab,ankylosing spondylitis,ankylosing spondylitis,ankylosing spondylitis
secukinumab,plaque psoriasis,plaque,plaque psoriasis
secukinumab,psoriatic arthritis,arthritis,psoriatic arthritis
selexipag,pulmonary hypertension,pulmonary hypertension,pulmonary hypertension
silodosin,benign prostatic hyperplasia,benign prostatic hyperplasia,benign prostatic hyperplasia
silver sulfadiazine,"burns, external","burns, external","burns, external"
simethicone,flatulence,flatulence,flatulence
simethicone,gas,gas,gas
simethicone,unctional gastric disorde,unctional gastric disorde,unctional gastric disorde
simvastatin,cardiovascular risk reduction,cardiovascular risk reduction,cardiovascular risk reduction
simvastatin,high cholesterol,high cholesterol,high cholesterol
simvastatin,"high cholesterol, familial heterozygous","high cholesterol, familial heterozygous","high cholesterol, familial heterozygous"
simvastatin,hypercholesterolemia,hypercholesterolemia,hypercholesterolemia
simvastatin,"hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl"
simvastatin,prevention of cerebrovascular accident,prevention of cerebrovascular accident,prevention of cerebrovascular accident
sitagliptin,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
sodium bicarbonate,asystole,asystole,asystole
sodium hypochlorite,topical disinfection,infection,topical disinfection
sodium polystyrene sulfonate,hyperkalemia,hyperkalemia,hyperkalemia
sofosbuvir,hepatitis c,hepatitis c,hepatitis c
somatropin,adult human growth hormone deficiency,adult human growth hormone deficiency,adult human growth hormone deficiency
somatropin,aids related wasting,aids related wasting,aids related wasting
somatropin,hypopituitarism,hypopituitarism,hypopituitarism
somatropin,pediatric growth hormone deficiency,pediatric growth hormone deficiency,pediatric growth hormone deficiency
somatropin,short stature,short stature,short stature
somatropin,turner's syndrome,turner's syndrome,turner's syndrome
spironolactone,acne,acne,acne
spironolactone,alopecia,alopecia,alopecia
spironolactone,edema,edema,edema
spironolactone,gender dysphoria,gender dysphoria,gender dysphoria
spironolactone,heart failure,heart failure,heart failure
spironolactone,high blood pressure,high blood pressure,high blood pressure
spironolactone,hirsutism,hirsutism,hirsutism
spironolactone,hypertension,hypertension,hypertension
spironolactone,hypokalemia,hypokalemia,hypokalemia
spironolactone,primary hyperaldosteronism,primary hyperaldosteronism,primary hyperaldosteronism
spironolactone,primary hyperaldosteronism diagnosis,primary hyperaldosteronism diagnosis,primary hyperaldosteronism diagnosis
streptokinase,heart attack,heart attack,heart attack
streptomycin,bacterial urinary tract infection,specific urinary,bacterial urinary tract infection
sucralfate,duodenal ulce,duodenal ulce,duodenal ulce
sucralfate,gastroesophageal reflux disease,gastroesophageal reflux disease,gastroesophageal reflux disease
sucralfate,gerd,gerd,gerd
sucralfate,stomach ulce,stomach ulce,stomach ulce
sucralfate,stress ulcer prophylaxis,ulcer,stress ulcer prophylaxis
sulfacetamide sodium,bacterial conjunctivitis,bacterial conjunctivitis,bacterial conjunctivitis
sulfacetamide sodium,conjunctivitis,conjunctivitis,conjunctivitis
sulfacetamide sodium,seborrheic dermatitis,dermatitis,seborrheic dermatitis
sulfasalazine,crohn's disease,crohn's disease,crohn's disease
sulfasalazine,"crohn's disease, acute",crohn's disease,"crohn's disease, acute"
sulfasalazine,inflammatory bowel disease,inflammatory bowel disease,inflammatory bowel disease
sulfasalazine,juvenile rheumatoid arthritis,arthritis,juvenile rheumatoid arthritis
sulfasalazine,psoriatic arthritis,arthritis,psoriatic arthritis
sulfasalazine,rheumatoid arthritis,arthritis,rheumatoid arthritis
sulfasalazine,ulcerative colitis,ulcer,ulcerative colitis
sulfinpyrazone,gouty arthritis,arthritis,gouty arthritis
sulindac,ankylosing spondylitis,ankylosing spondylitis,ankylosing spondylitis
sulindac,"gout, acute",arthritis,"gout, acute"
sulindac,juvenile rheumatoid arthritis,arthritis,juvenile rheumatoid arthritis
sulindac,osteoarthritis,arthritis,osteoarthritis
sulindac,pain,pain,pain
sulindac,rheumatoid arthritis,arthritis,rheumatoid arthritis
sumatriptan,cluster headaches,cluster headaches,cluster headaches
sumatriptan,cyclic vomiting syndrome,cyclic vomiting syndrome,cyclic vomiting syndrome
sumatriptan,migraine,migraine,migraine
sumatriptan,new daily persistent headache,new daily persistent headache,new daily persistent headache
sunitinib,renal cell carcinoma,renal cell carcinoma,renal cell carcinoma
suvorexant,insomnia,insomnia,insomnia
tadalafil,benign prostatic hyperplasia,benign prostatic hyperplasia,benign prostatic hyperplasia
tadalafil,erectile dysfunction,erectile dysfunction,erectile dysfunction
tadalafil,pulmonary hypertension,pulmonary hypertension,pulmonary hypertension
tafluprost,"glaucoma, open angle","glaucoma, open angle","glaucoma, open angle"
tafluprost,glaucoma/intraocular hypertension,glaucoma/intraocular hypertension,glaucoma/intraocular hypertension
tafluprost,intraocular hypertension,intraocular hypertension,intraocular hypertension
tazarotene,acial wrinkles,acial wrinkles,acial wrinkles
tazarotene,acne,acne,acne
tazarotene,psoriasis,psoriasis,psoriasis
tegaserod,"constipation, chronic","constipation, chronic","constipation, chronic"
tegaserod,irritable bowel syndrome,irritable bowel syndrome,irritable bowel syndrome
telmisartan,high blood pressure,high blood pressure,high blood pressure
telmisartan,hypertension,hypertension,hypertension
telmisartan,prevention of cardiovascular disease,prevention of cardiovascular disease,prevention of cardiovascular disease
telmisartan,prevention of cerebrovascular accident,prevention of cerebrovascular accident,prevention of cerebrovascular accident
temazepam,insomnia,insomnia,insomnia
temozolomide,anaplastic astrocytoma,anaplastic astrocytoma,anaplastic astrocytoma
temozolomide,anaplastic oligodendroglioma,anaplastic oligodendroglioma,anaplastic oligodendroglioma
temozolomide,glioblastoma multi,glioblastoma multi,glioblastoma multi
temozolomide,me,me,me
temozolomide,"melanoma, metastatic","melanoma, metastatic","melanoma, metastatic"
terconazole,vaginal yeast infection,infection,vaginal yeast infection
terconazole,vulvovaginal candidiasis,vulvovaginal candidiasis,vulvovaginal candidiasis
teriparatide,hypoparathyroidism,hypoparathyroidism,hypoparathyroidism
teriparatide,osteoporosis,osteoporosis,osteoporosis
theophylline,"asthma, acute","asthma, acute","asthma, acute"
theophylline,"asthma, maintenance","asthma, maintenance","asthma, maintenance"
thioridazine,schizophrenia,schizophrenia,schizophrenia
ticagrelor,acute coronary syndrome,acute coronary syndrome,acute coronary syndrome
ticagrelor,prevention of atherothrombotic events,prevention of atherothrombotic events,prevention of atherothrombotic events
tigecycline,diverticulitis of gastrointestinal tract,diverticulitis of gastrointestinal tract,diverticulitis of gastrointestinal tract
timolol maleate,hypertension,hypertension,hypertension
tinidazole,bacterial vaginitis,bacterial vaginitis,bacterial vaginitis
tinidazole,giardiasis,giardiasis,giardiasis
tinidazole,trichomoniasis,trichomoniasis,trichomoniasis
tioconazole,vaginal yeast infection,infection,vaginal yeast infection
tioconazole,vulvovaginal candidiasis,vulvovaginal candidiasis,vulvovaginal candidiasis
tocilizumab,juvenile idiopathic arthritis,arthritis,juvenile idiopathic arthritis
tocilizumab,rheumatoid arthritis,arthritis,rheumatoid arthritis
tofacitinib,rheumatoid arthritis,arthritis,rheumatoid arthritis
tolnaftate,tinea cruris,tinea cruris,tinea cruris
tolnaftate,tinea versicol,tinea versicol,tinea versicol
topiramate,bipolar disorde,bipolar disorde,bipolar disorde
topiramate,borderline personality disorde,borderline personality disorde,borderline personality disorde
topiramate,bulimia,bulimia,bulimia
topiramate,diabetic peripheral neuropathy,diabetic,diabetic peripheral neuropathy
topiramate,ibromyalgia,ibromyalgia,ibromyalgia
topiramate,migraine prevention,migraine,migraine prevention
topiramate,obesity,obesity,obesity
topiramate,seizure prevention,seizure,seizure prevention
topiramate,seizure,seizure,seizure
topiramate,smoking cessation,smoking cessation,smoking cessation
topiramate,tourette's syndrome,tourette's syndrome,tourette's syndrome
topiramate,trigeminal neuralgia,trigeminal neuralgia,trigeminal neuralgia
topiramate,vulvodynia,vulvodynia,vulvodynia
torsemide,edema,edema,edema
torsemide,high blood pressure,high blood pressure,high blood pressure
torsemide,hypertension,hypertension,hypertension
tranexamic acid,actor ix deficiency,actor ix deficiency,actor ix deficiency
tranexamic acid,bleeding disorde,bleeding disorde,bleeding disorde
tranexamic acid,melasma,melasma,melasma
tranexamic acid,menorrhagia,menorrhagia,menorrhagia
tranexamic acid,menstrual disorders,menstrual disorders,menstrual disorders
trastuzumab,breast cancer,cancer,breast cancer
trastuzumab,"breast cancer, adjuvant",cancer,"breast cancer, adjuvant"
trastuzumab,"breast cancer, metastatic",cancer,"breast cancer, metastatic"
trastuzumab,salivary gland cancer,cancer,salivary gland cancer
travoprost,"glaucoma, open angle","glaucoma, open angle","glaucoma, open angle"
trifluoperazine,anxiety,anxiety,anxiety
trifluoperazine,schizophrenia,schizophrenia,schizophrenia
tropicamide,pupillary dilation,pupillary dilation,pupillary dilation
valacyclovir,chickenpox,chickenpox,chickenpox
valacyclovir,cmv prophylaxis,cmv prophylaxis,cmv prophylaxis
valacyclovir,cold sores,cold sores,cold sores
valacyclovir,genital herpes simplex,genital herpes simplex,genital herpes simplex
valacyclovir,"herpes simplex, mucocutaneous/immunocompetent host","herpes simplex, mucocutaneous/immunocompetent host","herpes simplex, mucocutaneous/immunocompetent host"
valacyclovir,"herpes simplex, mucocutaneous/immunocompromised host","herpes simplex, mucocutaneous/immunocompromised host","herpes simplex, mucocutaneous/immunocompromised host"
valacyclovir,"herpes simplex, suppression","herpes simplex, suppression","herpes simplex, suppression"
valacyclovir,herpes zoste,herpes zoste,herpes zoste
valacyclovir,herpes zoster,herpes zoster,herpes zoster
valacyclovir,multiple sclerosis,multiple sclerosis,multiple sclerosis
valacyclovir,ramsay hunt syndrome,ramsay hunt syndrome,ramsay hunt syndrome
valacyclovir,varicella-zoste,varicella-zoste,varicella-zoste
valganciclovir,cmv prophylaxis,cmv prophylaxis,cmv prophylaxis
valsartan,high blood pressure,high blood pressure,high blood pressure
valsartan,hypertension,hypertension,hypertension
valsartan,left ventricular dysfunction,left ventricular dysfunction,left ventricular dysfunction
vardenafil,erectile dysfunction,erectile dysfunction,erectile dysfunction
zafirlukast,"asthma, maintenance","asthma, maintenance","asthma, maintenance"
zaleplon,insomnia,insomnia,insomnia
zinc oxide,dermatologic lesion,dermatologic lesion,dermatologic lesion
zinc oxide,diaper rash,rash,diaper rash
zinc oxide,hemorrhoids,hemorrhoids,hemorrhoids
ziprasidone,autism,autism,autism
ziprasidone,bipolar disorde,bipolar disorde,bipolar disorde
ziprasidone,body dysmorphic disorde,body dysmorphic disorde,body dysmorphic disorde
ziprasidone,obsessive compulsive disorde,obsessive compulsive disorde,obsessive compulsive disorde
ziprasidone,paranoid disorde,paranoid disorde,paranoid disorde
ziprasidone,schizoaffective disorde,schizoaffective disorde,schizoaffective disorde
ziprasidone,schizophrenia,schizophrenia,schizophrenia
ziprasidone,tourette's syndrome,tourette's syndrome,tourette's syndrome
zolmitriptan,cluster headaches,cluster headaches,cluster headaches
zolmitriptan,migraine,migraine,migraine
zonisamide,benign essential trem,benign essential trem,benign essential trem
zonisamide,migraine prevention,migraine,migraine prevention
zonisamide,seizure,seizure,seizure
aceclofenac,"osteoarthritis, rheumatoid arthritis",arthritis,"osteoarthritis, rheumatoid arthritis"
curcuminoids [curcuma longa],rheumatoid arthritis,arthritis,rheumatoid arthritis
"fishar [snake root, potassium, magnesium]",hypertension,hypertension,hypertension
amlodipine besilate,essential hypertension,essential hypertension,essential hypertension
jogaraj guggulu,rheumatoid arthritis,arthritis,rheumatoid arthritis
artemether,malaria,malaria,malaria
atenolol + chlorthalidone,hypertension,hypertension,hypertension
