generic_name,cases,head,singular_case
nifedipine,premature lab,premature lab,premature lab
nifedipine,raynaud's syndrome,raynaud's syndrome,raynaud's syndrome
nilotinib,chronic myelogenous leukemia,leukemia,chronic myelogenous leukemia
nimodipine,migraine prevention,migraine,migraine prevention
nimodipine,subarachnoid hemorrhage,subarachnoid hemorrhage,subarachnoid hemorrhage
niraparib,ovarian cancer,ovary,ovarian cancer
nitrofurantoin,bacterial urinary tract infection,specific urinary,bacterial urinary tract infection
nitrofurantoin,bladder infection,infection,bladder infection
nitrofurantoin,prevention of bladder infection,infection,prevention of bladder infection
nitrofurantoin,urinary tract infection,specific urinary,urinary tract infection
nivolumab,hodgkin's lymphoma,lymphoma,hodgkin's lymphoma
nivolumab,melanoma,melanoma,melanoma
nivolumab,non-small cell lung cancer,cancer,non-small cell lung cancer
nivolumab,renal cell carcinoma,kidney disease,renal cell carcinoma
nizatidine,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease
nizatidine,gerd,gerd,gerd
nizatidine,stomach ulcer,ulcer,stomach ulcer
nortriptyline,cyclic vomiting syndrome,cyclic vomiting syndrome,cyclic vomiting syndrome
nortriptyline,depression,anxiety,depression
nortriptyline,diabetic peripheral neuropathy,neurosis,diabetic peripheral neuropathy
nortriptyline,irritable bowel syndrome,irritable bowel syndrome,irritable bowel syndrome
nortriptyline,migraine prevention,migraine,migraine prevention
nortriptyline,neuralgia,nervous system,neuralgia
nortriptyline,neurosis,neurosis,neurosis
nortriptyline,pain,pain,pain
nortriptyline,panic disorder,anxiety,panic disorder
nortriptyline,postherpetic neuralgia,nervous system,postherpetic neuralgia
nortriptyline,primary nocturnal enuresis,primary nocturnal enuresis,primary nocturnal enuresis
nortriptyline,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome
nortriptyline,smoking cessation,smoking cessation,smoking cessation
nortriptyline,vulvodynia,vulvodynia,vulvodynia
olanzapine,agitation,agitation,agitation
olanzapine,asperger syndrome,asperger syndrome,asperger syndrome
olanzapine,bipolar disorder,bipolar disorder,bipolar disorder
olanzapine,borderline personality disorder,mental,borderline personality disorder
olanzapine,depression,anxiety,depression
olanzapine,insomnia,anxiety,insomnia
olanzapine,depression,anxiety,depression
olanzapine,obsessive compulsive disorder,mental,obsessive compulsive disorder
olanzapine,paranoid disorder,paranoid disorder,paranoid disorder
olanzapine,schizoaffective disorder,schizoaffective disorder,schizoaffective disorder
olanzapine,schizophrenia,schizophrenia,schizophrenia
olanzapine,tourette's syndrome,nervous system,tourette's syndrome
omalizumab,"asthma, maintenance",asthma,"asthma, maintenance"
omalizumab,urticaria,urticaria,urticaria
omeprazole,barrett's esophagus,barrett's esophagus,barrett's esophagus
omeprazole,duodenal ulcer,ulcer,duodenal ulcer
omeprazole,erosive esophagitis,erosive esophagitis,erosive esophagitis
omeprazole,gastritis/duodenitis,gastritis/duodenitis,gastritis/duodenitis
omeprazole,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease
omeprazole,gerd,gerd,gerd
omeprazole,helicobacter pylori infection,infection,helicobacter pylori infection
omeprazole,indigestion,indigestion,indigestion
omeprazole,multiple endocrine adenomas,multiple endocrine adenomas,multiple endocrine adenomas
omeprazole,stomach ulcer,ulcer,stomach ulcer
omeprazole,zollinger-ellison syndrome,zollinger-ellison syndrome,zollinger-ellison syndrome
ondansetron,alcohol dependence,alcohol,alcohol dependence
ondansetron,gastroenteritis,gastroenteritis,gastroenteritis
ondansetron,nausea/vomiting,nausea,nausea/vomiting
ondansetron,"nausea/vomiting, chemotherapy induced",nausea,"nausea/vomiting, chemotherapy induced"
ondansetron,"nausea/vomiting, postoperative",nausea,"nausea/vomiting, postoperative"
ondansetron,"nausea/vomiting, radiation induced",nausea,"nausea/vomiting, radiation induced"
orlistat,nonalcoholic fatty liver disease,alcohol,nonalcoholic fatty liver disease
orlistat,obesity,obesity,obesity
oseltamivir,avian influenza,influenza,avian influenza
oseltamivir,influenza,influenza,influenza
oseltamivir,influenza prophylaxis,influenza,influenza prophylaxis
oseltamivir,swine flu,swine flu,swine flu
ospemifene,dyspareunia,dyspareunia,dyspareunia
oxaliplatin,adenocarcinoma of pancreas,adenocarcinoma of pancreas,adenocarcinoma of pancreas
oxaliplatin,colorectal cancer,cancer,colorectal cancer
oxaprozin,gout,arthritis,gout
oxaprozin,osteoarthritis,arthritis,osteoarthritis
oxaprozin,rheumatoid arthritis,arthritis,rheumatoid arthritis
oxazepam,alcohol withdrawal,alcohol,alcohol withdrawal
oxazepam,anxiety,anxiety,anxiety
oxazepam,insomnia,anxiety,insomnia
oxcarbazepine,anxiety,anxiety,anxiety
oxcarbazepine,bipolar disorder,bipolar disorder,bipolar disorder
oxcarbazepine,borderline personality disorder,mental,borderline personality disorder
oxcarbazepine,cyclothymic disorder,cyclothymic disorder,cyclothymic disorder
oxcarbazepine,neuropathic pain,neurosis,neuropathic pain
oxcarbazepine,seizure,seizure,seizure
oxcarbazepine,trigeminal neuralgia,nervous system,trigeminal neuralgia
oxytocin,labor induction,labor induction,labor induction
paclitaxel,"breast cancer, metastatic",cancer,"breast cancer, metastatic"
paclitaxel,ovarian cancer,ovary,ovarian cancer
palbociclib,"breast cancer, metastatic",cancer,"breast cancer, metastatic"
paliperidone,autism,autism,autism
paliperidone,bipolar disorder,bipolar disorder,bipolar disorder
paliperidone,depression,anxiety,depression
paliperidone,infantile autism,autism,infantile autism
paliperidone,schizoaffective disorder,schizoaffective disorder,schizoaffective disorder
paliperidone,schizophrenia,schizophrenia,schizophrenia
palonosetron,"nausea/vomiting, postoperative",nausea,"nausea/vomiting, postoperative"
pancreatin,chronic pancreatitis,chronic pancreatitis,chronic pancreatitis
pembrolizumab,colorectal cancer,cancer,colorectal cancer
pembrolizumab,head and neck cancer,cancer,head and neck cancer
pembrolizumab,melanoma,melanoma,melanoma
pembrolizumab,"melanoma, metastatic","melanoma, metastatic","melanoma, metastatic"
pembrolizumab,non-small cell lung cancer,cancer,non-small cell lung cancer
pemetrexed,non-small cell lung cancer,cancer,non-small cell lung cancer
pentosan polysulfate sodium,bladder infection,infection,bladder infection
pentosan polysulfate sodium,interstitial cystitis,interstitial cystitis,interstitial cystitis
pentoxifylline,intermittent claudication,intermittent claudication,intermittent claudication
perampanel,epilepsy,epilepsy,epilepsy
perampanel,seizure,seizure,seizure
permethrin,head lice,head lice,head lice
permethrin,scabies,scabies,scabies
phenobarbital,hyperbilirubinemia,hyperbilirubinemia,hyperbilirubinemia
phenobarbital,insomnia,anxiety,insomnia
phenobarbital,sedation,sedation,sedation
phenobarbital,seizure,seizure,seizure
pimecrolimus,atopic dermatitis,skin,atopic dermatitis
pimecrolimus,eczema,skin,eczema
pimecrolimus,perioral dermatitis,skin,perioral dermatitis
pioglitazone,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
pitavastatin calcium,hypercholesterolemia,cholesterol,hypercholesterolemia
potassium chloride,hypokalemia,kalemia,hypokalemia
potassium chloride,prevention of hypokalemia,kalemia,prevention of hypokalemia
povidone iodine,topical disinfection,infection,topical disinfection
pramipexole,fibromyalgia,fibromyalgia,fibromyalgia
pramipexole,parkinson's disease,parkinson's disease,parkinson's disease
pramipexole,periodic limb movement disorder,periodic limb movement disorder,periodic limb movement disorder
pramipexole,restless legs syndrome,muscle issue,restless legs syndrome
prednisolone,"asthma, acute",asthma,"asthma, acute"
prednisolone,atopic dermatitis,skin,atopic dermatitis
prednisolone,dermatitis,skin,dermatitis
prednisolone,immunosuppression,immunosuppression,immunosuppression
prednisolone,inflammatory conditions,inflammation,inflammatory conditions
prednisolone,nephrotic syndrome,nephrotic syndrome,nephrotic syndrome
prednisolone,postoperative ocular inflammation,inflammation,postoperative ocular inflammation
pregabalin,dercum's disease,dercum's disease,dercum's disease
pregabalin,diabetic peripheral neuropathy,neurosis,diabetic peripheral neuropathy
pregabalin,epilepsy,epilepsy,epilepsy
pregabalin,fibromyalgia,fibromyalgia,fibromyalgia
pregabalin,anxiety,anxiety,generalized anxiety disorder
pregabalin,fibromyalgia,fibromyalgia,fibromyalgia
pregabalin,migraine prevention,migraine,migraine prevention
pregabalin,neuralgia,nervous system,neuralgia
pregabalin,neuropathic pain,neurosis,neuropathic pain
pregabalin,pain,pain,pain
pregabalin,peripheral neuropathy,neurosis,peripheral neuropathy
pregabalin,postherpetic neuralgia,nervous system,postherpetic neuralgia
pregabalin,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome
pregabalin,restless legs syndrome,muscle issue,restless legs syndrome
propofol,anesthesia,anesthesia,anesthesia
pyrimethamine,malaria prevention,malaria,malaria prevention
racepinephrine,"asthma, acute",asthma,"asthma, acute"
ramelteon,insomnia,anxiety,insomnia
ramipril,cardiovascular risk reduction,cardiovascular risk reduction,cardiovascular risk reduction
ramipril,diabetic kidney disease,diabetic,diabetic kidney disease
ramipril,heart failure,heart diseases,heart failure
ramipril,heart failure,heart diseases,heart failure
ramipril,hypertension,hypertension,hypertension
ramipril,hypertension,hypertension,hypertension
ramipril,prevention of cerebrovascular accident,nervous system,prevention of cerebrovascular accident
ranibizumab,macular degeneration,macular issue,macular degeneration
ranibizumab,macular edema,edema,macular edema
ranolazine,angina,heart diseases,angina
rasagiline,parkinson's disease,parkinson's disease,parkinson's disease
regorafenib,gastrointestinal stromal tum,gastroenteritis,gastrointestinal stromal tum
repaglinide,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
retapamulin,acne,acne,acne
retapamulin,impetig,impetig,impetig
retapamulin,impetigo,impetigo,impetigo
ribavirin,hepatitis c,hepatitis,hepatitis c
riboflavin,headache,headache,headache
riboflavin,migraine prevention,migraine,migraine prevention
rifaximin,crohn's disease,crohn's disease,crohn's disease
rifaximin,diarrhoea,diarrhoea,diarrhoea
rifaximin,hepatic encephalopathy,hepatic encephalopathy,hepatic encephalopathy
rifaximin,irritable bowel syndrome,irritable bowel syndrome,irritable bowel syndrome
rifaximin,traveler's diarrhoea,diarrhoea,traveler's diarrhoea
riluzole,amyotrophic lateral sclerosis,sclerosis,amyotrophic lateral sclerosis
riluzole,obsessive compulsive disorder,mental,obsessive compulsive disorder
rituximab,bullous pemphigoid,bullous pemphigoid,bullous pemphigoid
rituximab,cal segmental glomerulosclerosis,sclerosis,cal segmental glomerulosclerosis
rituximab,chronic lymphocytic leukemia,leukemia,chronic lymphocytic leukemia
rituximab,microscopic polyangiitis,microscopic polyangiitis,microscopic polyangiitis
rituximab,non-hodgkin's lymphoma,lymphoma,non-hodgkin's lymphoma
rituximab,pemphigoid,pemphigoid,pemphigoid
rituximab,pemphigus,pemphigus,pemphigus
rituximab,rheumatoid arthritis,arthritis,rheumatoid arthritis
rituximab,wegener's granulomatosis,inflammation,wegener's granulomatosis
rivaroxaban,atrial fibrillation,atrial fibrillation,atrial fibrillation
rivaroxaban,deep vein thrombosis,thrombosis,deep vein thrombosis
rivaroxaban,"deep vein thrombosis, prophylaxis",thrombosis,"deep vein thrombosis, prophylaxis"
rivaroxaban,"deep vein thrombosis, recurrent event",thrombosis,"deep vein thrombosis, recurrent event"
rivaroxaban,prevention of thromboembolism in atrial fibrillation,thrombosis,prevention of thromboembolism in atrial fibrillation
rivaroxaban,pulmonary embolism,lung,pulmonary embolism
rivaroxaban,"pulmonary embolism, recurrent event",lung,"pulmonary embolism, recurrent event"
roflumilast,copd,copd,copd
roflumilast,"copd, maintenance","copd, maintenance","copd, maintenance"
ropinirole,parkinson's disease,parkinson's disease,parkinson's disease
ropinirole,periodic limb movement disorder,periodic limb movement disorder,periodic limb movement disorder
ropinirole,restless legs syndrome,muscle issue,restless legs syndrome
rosuvastatin,atherosclerosis,sclerosis,atherosclerosis
rosuvastatin,high cholesterol,cholesterol,high cholesterol
rosuvastatin,"high cholesterol, familial heterozygous",cholesterol,"high cholesterol, familial heterozygous"
rosuvastatin,"high cholesterol, familial homozygous",cholesterol,"high cholesterol, familial homozygous"
rosuvastatin,hypercholesterolemia,cholesterol,hypercholesterolemia
rosuvastatin,prevention of cardiovascular disease,prevention of cardiovascular disease,prevention of cardiovascular disease
rosuvastatin,prevention of cerebrovascular accident,nervous system,prevention of cerebrovascular accident
ruxolitinib,myelofibrosis,myelofibrosis,myelofibrosis
ruxolitinib,polycythemia vera,polycythemia vera,polycythemia vera
salicylic acid,acne,acne,acne
salicylic acid,dermatitis,skin,dermatitis
salicylic acid,warts,warts,warts
salsalate,osteoarthritis,arthritis,osteoarthritis
salsalate,rheumatoid arthritis,arthritis,rheumatoid arthritis
saxagliptin,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
secukinumab,ankylosing spondylitis,arthritis,ankylosing spondylitis
secukinumab,plaque psoriasis,skin,plaque psoriasis
secukinumab,psoriatic arthritis,arthritis,psoriatic arthritis
selexipag,pulmonary hypertension,lung,pulmonary hypertension
silodosin,benign prostatic hyperplasia,cancer,benign prostatic hyperplasia
silver sulfadiazine,"burns, external","burns, external","burns, external"
simethicone,flatulence,flatulence,flatulence
simethicone,gastroenteritis,gastroenteritis,gastroenteritis
simethicone,unctional gastric disorder,gastroenteritis,unctional gastric disorder
simvastatin,cardiovascular risk reduction,cardiovascular risk reduction,cardiovascular risk reduction
simvastatin,high cholesterol,cholesterol,high cholesterol
simvastatin,"high cholesterol, familial heterozygous",cholesterol,"high cholesterol, familial heterozygous"
simvastatin,hypercholesterolemia,cholesterol,hypercholesterolemia
simvastatin,"hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl"
simvastatin,prevention of cerebrovascular accident,nervous system,prevention of cerebrovascular accident
sitagliptin,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
sodium bicarbonate,asystole,asystole,asystole
sodium hypochlorite,topical disinfection,infection,topical disinfection
sodium polystyrene sulfonate,hyperkalemia,kalemia,hyperkalemia
sofosbuvir,hepatitis c,hepatitis,hepatitis c
somatropin,adult human growth hormone deficiency,adult human growth hormone deficiency,adult human growth hormone deficiency
somatropin,aids related wasting,aids related wasting,aids related wasting
somatropin,hypopituitarism,hypopituitarism,hypopituitarism
somatropin,pediatric growth hormone deficiency,pediatric growth hormone deficiency,pediatric growth hormone deficiency
somatropin,short stature,short stature,short stature
somatropin,turner's syndrome,turner's syndrome,turner's syndrome
spironolactone,acne,acne,acne
spironolactone,alopecia,alopecia,alopecia
spironolactone,edema,edema,edema
spironolactone,gender dysphoria,gender dysphoria,gender dysphoria
spironolactone,heart failure,heart diseases,heart failure
spironolactone,hypertension,hypertension,hypertension
spironolactone,hirsutism,hirsutism,hirsutism
spironolactone,hypertension,hypertension,hypertension
spironolactone,hypokalemia,kalemia,hypokalemia
spironolactone,primary hyperaldosteronism,aldosteronism,primary hyperaldosteronism
spironolactone,primary hyperaldosteronism diagnosis,aldosteronism,primary hyperaldosteronism diagnosis
streptokinase,heart failure,heart diseases,heart failure
streptomycin,bacterial urinary tract infection,specific urinary,bacterial urinary tract infection
sucralfate,duodenal ulcer,ulcer,duodenal ulcer
sucralfate,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease
sucralfate,gerd,gerd,gerd
sucralfate,stomach ulcer,ulcer,stomach ulcer
sucralfate,stress ulcer prophylaxis,ulcer,stress ulcer prophylaxis
sulfacetamide sodium,bacterial conjunctivitis,conjunctivitis,bacterial conjunctivitis
sulfacetamide sodium,conjunctivitis,conjunctivitis,conjunctivitis
sulfacetamide sodium,seborrheic dermatitis,skin,seborrheic dermatitis
sulfasalazine,crohn's disease,crohn's disease,crohn's disease
sulfasalazine,"crohn's disease, acute",crohn's disease,"crohn's disease, acute"
sulfasalazine,inflammatory bowel disease,inflammation,inflammatory bowel disease
sulfasalazine,juvenile rheumatoid arthritis,arthritis,juvenile rheumatoid arthritis
sulfasalazine,psoriatic arthritis,arthritis,psoriatic arthritis
sulfasalazine,rheumatoid arthritis,arthritis,rheumatoid arthritis
sulfasalazine,ulcerative colitis,ulcer,ulcerative colitis
sulfinpyrazone,gouty arthritis,arthritis,gouty arthritis
sulindac,ankylosing spondylitis,arthritis,ankylosing spondylitis
sulindac,"gout, acute",arthritis,"gout, acute"
sulindac,juvenile rheumatoid arthritis,arthritis,juvenile rheumatoid arthritis
sulindac,osteoarthritis,arthritis,osteoarthritis
sulindac,pain,pain,pain
sulindac,rheumatoid arthritis,arthritis,rheumatoid arthritis
sumatriptan,cluster headaches,headache,cluster headaches
sumatriptan,cyclic vomiting syndrome,cyclic vomiting syndrome,cyclic vomiting syndrome
sumatriptan,migraine,migraine,migraine
sumatriptan,new daily persistent headache,headache,new daily persistent headache
sunitinib,renal cell carcinoma,kidney disease,renal cell carcinoma
suvorexant,insomnia,anxiety,insomnia
tadalafil,benign prostatic hyperplasia,cancer,benign prostatic hyperplasia
tadalafil,erectile dysfunction,erectile dysfunction,erectile dysfunction
tadalafil,pulmonary hypertension,lung,pulmonary hypertension
tafluprost,"glaucoma, open angle",glaucoma,"glaucoma, open angle"
tafluprost,glaucoma/intraocular hypertension,glaucoma,glaucoma/intraocular hypertension
tafluprost,intraocular hypertension,hypertension,intraocular hypertension
tazarotene,acial wrinkles,acial wrinkles,acial wrinkles
tazarotene,acne,acne,acne
tazarotene,psoriasis,skin,psoriasis
tegaserod,"constipation, chronic","constipation, chronic","constipation, chronic"
tegaserod,irritable bowel syndrome,irritable bowel syndrome,irritable bowel syndrome
telmisartan,hypertension,hypertension,hypertension
telmisartan,hypertension,hypertension,hypertension
telmisartan,prevention of cardiovascular disease,prevention of cardiovascular disease,prevention of cardiovascular disease
telmisartan,prevention of cerebrovascular accident,nervous system,prevention of cerebrovascular accident
temazepam,insomnia,anxiety,insomnia
temozolomide,anaplastic astrocytoma,anaplastic astrocytoma,anaplastic astrocytoma
temozolomide,anaplastic oligodendroglioma,anaplastic oligodendroglioma,anaplastic oligodendroglioma
temozolomide,glioblastoma multi,glioblastoma multi,glioblastoma multi
temozolomide,me,me,me
temozolomide,"melanoma, metastatic","melanoma, metastatic","melanoma, metastatic"
terconazole,vaginal yeast infection,infection,vaginal yeast infection
terconazole,vulvovaginal candidiasis,candidiasis,vulvovaginal candidiasis
teriparatide,hypoparathyroidism,thyroidism,hypoparathyroidism
teriparatide,osteoporosis,arthritis,osteoporosis
theophylline,"asthma, acute",asthma,"asthma, acute"
theophylline,"asthma, maintenance",asthma,"asthma, maintenance"
thioridazine,schizophrenia,schizophrenia,schizophrenia
ticagrelor,acute coronary syndrome,acute coronary syndrome,acute coronary syndrome
ticagrelor,prevention of atherothrombotic events,thrombosis,prevention of atherothrombotic events
tigecycline,diverticulitis of gastrointestinal tract,gastroenteritis,diverticulitis of gastrointestinal tract
timolol maleate,hypertension,hypertension,hypertension
tinidazole,bacterial vaginitis,bacterial,bacterial vaginitis
tinidazole,giardiasis,giardiasis,giardiasis
tinidazole,trichomoniasis,trichomoniasis,trichomoniasis
tioconazole,vaginal yeast infection,infection,vaginal yeast infection
tioconazole,vulvovaginal candidiasis,candidiasis,vulvovaginal candidiasis
tocilizumab,juvenile idiopathic arthritis,arthritis,juvenile idiopathic arthritis
tocilizumab,rheumatoid arthritis,arthritis,rheumatoid arthritis
tofacitinib,rheumatoid arthritis,arthritis,rheumatoid arthritis
tolnaftate,tinea cruris,tinea cruris,tinea cruris
tolnaftate,tinea versicol,tinea versicol,tinea versicol
topiramate,bipolar disorder,bipolar disorder,bipolar disorder
topiramate,borderline personality disorder,mental,borderline personality disorder
topiramate,bulimia,bulimia,bulimia
topiramate,diabetic peripheral neuropathy,neurosis,diabetic peripheral neuropathy
topiramate,fibromyalgia,fibromyalgia,fibromyalgia
topiramate,migraine prevention,migraine,migraine prevention
topiramate,obesity,obesity,obesity
topiramate,seizure prevention,seizure,seizure prevention
topiramate,seizure,seizure,seizure
topiramate,smoking cessation,smoking cessation,smoking cessation
topiramate,tourette's syndrome,nervous system,tourette's syndrome
topiramate,trigeminal neuralgia,nervous system,trigeminal neuralgia
topiramate,vulvodynia,vulvodynia,vulvodynia
torsemide,edema,edema,edema
torsemide,hypertension,hypertension,hypertension
torsemide,hypertension,hypertension,hypertension
tranexamic acid,actor ix deficiency,actor ix deficiency,actor ix deficiency
tranexamic acid,bleeding disorder,bleeding disorder,bleeding disorder
tranexamic acid,melasma,melasma,melasma
tranexamic acid,menorrhagia,menorrhagia,menorrhagia
tranexamic acid,menstrual disorders,menstrual disorders,menstrual disorders
trastuzumab,breast cancer,cancer,breast cancer
trastuzumab,"breast cancer, adjuvant",cancer,"breast cancer, adjuvant"
trastuzumab,"breast cancer, metastatic",cancer,"breast cancer, metastatic"
trastuzumab,salivary gland cancer,cancer,salivary gland cancer
travoprost,"glaucoma, open angle",glaucoma,"glaucoma, open angle"
trifluoperazine,anxiety,anxiety,anxiety
trifluoperazine,schizophrenia,schizophrenia,schizophrenia
tropicamide,pupillary dilation,pupillary dilation,pupillary dilation
valacyclovir,chickenpox,chickenpox,chickenpox
valacyclovir,cmv prophylaxis,cmv prophylaxis,cmv prophylaxis
valacyclovir,cold sores,cold,cold sores
valacyclovir,genital herpes simplex,infectious,genital herpes simplex
valacyclovir,"herpes simplex, mucocutaneous/immunocompetent host",infectious,"herpes simplex, mucocutaneous/immunocompetent host"
valacyclovir,"herpes simplex, mucocutaneous/immunocompromised host",infectious,"herpes simplex, mucocutaneous/immunocompromised host"
valacyclovir,"herpes simplex, suppression",infectious,"herpes simplex, suppression"
valacyclovir,herpes zoste,herpes zoste,herpes zoste
valacyclovir,herpes zoster,herpes zoster,herpes zoster
valacyclovir,multiple sclerosis,sclerosis,multiple sclerosis
valacyclovir,ramsay hunt syndrome,ramsay hunt syndrome,ramsay hunt syndrome
valacyclovir,varicella-zoste,varicella-zoste,varicella-zoste
valganciclovir,cmv prophylaxis,cmv prophylaxis,cmv prophylaxis
valsartan,hypertension,hypertension,hypertension
valsartan,hypertension,hypertension,hypertension
valsartan,left ventricular dysfunction,heart diseases,left ventricular dysfunction
vardenafil,erectile dysfunction,erectile dysfunction,erectile dysfunction
zafirlukast,"asthma, maintenance",asthma,"asthma, maintenance"
zaleplon,insomnia,anxiety,insomnia
zinc oxide,dermatologic lesion,dermatologic lesion,dermatologic lesion
zinc oxide,diaper rash,rash,diaper rash
zinc oxide,hemorrhoids,hemorrhoids,hemorrhoids
ziprasidone,autism,autism,autism
ziprasidone,bipolar disorder,bipolar disorder,bipolar disorder
ziprasidone,body dysmorphic disorder,body dysmorphic disorder,body dysmorphic disorder
ziprasidone,obsessive compulsive disorder,mental,obsessive compulsive disorder
ziprasidone,paranoid disorder,paranoid disorder,paranoid disorder
ziprasidone,schizoaffective disorder,schizoaffective disorder,schizoaffective disorder
ziprasidone,schizophrenia,schizophrenia,schizophrenia
ziprasidone,tourette's syndrome,nervous system,tourette's syndrome
zolmitriptan,cluster headaches,headache,cluster headaches
zolmitriptan,migraine,migraine,migraine
zonisamide,benign essential trem,benign essential trem,benign essential trem
zonisamide,migraine prevention,migraine,migraine prevention
zonisamide,seizure,seizure,seizure
aceclofenac,"osteoarthritis, rheumatoid arthritis",arthritis,"osteoarthritis, rheumatoid arthritis"
curcuminoids [curcuma longa],rheumatoid arthritis,arthritis,rheumatoid arthritis
"fishar [snake root, potassium, magnesium]",hypertension,hypertension,hypertension
amlodipine besilate,essential hypertension,hypertension,essential hypertension
jogaraj guggulu,rheumatoid arthritis,arthritis,rheumatoid arthritis
artemether,malaria,malaria,malaria
atenolol + chlorthalidone,hypertension,hypertension,hypertension
prasarani sandhan,rheumatoid arthritis,arthritis,rheumatoid arthritis
beclometasone dipropionate + formoterol fumarate,asthma,asthma,asthma
azithromycin dihydrate (ophthalmic),bacterial conjunctivitis,conjunctivitis,bacterial conjunctivitis
yohimbine hydrochloride,erectile dysfunction,erectile dysfunction,erectile dysfunction
valerian root,insomnia,anxiety,insomnia
betamethasone + clotrimazole + gentamicin,corticosteroid,corticosteroid,corticosteroid
brinzolamide + timolol,monotherapy,monotherapy,monotherapy
bisoprolol fumarate + hydrochlorothiazide,hypertension,hypertension,hypertension
nux-vomica + black pepper + long pepper,rheumatoid arthritis,arthritis,rheumatoid arthritis
habb-e-nishat,erectile dysfunction,erectile dysfunction,erectile dysfunction
candesartan cilexetil + hydrochlorothiazide,hypertension,hypertension,hypertension
canagliflozin hemihydrate,diabetes mellitus,diabetes,diabetes mellitus
cefpodoxime proxetil + clavulanic acid,infections,infection,infections
cefotaxime,infections,infection,infections
cefazolin sodium,infections,infection,infections
carboxymethylcellulose sodium + glycerin,eye,eye,eye
adapalene,acne vulgaris,acne vulgaris,acne vulgaris
cetirizine hydrochloride,asthma,asthma,asthma
ciclesonide (inhalation aerosol),asthma,asthma,asthma
chlorhexidine gluconate + isopropyl alcohol,pre-operative surgical hand disinfection,infection,pre-operative surgical hand disinfection
clobetasone butyrate,eczema and dermatitis,skin,eczema and dermatitis
clindamycin + tretinoin,acne vulgaris,acne vulgaris,acne vulgaris
dexamethasone + tobramycin,corticosteroid,corticosteroid,corticosteroid
desoximetasone,corticosteroid,corticosteroid,corticosteroid
dulaglutide,diabetes mellitus,diabetes,diabetes mellitus
doxycycline hydrochloride,infections,infection,infections
empagliflozin,diabetes mellitus,diabetes,diabetes mellitus
ertugliflozin,diabetes mellitus,diabetes,diabetes mellitus
ethyl alcohol + hydrogen peroxide + glycerol,pre-operative surgical hand disinfection,infection,pre-operative surgical hand disinfection
fluocinolone acetonide,eczema and dermatitis,skin,eczema and dermatitis
fluocinolone acetonide + neomycin sulfate,eczema and dermatitis,skin,eczema and dermatitis
formoterol fumarate + glycopyrrolate + budesonide,asthma,asthma,asthma
follicle stimulating hormone [urofollitropin],hcg,hcg,hcg
gatifloxacin + dexamethasone,eye,eye,eye
gatifloxacin (oral),infections,infection,infections
gatifloxacin (ophthalmic),bacterial conjunctivitis,conjunctivitis,bacterial conjunctivitis
glucose 19% + vamin 18 novum + intralipid 20%,parenteral nutrition,parenteral nutrition,parenteral nutrition
glucose 11% + vamin 18 novum + intralipid 20%,parenteral nutrition,parenteral nutrition,parenteral nutrition
human milk based amino acid,parenteral nutrition,parenteral nutrition,parenteral nutrition
human menopausal gonadotrophin,hcg,hcg,hcg
homatropine hydrobromide,eye,eye,eye
indomethacin (oral),rheumatoid arthritis,arthritis,rheumatoid arthritis
indapamide + perindopril arginine,essential hypertension,hypertension,essential hypertension
ipratropium bromide (inhaler),asthma,asthma,asthma
insulin human [rdna] + isophane insulin human,diabetes insipidus,diabetes,diabetes insipidus
insulin human [long-acting],diabetes insipidus,diabetes,diabetes insipidus
insulin human [fast-acting],diabetes insipidus,diabetes,diabetes insipidus
isopropyl alcohol,pre-operative surgical hand disinfection,infection,pre-operative surgical hand disinfection
ketotifen fumarate (ophthalmic),allergic conjunctivitis,conjunctivitis,allergic conjunctivitis
ketoconazole (shampoo),infections,infection,infections
ispaghula husk + ispaghula seed + tinnevelly senna pods,constipation,constipation,constipation
labetalol hydrochloride (injection),hypertension,hypertension,hypertension
levofloxacin (ophthalmic),bacterial conjunctivitis,conjunctivitis,bacterial conjunctivitis
losartan potassium + hydrochlorothiazide,hypertension,hypertension,hypertension
lornoxicam,rheumatoid arthritis,arthritis,rheumatoid arthritis
lorlatinib,monotherapy,monotherapy,monotherapy
menaquinone-7,rheumatoid arthritis,arthritis,rheumatoid arthritis
meloxicam,"osteoarthritis, rheumatoid arthritis",arthritis,"osteoarthritis, rheumatoid arthritis"
moxifloxacin hydrochloride + xanthan gum,bacterial conjunctivitis,conjunctivitis,bacterial conjunctivitis
moxifloxacin hydrochloride (ophthalmic),bacterial conjunctivitis,conjunctivitis,bacterial conjunctivitis
